,claim,simple_sentence,truth_value,source
8419,Kyiv and the West are causing hunger in the world,Kyiv are causing hunger in the world. The West are causing hunger in the world. ,meter-false,EUvsDisinfo
8420,Kyiv and the West are guilty of mine contamination in Ukraine,Kyiv are guilty of mine contamination in Ukraine. The West are guilty of mine contamination in Ukraine. ,meter-false,stopfake
8421,Kyiv attacked Donbas in 2014,Kyiv attacked Donbas in 2014,meter-false,EUvsDisinfo
8422,Kyiv burned grains in Mariupol and mined the Black Sea to prevent its exportation,Kyiv burned grains in Mariupol. Kyiv mined the Black Sea to prevent its exportation. ,meter-false,EUvsDisinfo
8423,Kyiv cannot apply for NATO membership until it ends Ukrainian civil war,Kyiv cannot apply for NATO membership until it ends Ukrainian civil war,meter-false,EUvsDisinfo
8424,Kyiv carrying out a genocidal policy towards the people of Donbas,Kyiv carrying out a genocidal policy towards the people of Donbas,meter-false,EUvsDisinfo
8425,Kyiv commits wild provocations and crimes to get West’s attention,Kyiv commits wild provocations crimes to get West ' s attention. Kyiv commits provocations crimes to get West ' s attention. ,meter-false,EUvsDisinfo
8426,Kyiv considers Crimea “its own” contrary to all international standards,Kyiv considers Crimea “its own” contrary to all international standards,meter-false,EUvsDisinfo
8427,Kyiv cut its ties with Minsk to please the West,Kyiv cut its ties with Minsk to please the West,meter-false,EUvsDisinfo
8428,Kyiv deliberately creates barriers for residents of the 'LDNR' to visit Ukraine,Kyiv deliberately creates barriers for residents of the 'LDNR' to visit Ukraine,meter-false,EUvsDisinfo
8429,Kyiv did nothing to implement Minsk agreements,Kyiv did nothing to implement Minsk agreements,meter-false,EUvsDisinfo
8430,Kyiv disregards the lives of its soldiers and civilians,Kyiv disregards the lives of its soldiers civilians. Kyiv disregards the lives of soldiers civilians. ,meter-false,EUvsDisinfo
8431,Kyiv does not issue orders to the army to fulfil the Minsk agreements,Kyiv does not issue orders to the army to fulfil the Minsk agreements,meter-false,EUvsDisinfo
8432,Kyiv doesn't recognise the Luhansk and Donetsk People's Republics as Ukrainian territory,Kyiv does n't recognise the Luhansk as Ukrainian territory. Kyiv does n't recognise the Donetsk People 's as Ukrainian territory. Kyiv does n't recognise the Republics as Ukrainian territory. ,meter-false,EUvsDisinfo
8433,Kyiv fails to implement Minsk agreements,Kyiv fails to implement Minsk agreements,meter-false,EUvsDisinfo
8434,Kyiv forces are about to launch a chemical attack against Russian soldiers,Kyiv forces are about to launch a chemical attack against Russian soldiers,meter-false,EUvsDisinfo
8435,Kyiv government cut itself off international law turning into a terrorist regime,Kyiv government cut itself off international law turning into a terrorist regime,meter-false,EUvsDisinfo
8436,Kyiv has developed a plan for a genocide of the population of Donbas,Kyiv has developed a plan for a genocide of the population of Donbas,meter-false,EUvsDisinfo
8437,Kyiv has no intention of exchanging prisoners with Kremlin,Kyiv has no intention of exchanging prisoners with Kremlin,meter-false,EUvsDisinfo
8438,Kyiv has not implemented the conditions of “Minsk-2” for five years,Kyiv has not implemented the conditions of “Minsk-2” for five years,meter-false,EUvsDisinfo
8439,Kyiv has not yet established the names of those killed in Bucha and...,Kyiv has not yet established the names of those killed in Bucha ... ,meter-false,stopfake
8440,Kyiv has sent living biological weapons to Donbas,Kyiv has sent living biological weapons to Donbas,meter-false,EUvsDisinfo
8441,Kyiv heightens tension in Donbas,Kyiv heightens tension in Donbas,meter-false,EUvsDisinfo
8442,"Kyiv is against the return of its soldiers from ""LDNR""","Kyiv is against the return of its soldiers from ""LDNR""",meter-false,EUvsDisinfo
8443,Kyiv is attempting to block the Normandy Four Summit,Kyiv is attempting to block the Normandy Four Summit,meter-false,EUvsDisinfo
8444,Kyiv is breaking Minsk and Normandy agreements,Kyiv is breaking Minsk agreements. Kyiv is breaking Normandy agreements. ,meter-false,EUvsDisinfo
8445,"Kyiv is governed by junta, Oleksandr Turchynov organized a state...","Kyiv is governed by junta, Oleksandr Turchynov organized a state...",meter-false,EUvsDisinfo
8446,Kyiv is hysterical and has practically declared war on Moscow with Washington's encouragement,Kyiv is hysterical. Kyiv has practically declared war on Moscow with Washington 's encouragement. ,meter-false,EUvsDisinfo
8447,Kyiv is imposing a siege on Donbas,Kyiv is imposing a siege on Donbas,meter-false,EUvsDisinfo
8448,"Kyiv is moving from a civil war to a terrorist war, Crimea was used by ISIS members as a hub","Kyiv is moving from a civil war to a terrorist war, Crimea was used by ISIS members as a hub",meter-false,EUvsDisinfo
8449,"Kyiv is not complying with the Minsk agreements, but trying to sabotage them",Kyiv is not complying with the Minsk agreements. Kyiv is not trying to sabotage them. ,meter-false,EUvsDisinfo
8450,Kyiv is not fulfilling its commitments under the Minsk agreements,Kyiv is not fulfilling its commitments under the Minsk agreements,meter-false,EUvsDisinfo
8451,Kyiv is not going to fulfil the Minsk Agreements,Kyiv is not going to fulfil the Minsk Agreements,meter-false,EUvsDisinfo
8452,Kyiv is persistently sabotaging the Minks agreements,Kyiv is persistently sabotaging the Minks agreements,meter-false,EUvsDisinfo
8453,Kyiv is planning a false flag explosion in Kramatorsk to blame Russia,Kyiv is planning a false flag explosion in Kramatorsk to blame Russia,meter-false,EUvsDisinfo
8454,Kyiv is planning to launch an offensive on Donbas,Kyiv is planning to launch an offensive on Donbas,meter-false,EUvsDisinfo
8455,"Kyiv is preparing a ""Karabakh scenario"" for Donbas","Kyiv is preparing a ""Karabakh scenario"" for Donbas",meter-false,EUvsDisinfo
8456,Kyiv is preparing a military solution for the conflict in Donbas,Kyiv is preparing a military solution for the conflict in Donbas,meter-false,EUvsDisinfo
8457,Kyiv is refusing to implement the Minsk agreements,Kyiv is refusing to implement the Minsk agreements,meter-false,EUvsDisinfo
8458,Kyiv is sabotaging the peace settlement in Donbas,Kyiv is sabotaging the peace settlement in Donbas,meter-false,EUvsDisinfo
8459,Kyiv is sabotaging the work of the Minsk Trilateral Group,Kyiv is sabotaging the work of the Minsk Trilateral Group,meter-false,EUvsDisinfo
8460,Kyiv junta started the escalation in Avdiivka,Kyiv junta started the escalation in Avdiivka,meter-false,EUvsDisinfo
8461,Kyiv junta will demolish Donbas to the applause of the West,Kyiv junta will demolish Donbas to the applause of the West,meter-false,EUvsDisinfo
8462,Kyiv massively recruits ethnic Hungarians to the army and exterminates the Hungarian language,Kyiv massively recruits ethnic Hungarians to the army. Kyiv exterminates the Hungarian language. ,meter-false,EUvsDisinfo
8463,"Kyiv might launch a military ""adventure"" in Donbas, exploiting the situation in Nagorno-Karabakh","Kyiv might launch a military ""adventure"" in Donbas, exploiting the situation in Nagorno-Karabakh",meter-false,EUvsDisinfo
8464,Kyiv modernises WWII mines to use against Russia,Kyiv modernises WWII mines to use against Russia,meter-false,EUvsDisinfo
8465,"Kyiv no longer ""trusts Western partners""","Kyiv no longer ""trusts Western partners""",meter-false,stopfake
8466,Kyiv occupants are robbing residents of citizens of the Donetsk region,Kyiv occupants are robbing residents of citizens of the Donetsk region,meter-false,EUvsDisinfo
8467,Kyiv oppresses Russian culture at West’s command,Kyiv oppresses Russian culture at West’s command,meter-false,EUvsDisinfo
8468,Kyiv organised a criminal elimination of the civilian population in...,Kyiv organised a criminal elimination of the civilian population in...,meter-false,EUvsDisinfo
8469,Kyiv passed from rejecting nuclear weapons to preparing a dirty bomb,Kyiv passed from rejecting nuclear weapons to preparing a dirty bomb,meter-false,EUvsDisinfo
8470,Kyiv persecutes Ukrainian Orthodox Church,Kyiv persecutes Ukrainian Orthodox Church,meter-false,EUvsDisinfo
8471,Kyiv planned to launch a special operation in the spring to attack Donbas,Kyiv planned to launch a special operation in the spring to attack Donbas,meter-false,EUvsDisinfo
8472,Kyiv planning provocation during World Cup,Kyiv planning provocation during World Cup,meter-false,EUvsDisinfo
8473,"Kyiv plans to carry out another provocation in the Donbas before the ""Normandy four summit""","Kyiv plans to carry out another provocation in the Donbas before the ""Normandy four summit""",meter-false,EUvsDisinfo
8474,Kyiv prepared a provocation accusing the Russian army of targeting civilians in Bucha,Kyiv prepared a provocation accusing the Russian army of targeting civilians in Bucha,meter-false,EUvsDisinfo
8475,"Kyiv pursues its criminal plan to ""slaughter every single Ukrainian""","Kyiv pursues its criminal plan to ""slaughter every single Ukrainian""",meter-false,EUvsDisinfo
8476,Kyiv ready to launch offensive in Donbas with Biden’s approval,Kyiv ready to launch offensive in Donbas with Biden’s approval,meter-false,EUvsDisinfo
8477,Kyiv refuses to clear up its mines in Donbas,Kyiv refuses to clear up its mines in Donbas,meter-false,EUvsDisinfo
8478,Kyiv refuses to implement the Minsk agreements and the Normandy agreements,Kyiv refuses to implement the Minsk agreements. Kyiv refuses to implement the Normandy agreements. ,meter-false,EUvsDisinfo
8479,Kyiv regime came to power as a result of illegal coup organised by the West,Kyiv regime came to power as a result of illegal coup organised by the West,meter-false,EUvsDisinfo
8480,Kyiv regime is an American puppet doomed to stay under the US control,Kyiv regime is an American puppet doomed to stay under the US control,meter-false,EUvsDisinfo
8481,Kyiv regime stores Western-supplied ammo in nuclear plants,Kyiv regime stores Western-supplied ammo in nuclear plants,meter-false,EUvsDisinfo
8482,Kyiv rejected China's peace initiatives under direct influence of the US and the EU,Kyiv rejected China 's peace initiatives under direct influence of the US. Kyiv rejected China 's peace initiatives under direct influence of the EU. ,meter-false,EUvsDisinfo
8483,Kyiv sends children to war – video,Kyiv sends children to war – video,meter-false,stopfake
8484,Kyiv shelled its own soldiers using US-supplied HIMARS rockets,Kyiv shelled its own soldiers using US-supplied HIMARS rockets,meter-false,EUvsDisinfo
8485,Kyiv still does not respect the Minsk Agreements,Kyiv still does not respect the Minsk Agreements,meter-false,EUvsDisinfo
8486,Kyiv tested “dangerous drugs” on residents of Rubizhne,Kyiv tested “dangerous drugs” on residents of Rubizhne,meter-false,stopfake
8487,Kyiv to transport weapons to Azerbaijan,Kyiv to transport weapons to Azerbaijan,meter-false,EUvsDisinfo
8488,Kyiv took a military decision to hurt relations with Russia,Kyiv took a military decision to hurt relations with Russia,meter-false,EUvsDisinfo
8489,Kyiv unleashed the war in Donbas,Kyiv unleashed the war in Donbas,meter-false,EUvsDisinfo
8490,Kyiv wants sanctions against Russia instead of ending the war in the Donbas,Kyiv wants sanctions against Russia instead of ending the war in the Donbas,meter-false,EUvsDisinfo
8491,Kyiv will detonate a “dirty bomb” to accuse Russia,Kyiv will detonate a “dirty bomb” to accuse Russia,meter-false,EUvsDisinfo
8492,Kyiv will soon try to take back the Donbass,Kyiv will soon try to take back the Donbass,meter-false,EUvsDisinfo
8493,Kyiv will take property from residents of Donbas,Kyiv will take property from residents of Donbas,meter-false,EUvsDisinfo
8494,Kyiv's Nazi practices will be discussed in the Biden-Putin meeting,Kyiv's Nazi practices will be discussed in the Biden-Putin meeting,meter-false,EUvsDisinfo
8495,Kyiv's Points of Invincibility are a shield to cover rocket launchers,Kyiv's Points of Invincibility are a shield to cover rocket launchers,meter-false,EUvsDisinfo
8496,Kyiv's Police arrested armed associates of SBU (Security Service of...,Kyiv's Police arrested armed associates of SBU (Security Service of...,meter-false,EUvsDisinfo
8497,Kyiv's Western protectors are inflaming war in the Donbas,Kyiv's Western protectors are inflaming war in the Donbas,meter-false,EUvsDisinfo
8498,Kyiv's accusations of killings in Bucha are a provocation,Kyiv's accusations of killings in Bucha are a provocation,meter-false,EUvsDisinfo
8499,Kyiv's foreign partners inflame war in Donbas to keep sanctions against Russia,Kyiv's foreign partners inflame war in Donbas to keep sanctions against Russia,meter-false,EUvsDisinfo
8500,Kyiv's leaders do not hide their desire to move from a Russophobic policy to genocide,Kyiv's leaders do not hide their desire to move from a Russophobic policy to genocide,meter-false,EUvsDisinfo
8501,"Kyiv, after the coup, became hostile and keeps on evading talks and agreements","Kyiv, after the coup, became hostile and keeps on evading talks and agreements",meter-false,EUvsDisinfo
8502,"Kyiv, conducting exhumation, “mocks at the graves” of those killed in the Liman",,meter-false,stopfake
8503,"Kyiv, the US and Europe prepare a media provocation to turn the world against Russia",Kyiv prepare a media provocation to turn the world against Russia. The US prepare a media provocation to turn the world against Russia. Europe prepare a media provocation to turn the world against Russia. ,meter-false,EUvsDisinfo
8504,Kyiv: NATO troops must enter Ukraine and hit Moscow,Kyiv : NATO troops must enter Ukraine. Kyiv : NATO troops hit Moscow. ,meter-false,EUvsDisinfo
8505,Kyiv’s authorities are the main obstacle to the implementation of the Minsk agreements,Kyiv’s authorities are the main obstacle to the implementation of the Minsk agreements,meter-false,EUvsDisinfo
8506,Kyiv’s non-adherence to Minsk deals worsens situation in Donbas,Kyiv’s non-adherence to Minsk deals worsens situation in Donbas,meter-false,EUvsDisinfo
8507,Kyiv’s words that Moscow is unwilling to hold talks are a big lie,Kyiv’s words that Moscow is unwilling to hold talks are a big lie,meter-false,EUvsDisinfo
8508,Kyrgyzstan Denies it Restricts Press While Imprisoning Journalists,Kyrgyzstan Denies it Restricts Press While Imprisoning Journalists,meter-false,polygraph
8509,LNR and DNR declared their independence after the coup d'etat in Kyiv,LNR declared their independence after the coup d'etat in Kyiv. DNR declared their independence after the coup d'etat in Kyiv. ,meter-false,EUvsDisinfo
8510,Large-scale accident at one of the main nuclear power plants in Ukraine,Large-scale accident at one of the main nuclear power plants in Ukraine,meter-false,stopfake
8511,Latest Kremlin Fantasy: 'Very Many Ukrainians Want Russian Citizenship',Latest Kremlin Fantasy: 'Very Many Ukrainians Want Russian Citizenship',meter-false,polygraph
8512,Latest Russian Ukraine Disinfo - Phony ‘Biolab’ Claims,Latest Russian Ukraine Disinfo - Phony ‘Biolab’ Claims,meter-false,polygraph
8513,Latvia Provides Pension Supplement to Former Pioneers,Latvia Provides Pension Supplement to Former Pioneers,meter-false,stopfake
8514,"Latvian Singer Targeted for Complying with Sanctions Against Russia, Threatened with 'Crimea Dossier'","Latvian Singer Targeted for Complying with Sanctions Against Russia, Threatened with 'Crimea Dossier'",meter-false,polygraph
8515,Latvian cars donated to Kyiv are on sale,Latvian cars donated to Kyiv are on sale,meter-false,stopfake
8516,Lavrov Alleges Ties Between Bellingcat and Intelligence Services,Lavrov Alleges Ties Between Bellingcat. Lavrov Alleges Ties Between Intelligence Services. ,meter-false,polygraph
8517,Lavrov Exaggerates Accidental Missile Launch,Lavrov Exaggerates Accidental Missile Launch,meter-false,polygraph
8518,Lavrov Ignores Vital Support USSR Provided to the Third Reich After the Signing of the Molotov-Ribbentrop Pact,Lavrov Ignores Vital Support USSR Provided to the Third Reich After the Signing of the Molotov-Ribbentrop Pact,meter-false,polygraph
8519,"Lavrov Makes False, Incendiary Comments on Nuclear Threat","Lavrov Makes False, Incendiary Comments on Nuclear Threat",meter-false,polygraph
8520,Lavrov Sounds False Alarm Over ‘Staged’ Syria Strikes,Lavrov Sounds False Alarm Over ‘Staged’ Syria Strikes,meter-false,polygraph
8521,"Lavrov Urges Western Leaders to Observe International Law, Ignoring Russia’s Record","Lavrov Urges Western Leaders to Observe International Law, Ignoring Russia’s Record",meter-false,polygraph
8522,Lavrov's Hollow Denials of Russian Meddling in ‘Internal Affairs’,Lavrov's Hollow Denials of Russian Meddling in ‘Internal Affairs’,meter-false,polygraph
8523,Lavrov: 'Some Countries' Forget Pre-War Roles -- He Avoids Russia's Amnesia,Lavrov: 'Some Countries' Forget Pre-War Roles -- He Avoids Russia's Amnesia,meter-false,polygraph
8524,Lavrov: West is Blocking Chemical Weapons Inspections in Syria -- Not True,Lavrov: West is Blocking Chemical Weapons Inspections in Syria -- Not True,meter-false,polygraph
8525,Lavrov: ‘Kremlin List‘ Could Have Been Done in Half an Hour,Lavrov: ‘Kremlin List‘ Could Have Been Done in Half an Hour,meter-false,polygraph
8526,Lavrov’s Weird Claim: Western Schools Teach ‘Jesus Was Bisexual.’,Lavrov’s Weird Claim: Western Schools Teach ‘Jesus Was Bisexual.’,meter-false,polygraph
8527,Leaders Killed for Denial of COVID-19 Danger,Leaders Killed for Denial of COVID-19 Danger,meter-false,stopfake
8528,Leaked Xinjiang Files Are Not Just ‘Lies and Rumors’,Leaked Xinjiang Files Are Not Just ` Lies. Leaked Xinjiang Files Are Not Just Rumors '. ,meter-false,polygraph
8529,Leaked documents prove the US was planning a war and energy crisis in Europe,Leaked documents prove the US was planning a war energy crisis in Europe. Leaked documents prove the US was planning war energy crisis in Europe. ,meter-false,EUvsDisinfo
8530,"Lemon is 10,000 times more effective at treating cancer than traditional chemotherapy","Lemon is 10,000 times more effective at treating cancer than traditional chemotherapy",meter-false,stopfake
8531,Lenin stands on a mausoleum in an American film about the Russian Revolution,Lenin stands on a mausoleum in an American film about the Russian Revolution,meter-false,stopfake
8532,Leonid Kuchma attended the secret inauguration of Alexander Lukashenko,Leonid Kuchma attended the secret inauguration of Alexander Lukashenko,meter-false,stopfake
8533,Less than a third of UN member states supported a resolution condemning Russia's aggression against Ukraine,Less than a third of UN member states supported a resolution condemning Russia's aggression against Ukraine,meter-false,stopfake
8534,Life under Ukrainian control in Kherson has worsened,Life under Ukrainian control in Kherson has worsened,meter-false,EUvsDisinfo
8535,Limited military operation liberates LPR from the Ukrainian Nazi rule,Limited military operation liberates LPR from the Ukrainian Nazi rule,meter-false,EUvsDisinfo
8536,Lina Kostenko Dedicates Poems to Metropolitan Onufry of the UOC-MP,Lina Kostenko Dedicates Poems to Metropolitan Onufry of the UOC-MP,meter-false,stopfake
8537,"Link Found Between Pharmaceutical Companies Glaxo, Pfizer, Wuhan Lab, and Gates",Link Found Between Pharmaceutical Companies Glaxo  Pfizer  Wuhan Lab. Link Found Between Gates. ,meter-false,stopfake
8538,Lists of “volunteers” are being formed in Zaporozhye to “protect” from the Armed Forces of Ukraine,Lists of “volunteers” are being formed in Zaporozhye to “protect” from the Armed Forces of Ukraine,meter-false,stopfake
8539,Lithuania does not recognize diplomas issued in the USSR,Lithuania does not recognize diplomas issued in the USSR,meter-false,stopfake
8540,Lithuania exposed itself to Russian nuclear strike,Lithuania exposed itself to Russian nuclear strike,meter-false,EUvsDisinfo
8541,Lithuania is a country with a limited sovereignty,Lithuania is a country with a limited sovereignty,meter-false,EUvsDisinfo
8542,Lithuania is guilty of the bad relations with Russia,Lithuania is guilty of the bad relations with Russia,meter-false,EUvsDisinfo
8543,"Lithuania, EU robbing Ukraine and Third World countries",Lithuania  EU robbing Ukraine countries. Lithuania  EU robbing Third World countries. ,meter-false,EUvsDisinfo
8544,Lithuania’s blockade of the Kaliningrad region is aimed at diverting Russia's attention from a special operation in Ukraine,Lithuania’s blockade of the Kaliningrad region is aimed at diverting Russia's attention from a special operation in Ukraine,meter-false,EUvsDisinfo
8545,Local Authorities of Kherson Surrendered the City to the Russian Army,Local Authorities of Kherson Surrendered the City to the Russian Army,meter-false,stopfake
8546,Lockdown again introduced in Ukraine,Lockdown again introduced in Ukraine,meter-false,stopfake
8547,Lockdown in Ukraine canceled ahead of schedule,Lockdown in Ukraine canceled ahead of schedule,meter-false,stopfake
8548,Lockdown in Ukraine extended until spring,Lockdown in Ukraine extended until spring,meter-false,stopfake
8549,Lockdown is urgently introduced in Ukraine,Lockdown is urgently introduced in Ukraine,meter-false,stopfake
8550,"Locking Arms with Russians, Mali Denies Ethnic Massacre","Locking Arms with Russians, Mali Denies Ethnic Massacre",meter-false,polygraph
8551,London is helping Kyiv turn the country into a nuclear wasteland,London is helping Kyiv turn the country into a nuclear wasteland,meter-false,EUvsDisinfo
8552,London’s talk about a nuke war deflects attention from crown crisis,London’s talk about a nuke war deflects attention from crown crisis,meter-false,EUvsDisinfo
8553,"Loss of taste and smell with COVID-19 is not associated with the disease itself, but with ...","Loss of taste and smell with COVID-19 is not associated with the disease itself, but with ...",meter-false,stopfake
8554,Lost ship surfaced in the Bermuda Triangle,,meter-false,stopfake
8555,Low-income Ukrainians and pensioners will be cut off from gas in 2021,Low-income Ukrainians will be cut off from gas in 2021. Pensioners will be cut off from gas in 2021. ,meter-false,stopfake
8556,Lubricating the nose with a soapy solution of laundry soap will protect against coronavirus,Lubricating the nose with a soapy solution of laundry soap will protect against coronavirus,meter-false,stopfake
8557,"Lukashenko Falsely Blames Belarus’ Woes on Poland, Fantasizes a NATO Invasion","Lukashenko Falsely Blames Belarus’ Woes on Poland, Fantasizes a NATO Invasion",meter-false,polygraph
8558,Lukashenko Falsely Claims West Planned Belarus ‘Blitzkrieg’ To Topple Him,Lukashenko Falsely Claims West Planned Belarus ‘Blitzkrieg’ To Topple Him,meter-false,polygraph
8559,Lukashenko Levels Fake Claim That F-16 Attacks Were Next,Lukashenko Levels Fake Claim That F-16 Attacks Were Next,meter-false,polygraph
8560,Lukashenko and Dubious Claims That Poland Is Massing Tanks at Border,Lukashenko That Poland Is Massing Tanks at Border. Dubious Claims That Poland Is Massing Tanks at Border. ,meter-false,polygraph
8561,"Lukashenko is Not ‘Heating Europe’, Just a Migrant Crisis","Lukashenko is Not ‘Heating Europe’, Just a Migrant Crisis",meter-false,polygraph
8562,Lviv Bans Going to Grocery Stores Without a COVID-Certificate,Lviv Bans Going to Grocery Stores Without a COVID-Certificate,meter-false,stopfake
8563,Lviv Mayor urged city residents to stock up on firewood for the winter,Lviv Mayor urged city residents to stock up on firewood for the winter,meter-false,stopfake
8564,Lviv laboratory offers to make a “DNA test to identify Russian genes”,Lviv laboratory offers to make a “DNA test to identify Russian genes”,meter-false,stopfake
8565,Lviv region “will be annexed to Poland by referendum”,Lviv region “will be annexed to Poland by referendum”,meter-false,stopfake
8566,MH-17 was shot down by a Ukrainian Buk,MH-17 was shot down by a Ukrainian Buk,meter-false,EUvsDisinfo
8567,MH-17 was shot down from a territory controlled by Ukraine,MH-17 was shot down from a territory controlled by Ukraine,meter-false,EUvsDisinfo
8568,MH-17 wasn't hit by a BUK missile,MH-17 wasn't hit by a BUK missile,meter-false,EUvsDisinfo
8569,"MH17 Case 'Politicized', Investigators Won’t Release Any Proof – Analyst","MH17 Case 'Politicized', Investigators Won’t Release Any Proof – Analyst",meter-false,EUvsDisinfo
8570,MH17 Downing Responsibility of Air Controller,MH17 Downing Responsibility of Air Controller,meter-false,EUvsDisinfo
8571,MH17 Probe: Everything Points to the Ukrainian Side,MH17 Probe: Everything Points to the Ukrainian Side,meter-false,EUvsDisinfo
8572,MH17 allegations against Russia based on rumors,MH17 allegations against Russia based on rumors,meter-false,EUvsDisinfo
8573,MH17 court admitted the eastern Ukraine conflict is internal,MH17 court admitted the eastern Ukraine conflict is internal,meter-false,EUvsDisinfo
8574,MH17 court decision is absurd: Ukraine shot down the plane on purpose,MH17 court decision is absurd: Ukraine shot down the plane on purpose,meter-false,EUvsDisinfo
8575,MH17 probe biased,MH17 probe biased,meter-false,EUvsDisinfo
8576,MH17 tribunal aimed at the previously established guilt of Russian officials,MH17 tribunal aimed at the previously established guilt of Russian officials,meter-false,EUvsDisinfo
8577,MH17 was shot down by Ukraine with a ‘Buk’ missile from the village of Zaroshchenskoye (Donbas),MH17 was shot down by Ukraine with a ‘Buk’ missile from the village of Zaroshchenskoye (Donbas),meter-false,EUvsDisinfo
8578,MH17 was shot down from territory under the control of the Ukrainian army,MH17 was shot down from territory under the control of the Ukrainian army,meter-false,EUvsDisinfo
8579,"MH17 wasn't hit by a BUK missile, the Netherlands politicised the case","MH17 wasn't hit by a BUK missile, the Netherlands politicised the case",meter-false,EUvsDisinfo
8580,MH17: JIT falsified evidence confirming that Ukrainian BUK is behind MH17 crash,MH17: JIT falsified evidence confirming that Ukrainian BUK is behind MH17 crash,meter-false,EUvsDisinfo
8581,MH17: JIT used fake video to show the missile had come from Russia,MH17: JIT used fake video to show the missile had come from Russia,meter-false,EUvsDisinfo
8582,MH17: Suspects' names randomly taken from social media,MH17: Suspects' names randomly taken from social media,meter-false,EUvsDisinfo
8583,Macron admitted to the West's attempts to change the leadership of Russia,Macron admitted to the West's attempts to change the leadership of Russia,meter-false,stopfake
8584,Macron: Ukraine must give water to Crimea and start talks with separatist leaders,Macron : Ukraine must give water to Crimea. Macron : Ukraine must start talks with separatist leaders. ,meter-false,EUvsDisinfo
8585,Madagascar’s President Promised a Miracle Coronavirus Cure. It Didn’t Work.,Madagascar’s President Promised a Miracle Coronavirus Cure. It Didn’t Work.,meter-false,polygraph
8586,Made by Moderna? China Spreads Yet Another Debunked COVID-19 Conspiracy Theory,Made by Moderna? China Spreads Yet Another Debunked COVID-19 Conspiracy Theory,meter-false,polygraph
8587,Maduro Again Downplays the Depths of Venezuela’s Coronavirus Crisis,Maduro Again Downplays the Depths of Venezuela’s Coronavirus Crisis,meter-false,polygraph
8588,Maduro Attacks 'Hate’ Campaign Against His COVID-19 ‘Miracle Drops.’ Experts Just Want Proof.,Maduro Attacks 'Hate’ Campaign Against His COVID-19 ‘Miracle Drops.’ Experts Just Want Proof.,meter-false,polygraph
8589,"Maduro Calls COVID-19 Deal with Opposition a Lie, but it’s Already Under Way.",Maduro Calls COVID-19 Deal with Opposition a Lie  it ' s Already Under Way . ,meter-false,polygraph
8590,Maduro Claims Without Evidence That Trump Ordered Him Killed,Maduro Claims Without Evidence That Trump Ordered Him Killed,meter-false,polygraph
8591,Maduro Downplays Venezuela’s Coronavirus Disaster,Maduro Downplays Venezuela’s Coronavirus Disaster,meter-false,polygraph
8592,Maduro High Fives Lukashenko For a Rigged Election Just Like His,Maduro High Fives Lukashenko For a Rigged Election Just Like His,meter-false,polygraph
8593,Maduro Misleads with Video on Venezuela’s Pandemic Response,Maduro Misleads with Video on Venezuela’s Pandemic Response,meter-false,polygraph
8594,"Maduro's Boasts of Coronavirus Success, Ignores Cratering Health System","Maduro's Boasts of Coronavirus Success, Ignores Cratering Health System",meter-false,polygraph
8595,Maduro’s Dissembling Attack on Leopoldo Lopez,Maduro’s Dissembling Attack on Leopoldo Lopez,meter-false,polygraph
8596,Maduro’s Dissembling Attack on Leopoldo Lopez,Maduro’s Dissembling Attack on Leopoldo Lopez,meter-false,polygraph
8597,Maduro’s Fairy Tale Narrative on the Exodus from Venezuela,Maduro’s Fairy Tale Narrative on the Exodus from Venezuela,meter-false,polygraph
8598,Magnet is attracted to the injection site of the COVID-19 vaccine,Magnet is attracted to the injection site of the COVID-19 vaccine,meter-false,stopfake
8599,Magneto protein in COVID-19 vaccines can control human behavior,Magneto protein in COVID-19 vaccines can control human behavior,meter-false,stopfake
8600,Maia Sandu has advised Zelenskyy to start a military campaign against Donbas,Maia Sandu has advised Zelenskyy to start a military campaign against Donbas,meter-false,EUvsDisinfo
8601,Maidan was organised by Georgian fighters and resulted in attacks by Ukraine on Russia,Maidan was organised by Georgian fighters. Maidan resulted in attacks by Ukraine on Russia. ,meter-false,EUvsDisinfo
8602,Mainstream Polish parties compete in their aggressive position on Russia and Belarus,Mainstream Polish parties compete in their aggressive position on Russia. Mainstream Polish parties compete in their aggressive position on Belarus. ,meter-false,EUvsDisinfo
8603,Maintenance and treatment of Zelensky costs Ukraine 2.7 million hryvnia per day,Maintenance treatment of Zelensky costs Ukraine 2.7 million hryvnia per day ,meter-false,stopfake
8604,Majority of Mariupol Residents Support Russia – Azov’s Secret Document Confirms,Majority of Mariupol Residents Support Russia – Azov’s Secret Document Confirms,meter-false,stopfake
8605,Majority of Ukrainians Consider Donbas Conflict a Civil War,Majority of Ukrainians Consider Donbas Conflict a Civil War,meter-false,EUvsDisinfo
8606,Majority of Voters in Zaporizhia Oblast voted in “referendums” on joining Russia,Majority of Voters in Zaporizhia Oblast voted in “referendums” on joining Russia,meter-false,stopfake
8607,Malaysia was excluded from the MH17 investigation,Malaysia was excluded from the MH17 investigation,meter-false,EUvsDisinfo
8608,Malaysian Twitizens Invent War With Israel,Malaysian Twitizens Invent War With Israel,meter-false,polygraph
8609,"Mammography is 'dangerous', 'carcinogenic' and 'harmful' to women",Mammography is ` dangerous ' to women. Mammography is ` carcinogenic ' to women. Mammography is ` harmful ' to women. ,meter-false,stopfake
