,claim,truth_value,year_of_publish,month_of_publish,day_of_publish
5393,"Says video shows Kyle Rittenhouse, the 17-year-old charged with killing two protesters in Kenosha, ""was trying to get away from them"" ... ""fell, and then they violently attacked him.""",meter-false,2020,August,31
5394,"Says a photo shows accused shooter Kyle Rittenhouse’s mother, armed with a long gun, in Kenosha, Wisconsin, on the night two protesters were killed and one injured.",meter-false,2020,August,28
5395,"Says Jacob Blake, shot by police in Kenosha, had a warrant for sexual assault and prior convictions for gun use",meter-mostly-true,2020,August,24
5396,These photos show Jacob Blake posing with a gun.,meter-false,2020,August,25
5397,Democrats and Joe Biden “want to abolish the suburbs altogether by ending single-family home zoning.”,meter-false,2020,August,24
5398,Says a video shared to his social media shows vehicles with broken windows in a parking garage used by state agencies in Texas on “the same night the City of Austin voted to cut $150 million” from the police department.”,meter-false,2020,August,13
5399,“Kamala Harris is the prosecutor who refused to charge the police in the murder of Oscar Grant!”,meter-false,2020,August,13
5400,President Donald Trump “put a hold on ALL EVICTIONS through December.”,meter-false,2020,August,8
5401,Says actor Kurt Russell said this about the police.,meter-false,2020,July,15
5402,The United Nations’ “new world order” agenda will create one world government with one world military and the end of national sovereignty.,meter-false,2020,May,9
5403,“Murders this year have spiked 27% in Philadelphia.”,meter-true,2020,July,22
5404,"Says a leader of the Blackfeet Nation tribe designed the current Washington Redskins logo and once said it “made us all proud to have an Indian on a big-time team.""",meter-mostly-true,2020,July,3
5405,"“While voters were distracted, (Gov. J.B.) Pritzker gave huge pay raises to his politician buddies.”",meter-false,2020,June,23
5406,"Lawyer-couple who pointed guns at protesters are Black Lives Matter backers, Democrats and represent a police brutality victim.",meter-mostly-true,2020,June,29
5407,Say Kurt Russell and Goldie Hawn support Trump by wearing t-shirt,meter-false,2016,July,27
5408,Says America’s most violent cities are that way because of their Democratic politics,meter-mostly-false,2020,June,16
5409,"Says Alexandria Ocasio-Cortez tweeted, “It’s vital that Governors maintain restrictions on businesses until after the November Elections because economic recovery will help Trump be re-elected. A few business closures or job losses is a small price to pay to be free from his presidency. #KeepUsClosed.”",meter-false,2020,June,23
5410,“CNN lightened the photo of the man who drove into the protester last night in Seattle.”,meter-false,2020,June,14
5411,"Says photo of beaten woman is Aracely Henriquez, a pregnant woman who George Floyd assaulted during an armed robbery.",meter-false,2020,June,14
5412,“Getting access to a gun in America is easier than adopting a dog or registering to vote.”,meter-mostly-true,2019,December,13
5413,"The government is closing businesses to stop the spread of coronavirus even though ""the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ...”",meter-false,2020,March,16
5414,Says Joe Biden stuck a gun in an elderly woman’s mouth at a Wisconsin rally,meter-false,2020,March,23
5415,Says Gov. Tony Evers is “pushing firearm confiscation orders”,meter-false,2020,March,24
5416,“I certainly supported Barack Obama and Joe Biden. ... I was there both times for them.”,meter-mostly-true,2020,February,26
5417,"“Fact: Mike Bloomberg spent $12 million to re-elect a Senate Republican (Toomey) in 2016. Toomey beat the Dem (McGinty) by 1.5 points. If McGinty had won, Ds would have controlled the Senate after Doug Jones won and could have blocked Kavanaugh from the Supreme Court.”",meter-mostly-true,2020,February,19
5418,"Says Maxine Waters tweeted, “Every single gun owner I have talked to has told me, ‘As soon as I walked out of that gun store, I felt a killer growing inside of me.’ When will we acknowledge there is no such thing as a responsible gun owner?”",meter-false,2020,February,20
5419,"After pushing through a red flag law in the New Mexico Senate, Gov. Michelle Lujan Grisham “has had the firearms of her guards and household seized.”",meter-false,2020,February,9
5420,“Over 50% of the people now in the House and state Senate have not been born in Virginia.”,meter-true,2020,January,23
5421,"Says Patrick Mahomes said, “I believe George Zimmerman is innocent.”",meter-false,2020,January,14
5422,“There are more guns in this country than there are citizens.”,meter-mostly-true,2020,January,13
5423,"Says Jordan Davis, son of Georgia Congresswoman Lucy McBath, was killed in ""a drug deal gone bad.""",meter-false,2020,January,20
5424,"""And the number one killer of teens in the United States is driving while using cell phones.""",meter-false,2020,January,10
5425,Says Lil Boosie and George Zimmerman got into a fight.,meter-false,2020,January,13
5426,"Lead levels in Milwaukee's water ""are higher than Flint, MI.""",meter-mostly-true,2019,November,20
5427,"""Yesterday Virginia announced the end of youth hunting!""",meter-false,2019,November,8
5428,"Says First Lady Melania Trump posted a photo of herself ""yesterday"" and Facebook took it down.",meter-false,2019,November,3
5429,"On red-flag laws says, ""What (Democrats) wanted to do was say, ‘I think you might do something, so I’m going to take away your gun and make you prove you wouldn’t do it.""",meter-mostly-false,2019,November,10
5430,"""Missouri, in general, has more crime, percentage-wise, than the rest of the country. So, we are seeing overall crime throughout the country is going down but not here in Missouri.""",meter-mostly-true,2019,October,7
5431,"On Sept. 5, 1993, ""Vince Foster went to Fort Marcy Park and shot himself 3 times in the back of the head to avoid testifying against Hillary Clinton.""",meter-false,2018,September,5
5432,"Says Clint Eastwood called Barack Obama an ""incompetent, lying, insincere, narcissistic, double-talking, socialist hypocrite, and fiscally irresponsible moron who spent eight years in the White House trying to … turn our wonderful country into a Muslim loving, socialist sh--hole like the one he came from, and I don’t mean Hawaii!""",meter-false,2019,May,31
5433,"Says Sen. Kamala Harris said Democrats are ""coming for"" Trump supporters if they win the White House in 2020.",meter-false,2019,October,29
5434,"""Over the last two years, the number of murders in America and America’s major cities has dropped, unlike here (Chicago), by more than 10%.""",meter-false,2019,October,28
5435,"""75-100 folks (are) killed a month and over 200 wounded by senseless gun violence.""",meter-mostly-false,2019,August,20
5436,"Says ""90% of policemen are for"" expanding background checks to all gun sales.",meter-mostly-true,2019,September,23
5437,"Universal background checks involve asking people ""to submit the serial numbers to their guns to a state or federal official,"" and that violates the Second Amendment.",meter-mostly-false,2019,September,22
5438,"Says an 11-year-old girl shot and killed two armed ""illegal aliens"" after they broke into her home in Montana.",meter-false,2019,September,20
5439,"""You can have an active warrant for your arrest for murder and legally pass a background check system in the state of Texas"" to purchase a gun.",meter-mostly-true,2019,September,4
5440,"Dan Helmer ""believes in abolishing our private insurance system.""",meter-mostly-false,2019,September,10
5441,"Says people convicted of felonies or under restraining orders ""can buy a firearm without going through a background check.""",meter-true,2019,August,15
5442,"Quotes Ronald Reagan as saying, ""Under no pretext should arms and ammunition be surrendered; any attempts to disarm the people must be stopped, by force if necessary.""",meter-false,2019,August,17
5443,"Thirty-four of the 47 men depicted in the famous ""Declaration of Independence"" painting were slaveholders.",meter-true,2019,September,1
5444,"Quotes George Washington as saying ""when any nation mistrusts its citizens with guns … It no longer trusts its citizens because such a government has evil plans.""",meter-false,2019,August,17
5445,"The push by Assembly Democrats seeking Americans with Disabilities Act accommodations for a lawmaker were timed to make Vos look bad as he became president ""of the nation’s largest bipartisan organization called the National Conference of State Legislatures.""",meter-false,2019,August,15
5446,"Says 194 people were killed in mass shootings in 2018 while undocumented immigrants killed 83,211 people.",meter-false,2019,August,15
5447,"Says ""Dan Bishop doubles down on removing coverage for people with pre-existing conditions. Under his sham ‘association health plans,’ insurance companies don't have to pay for medications for pre-existing conditions.""",meter-mostly-true,2019,August,8
5448,"The ""boyfriend loophole"" means that ""if you commit a serious crime of domestic abuse against your wife, you can't get a gun, but if you do it against your girlfriend, you can.""",meter-mostly-true,2019,August,12
5449,"""On average, 65% of gun deaths in America are from suicides.""",meter-mostly-true,2019,August,13
5450,"Quotes Thomas Jefferson as saying ""When governments fear the people, there is liberty. When the people fear the government, there is tyranny. The strongest reason for the people to retain the right to keep and bear arms is, as a last resort, to protect themselves against tyranny in government.""",meter-false,2019,August,15
5451,"A man arrested by Lubbock, Texas, police for a gun threat said ""his accomplices will be going to different Wal-Mart stores and shooting.""",meter-false,2019,August,13
5452,"Law-abiding gun owners stop crimes ""2.5 million times a year,"" according to the federal Centers for Disease Control.",meter-mostly-false,2019,August,10
5453,"Says a crisis actor played the parts of a shooting victim and the mothers of shooting victims in Las Vegas, Orlando and Thousand Oaks.",meter-false,2019,August,8
5454,A Fox News affiliate reported on a shooting before it happened.,meter-false,2019,August,5
5455,"""The Trump Administration cut funding allocated to the Department of Homeland Security to combat white nationalism.""",meter-mostly-true,2019,August,5
5456,"""Chicago experienced its deadliest weekend of the year...With 7 dead and 52 wounded near a playground.""",meter-mostly-false,2019,August,6
5457,"""Less mass shootings under Trump!""",meter-false,2019,August,4
5458,"""Last year, we prosecuted a record number of firearms offenses.""",meter-mostly-true,2019,August,5
5459,"The El Paso and Dayton shootings were ""false flag"" attacks coordinated by the ""deep state.""",meter-false,2019,August,4
5460,"""SIX of the most prominent activists during the Ferguson riots have all been found burned to death in their cars. There are no coincidences here.""",meter-mostly-false,2019,July,15
5461,"""Nearly every state that has legalized (marijuana) has also legislated that you lose your right to own a gun if you are prescribed, or buy it recreationally.""",meter-false,2019,May,14
5462,"""Every day on average 500 people die from gun violence.""",meter-false,2019,June,5
5463,"Says there were ""rumors floating around"" that Chicago police union officials were ""telling their officers, ‘don’t do anything. Over Memorial Day weekend, don’t intercede. If you see some criminal activity, just lay back, do nothing.’""",meter-false,2019,May,30
5464,"The media was silent that ""the Colorado school shooter is a transsexual, Trump-hating, Christian-hating, leftist freak.""",meter-false,2019,June,9
5465,"""We beat the NRA with tough, tough gun laws"" in Colorado.",meter-true,2019,May,19
5466,"Says a Wisconsin welcome sign includes a message warning ""criminals and terrorists"" that over ""170,000 Wisconsin residents have a legal permit to carry a handgun.""",meter-false,2013,April,16
5467,Says a photo depicts a teacher and student with guns guarding a Delaware high school in 1973 after a shooting threat.,meter-mostly-false,2019,May,22
5468,"""We’ve had a 30% increase in suicides in this country in just 15 years.""",meter-true,2019,May,8
5469,"""When Connecticut did licensing, their shootings dropped, their murders dropped 40%. Suicides dropped 15%.""",meter-mostly-true,2019,May,12
5470,"A New Hampshire congressman was arrested ""when caught by Capitol police defacing the presidential limousine with swastikas.""",meter-false,2019,May,8
5471,"""The City of Chicago is often bailed out by taxpayers in the rest of the State, such as the $221 million bailout for the CPS (Chicago Public Schools) pension system that was signed into law.""",meter-false,2019,February,7
5472,Says the Looney Tunes cartoon character Yosemite Sam was banned from television for being too violent.,meter-false,2019,March,18
5473,"A photograph shows Beto O’Rourke nearly nude with the words ""feminist,"" ""atheist"" and ""slut"" on his body.",meter-false,2019,March,14
5474,"When Congress sought documents from President Barack Obama, the White House ""didn’t do anything. They didn’t give one letter of the request. Many requests were made. They didn’t give a letter.""",meter-false,2019,March,5
5475,Claims to show a photo of Alexandria Ocasio-Cortez with her legs spread.,meter-false,2019,February,15
5476,"""Since the passage of (the Violence Against Women Act), annual rates of domestic violence have dropped by 63 percent.""",meter-mostly-true,2019,February,15
5477,"""One out of every five people that the federal government charges with murder is an illegal alien.""",meter-false,2019,February,7
5478,"""In 2011, for example, the United Kingdom had 146 deaths due to gun violence; Denmark, 71; Portugal, 142; and Japan, 30. But last year, in the United States, almost 40,000.""",meter-mostly-true,2019,February,6
5479,"""In 2018, we endured a school shooting nearly once a week.""",meter-mostly-true,2019,February,5
5480,"""The Dems and their committees are going ‘nuts.’ The Republicans never did this to President Obama.""",meter-mostly-false,2019,February,7
5481,"""Governor Evers, AG Josh Kaul, and Speaker Robin Vos are demanding ‘Red Flag Gun Seizures’ for Wisconsin, which would allow gun seizures with ""no proof, arrest, indictment, conviction or due process at all!""",meter-mostly-false,2019,January,11
5482,"Says Chicago ""had the lowest murder rates in a generation"" during his time as police superintendent.",meter-mostly-false,2019,January,15
5483,"In the lame-duck session, ""no power was taken away from the governor. Power was not taken away from the attorney general.""",meter-false,2018,December,16
5484,"Uses a picture of a mansion to say that Rep. Nancy Pelosi lives surrounded by ""a high perimeter wall with gun toting security.""",meter-false,2018,December,13
5485,"In her defeat of Republican Rep. Karen Handel, Democratic challenger Lucy McBath ""was outspent 5-1.""",meter-false,2018,November,19
5486,Trump supporters are heading to the border as the migrant caravan approaches.,meter-true,2018,November,5
5487,"Says a manufacturing operation in his hometown that made gunstock for Remington rifles ""closed down, we lost those jobs and it's been devastating for my little town.""",meter-mostly-true,2018,October,25
5488,"""Mayor Andrew Gillum says he’s indefinitely suspending his campaign for governor in light of a fatal shooting in Tallahassee at a yoga studio on Friday.""",meter-false,2018,November,3
5489,"Says Claire McCaskill ""voted against including health records in the background check system.""",meter-mostly-false,2018,October,18
5490,"""In our debate, Dan McCready doubled down on his support for Pelosi’s liberal agenda of … impeaching our president.""",meter-false,2018,October,10
5491,"""During the Strickland-Cordray era, taxes were raised by $800 million and Ohio lost 400,000 jobs.""",meter-mostly-false,2018,October,20
5492,"""‘MAGA bomber’ identified as former CNN employee who donated to heavily to Hillary Clinton.""",meter-false,2018,October,25
5493,"""He even supports putting a female inmate in shackles during childbirth.""",meter-true,2018,October,16
5494,"Says New Jersey U.S. Rep. Leonard Lance was ""rated among the most bipartisan in Congress.""",meter-mostly-true,2018,September,27
5495,"""Joe Manchin has a ‘D' rating from the NRA.""",meter-mostly-true,2018,September,7
5496,Says Elissa Slotkin’s plan is to take Medicare away from current senior recipients.,meter-false,2018,September,21
5497,"Says Michigan congressional candidate Elissa Slotkin ""just parachuted into the district to run for Congress"" and ""admitted that she doesn’t know our area.""",meter-mostly-true,2018,September,19
5498,"Says he was sued by the NRA and the gun lobby ""all because in my city we refused to repeal an ordinance which said you couldn’t shoot guns in city parks.""",meter-mostly-true,2018,August,29
5499,"Says Kelli Ward ""called for restraint in fighting terrorism.""",meter-mostly-false,2018,August,11
5500,Says a 79-year-old woman with AK-47 rescued two LAPD officers from a street gang.,meter-false,2018,February,20
5501,"""President Trump proposed the increase to $700 billion to our military budget, which included the 355-ship Navy, which included a military pay increase, a modest one, which included, a yet even more modest housing allowance, but yet (Sen. Tim Kaine) even voted against giving more money to our men and women who are in the military service and against our housing allowance.""",meter-mostly-false,2018,July,21
5502,"""Richard Cordray wants to raise your taxes by reversing President Trump's tax reform.""",meter-mostly-false,2018,July,9
5503,"""If there is a firearm available, it is 17 times more likely to be used either for suicide or for assaulting a friend, relative, an acquaintance than it is to be used in fending off an intruder.""",meter-mostly-true,2018,March,23
5504,"Kurt Russell said that celebrities shouldn't ""get political"" when it comes to Donald Trump.",meter-mostly-false,2018,June,23
5505,"""Breaking: Mike Huckabee just fired!""",meter-false,2018,June,11
5506,Says Whoopi Goldberg wore a shirt that shows Donald Trump firing a gun at himself.,meter-false,2018,May,29
5507,"A recent spending bill had at least ""$1.6 billion in there ... for schools to give them an opportunity to secure them.""",meter-mostly-false,2018,May,23
5508,"Perpetrators of school shootings ""have been drugged in many cases … many of these young boys have been on Ritalin since they were in kindergarten.""",meter-false,2018,May,20
5509,"""Breaking: Santa Fe killer expresses his love for Obama.""",meter-false,2018,May,18
5510,"Says Tammy Baldwin is ""more worried about the mastermind of 9/11"" than supporting CIA director nominee Gina Haspel.",meter-false,2018,May,14
5511,"Says he was ""instrumental to passing two (recent) pieces of legislation that were a huge victory for firefighters across the state.""",meter-mostly-false,2018,April,30
5512,"""Breaking: Michelle Wolf fired -- Comedy Central apologizes to Sarah Sanders.""",meter-false,2018,May,2
5513,"""You (Evan Jenkins) said your philosophy was ‘progressive mainstream’ back in 2003.""",meter-mostly-true,2018,May,1
5514,"""Since 1999, firearm deaths in Ohio have risen 58 percent.""",meter-mostly-true,2018,April,2
5515,"""YouTube witness makes shocking admission on live TV. CNN pulls plug immediately""",meter-false,2018,April,4
5516,"""Paul Ryan has blocked all action to strengthen our gun laws.""",meter-mostly-false,2018,March,13
5517,"""Application for March for Our Lives permit was made months before Parkland shooting""",meter-false,2018,March,30
5518,"""Emma Gonzalez bullied school shooter, isn’t sorry; then retweets message blaming ‘white boys’ entitlement’ as cause of all school shootings""",meter-false,2018,March,28
5519,"""The United States is 3rd in murders throughout the world. If you remove Chicago, Detroit, Washington, St. Louis and New Orleans, the United States is then 189th out of 193 countries in the entire world.""",meter-false,2018,March,20
5520,"""Ohio student suspended for staying in class during National Walkout Day""",meter-mostly-true,2018,March,16
5521,Says David Hogg wasn’t at school during the Parkland school shooting.,meter-false,2018,March,26
5522,"Says Emma Gonzalez, a survivor of the Parkland school shooting, ripped up a copy of the U.S. Constitution",meter-false,2018,March,24
5523,"Says Rebecca Dallet ""has talked about her interest in advocating for policies that need to be changed to achieve her political objectives.""",meter-mostly-true,2018,March,2
5524,"""Research shows that 1 percent of licensed dealers supply a whopping 57 percent of the guns that are recovered in crimes.""",meter-mostly-true,2018,March,14
5525,"""A quarter of our guns are sold outside of the background checks.""",meter-mostly-false,2018,March,7
5526,"""Seattle police begin gun confiscations: no laws broken, no warrant, no charges.""",meter-false,2018,March,7
5527,"Says that during the Supreme Court campaign, Michael Screnock has ""vowed to uphold the platform of the NRA.""",meter-mostly-true,2018,March,2
5528,"Says Richard Cordray directed an Ohio commission to ""permit an armed group to have a rally on the statehouse grounds, even taking the extraordinary step of assuming personal responsibility for waiving an insurance requirement in the event of an incident.""",meter-true,2018,February,27
5529,"""The vast majority of crime that is gun related is committed by people who illegally are possessing that firearm.""",meter-mostly-true,2018,February,27
5530,Says Delta offers a discount to Planned Parenthood.,meter-false,2018,February,27
5531,"""Probably one out of every two households in Oklahoma has a gun.""",meter-mostly-true,2018,February,28
5532,"Says Florida has ""roughly 1,500 resource officers dealing with about 3,800 schools.""",meter-mostly-true,2018,February,26
5533,Says 97 percent of gun owners support universal background checks.,meter-mostly-true,2018,February,22
5534,"""You take Pulse nightclub. If you had one person in that room that could carry a gun and knew how to use it, it wouldn’t have happened, or certainly to the extent that it did.""",meter-false,2018,February,28
5535,"""Seventy to 80 percent of NRA members support a universal background check.""",meter-mostly-true,2018,February,20
5536,"""Here in Florida, despite 14 school shootings in eight years, we still have some of the weakest gun laws in the nation.""",meter-mostly-false,2018,February,20
5537,"""Gov. Rick Scott made it illegal for a doctor to ask a patient if they owned a gun, even a mental health professional. This law was so dangerous that a court had to strike it down.""",meter-mostly-true,2018,February,20
5538,Say David Hogg is a crisis actor.,meter-false,2018,February,21
5539,"Says Gov. Rick Scott ""ended $20 million in funding for mental health care despite Florida already ranking at the bottom.""",meter-mostly-true,2018,February,19
5540,"""There are more guns in this country than there are people.""",meter-mostly-true,2018,February,18
5541,"""3 American women are murdered every day by their husband or boyfriend.""",meter-mostly-true,2018,February,10
5542,"Says Michelle Obama said Florida shooting ""is clearly our president’s fault.""",meter-false,2018,February,15
5543,"""In the rest of the world, there have been 18 school shootings in the last twenty years. In the U.S., there have been 18 school shootings since January 1.""",meter-mostly-false,2018,February,14
5544,"""Incredibly, some Tallahassee politicians want to make Florida a sanctuary state.""",meter-mostly-true,2018,January,29
5545,"""NFL lawyer, who claimed Super Bowl is ‘rigged’, found dead.""",meter-false,2018,February,1
5546,"""New York has the third lowest rate of gun-caused death in America.""",meter-true,2018,January,17
5547,"Says President Barack Obama advocated ""fathers in the home"" as the solution to gun violence.",meter-false,2018,January,15
5548,"Says Evan Jenkins was Sen. Joe Manchin’s ""spokesperson. It’s true!""",meter-mostly-false,2018,January,18
5549,"""Trump: police officers and firefighters make too much money…hits them with tax penalty.""",meter-false,2017,December,26
5550,"""Pier 39 terrorist was an anti-Trump antifa supporter.""",meter-mostly-true,2017,December,23
5551,"""Alabama state police arrest 3 poll workers in Birmingham.""",meter-false,2017,December,15
5552,"Says that ""perpetrators of domestic violence accounted for 54% of mass shootings between 2009 and 2016, according to the advocacy group Everytown for Gun Safety.""",meter-false,2017,November,9
5553,"Says Doug Jones ""is for full-term abortion.""",meter-false,2017,November,17
5554,"""The Democrats filibustered the legislation that would’ve resulted in this shooter being in federal prison instead of murdering those innocents in that Texas church.""",meter-mostly-false,2017,November,6
5555,"""There are no background checks on long guns (AR15s) in Texas.""",meter-mostly-false,2017,November,5
5556,"At a 2015 dedication of an FBI building in Florida, Rep. Frederica Wilson ""stood up there ... and talked about how she was instrumental in getting the funding for that building, and how she took care of her constituents because she got the money, and she just called up President Obama, and on that phone call he gave the money -- the $20 million -- to build the building. And she sat down.""",meter-false,2017,October,19
5557,"""There is a real law in Texas that says it’s illegal to own more than six dildos.""",meter-mostly-true,2017,October,7
5558,"""Background checks have been unequivocally shown to reduce gun violence.""",meter-mostly-true,2017,October,8
5559,"""There have been more than 270 mass shootings in the United States in the last year alone. That’s where four or more are killed.""",meter-false,2017,October,9
5560,"""Jason Aldean gig canceled after he sells out to liberals on ‘SNL’.""",meter-false,2017,October,8
5561,"Says the Dickey Amendment ""prevents the Centers for Disease Control and Prevention from even researching the relationship between gun violence and public health. ... The government can’t study gun violence but is spending $400,000 analyzing the effects of Swedish massages on rabbits.""",meter-mostly-true,2017,October,2
5562,"The Las Vegas shooting was the ""273rd mass shooting"" in the United States so far in 2017.",meter-mostly-true,2017,October,3
5563,"Says ""the Kardashians donate whopping sum to Las Vegas mass shooting victims""",meter-false,2017,October,3
5564,"""San Juan Teamsters didn't show up for work to distribute relief supplies"" because they went on strike.",meter-false,2017,September,30
5565,"90 percent of Americans ""support universal background checks"" for gun purchases.",meter-true,2017,October,2
5566,"""Las Vegas shooting witnesses report multiple gunmen dressed as security guards.""",meter-false,2017,October,3
5567,"""Republicans want to restore #gunrights to felons""",meter-mostly-true,2017,September,12
5568,Says there is proof Democrats hired actors to plan violence in Charlottesville.,meter-false,2017,August,14
5569,"""There are communities under Sharia law right now in our country. Up in Illinois. ... There’s Sharia law, as I understand it, in Illinois, Indiana -- up there. I don't know.""",meter-false,2017,August,14
5570,"""Violent crimes where a firearm is used have remained static since 2013 in both New York State and Erie County""",meter-mostly-false,2017,August,2
5571,"Says the manager of a Checkers in Miami Gardens, Fla., killed 10 employees.",meter-false,2017,June,22
5572,"""The Earth is 6,000 years old, that’s a fact.""",meter-false,2017,May,11
5573,"""The first Congress passed a law mandating that every able-bodied man must own a musket.""",meter-mostly-true,2017,April,28
5574,"""President Trump has passed more legislation in his first 100 days than any president since Harry Truman.""",meter-mostly-true,2017,April,28
5575,"Trump has ""worked with Congress to pass more legislation in his first 100 days than any president since Truman.""",meter-mostly-true,2017,April,25
5576,"""Every day, four North Carolinians die from a medication or drug overdose.""",meter-mostly-true,2017,April,10
5577,"""Experts estimate that 40 percent of gun sales occur in no-questions-asked transactions that often take place at gun shows or on the Internet.""",meter-false,2017,March,16
5578,"""We've repealed regulations for the first time in 20 years using the Congressional Review Act -- three regulations that were going to cost the economy hundreds of millions of dollars and tens of thousands of jobs.""",meter-mostly-true,2017,March,2
5579,"""You can almost pinpoint half of the gun violence deaths to two or three specific sections in the city. They are just areas of devastation, economically and otherwise.""",meter-true,2017,February,15
5580,"""Here in Philadelphia murder has been steady — I mean — just terribly increasing.""",meter-false,2017,January,26
5581,"""Florida is ranked 50th in the nation for mental health care funding.""",meter-mostly-true,2017,January,10
5582,"""Since the Sandy Hook tragedy, more than seven children PER DAY have died from gun violence.""",meter-mostly-true,2016,December,14
5583,"Says Russ Feingold ""formed his own political group to pay himself and his staff millions.""",meter-mostly-true,2016,October,14
5584,"Says of Donald Trump, ""He even said, on his very first day in office, he would require every school in America to let people carry guns into our classrooms.""",meter-true,2016,October,31
5585,"""The FBI has reopened its investigation into Hillary Clinton ... and discovered another 650,000 emails.""",meter-mostly-true,2016,October,31
5586,"""With her solution, terrorists can still today — and by the way ISIS knows it, they have been advertising it — buy guns online and at gun shows in the United States of America.""",meter-mostly-true,2016,October,3
5587,"Says Ted Strickland ""in this campaign bragged about his A-plus rating with the NRA. ... He has said he has a mixed and spotty record on this issue and that he can be criticized for it. Those are his words, not mine. So I don’t know where he is on this issue.""",meter-true,2016,October,20
5588,"""We have 33,000 people a year who die from guns.""",meter-mostly-true,2016,October,19
5589,"""During his 18-year Senate career, (Russ Feingold) supported judges who voted to deny your individual Second Amendment right. … (He) promises to protect those rights, but that's not what his record shows.""",meter-mostly-false,2016,August,9
5590,"""State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.""",meter-false,2016,October,16
5591,"""In about three weeks over a half million Floridians are going to lose their coverage again"" through Obamacare.",meter-mostly-true,2016,October,17
5592,"Says Republican U.S. Rep. Bob Dold ""continues to side with his Republican leadership and the NRA in blocking consideration of a bill that would keep firearms out of the hands of people on the terrorist watch list.""",meter-mostly-true,2016,September,16
5593,"Says Colorado congressional candidate Morgan Carroll ""voted to allow welfare recipients to use your tax dollars at ATMs at strip clubs and pot dispensaries.""",meter-mostly-true,2016,October,11
5594,"""In Chicago, they've had thousands of shootings, thousands since Jan. 1. Thousands of shootings.""",meter-true,2016,September,26
5595,"""The gun epidemic is the leading cause of death of young African-American men, more than the next nine causes put together.""",meter-true,2016,September,26
5596,Says eight Americans died in a knife attack at a Minnesota mall.,meter-false,2016,September,19
5597,"""300,000 Floridians have lost their health insurance"" as a result of Obamacare.",meter-false,2016,September,14
5598,"Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. ""Donald Trump doesn't.""",meter-mostly-true,2016,September,18
5599,"If upstate New York split from downstate ""the economic indicators of upstate New York would be among the lowest in the country.""",meter-mostly-true,2016,August,19
5600,"Under the current procedure, if someone ""on a terror watch list"" tries to buy a gun, authorities are notified.",meter-mostly-true,2016,June,19
5601,"Says Alex Jones ""said that the victims of the Sandy Hook massacre were child actors and no one was actually killed there.""",meter-true,2016,September,1
5602,"Says there are ""concrete examples"" of University of Texas job applicants or prospective applicants and students as well as invited speakers changing their minds because of handguns being allowed in campus buildings and classrooms.",meter-true,2016,August,7
5603,"""Toomey crossed party lines… to stop gun sales to suspects on the terror watch list.""",meter-mostly-false,2016,August,1
5604,"Says that since lawmakers acted, ""we have 130 new businesses across Texas doing helicopter hog hunts.""",meter-false,2016,July,9
5605,"Because of the Trans-Pacific Partnership ""we’ve got a country like Malaysia taking really serious efforts to crack down on human trafficking.""",meter-mostly-true,2016,August,2
5606,"Says Hillary Clinton ""took 13 hours to send help to Americans under fire"" during the terrorist attack in Benghazi.",meter-false,2016,July,12
5607,"""We flood communities with so many guns that it is easier for a teenager to buy a Glock than get his hands on a computer or even a book.""",meter-mostly-false,2016,July,12
5608,"California’s Proposition 63 would ""CRIMINALIZE the sharing of ammunition between friends who may be hunting or shooting together.""",meter-mostly-false,2016,June,16
5609,"The United States is ""the oldest democracy"" in the world.",meter-true,2016,June,26
5610,"""Sanctuary cities such as Philadelphia refuse to cooperate with the federal government in locating suspected terrorists who are in their custody and are in the country illegally.""",meter-mostly-true,2016,June,27
5611,"""40% of Americans know someone who has been killed by a gun.""",meter-mostly-true,2016,June,18
5612,"Says ""while serving in the city council, Rachel Zenzinger voted to use tax dollars to take a taxpayer-funded junket to China.""",meter-false,2016,June,21
5613,"David Jolly ""has used money and power to try to … drill off our beaches.""",meter-mostly-false,2016,June,17
5614,"Says Kelly Ayotte ""stands with the Washington gun lobby. They fund her campaigns.""",meter-mostly-true,2016,May,24
5615,"""Doctors kill about 250,000 people a year in botched surgeries.""",meter-false,2016,June,13
5616,"Says ""Paul Ryan shut off the C-SPAN cameras when the Democrats started their sit-in.""",meter-mostly-false,2016,June,23
5617,"""The LGBT community is more often the victims of hate crimes than any other recognized group.""",meter-true,2016,June,19
5618,"Says Kelly Ayotte ""voted again yesterday against a proposal to expand background checks -- (buyers) can continue to simply go online or to gun shows to purchase guns without background checks.""",meter-true,2016,June,21
5619,"""He leant his name to a bill, did little or nothing three years ago to try to get it passed, (and) since then has done absolutely nothing other than disavow any attempt to move on the legislation.""",meter-mostly-false,2016,June,13
5620,"""Never mind that no red light camera, no speed camera, nor any radar gun has ever stopped one accident from occurring.""",meter-false,2016,June,6
5621,"Says the United States has ""treaties with apparently 69 countries where we are obligated to defend their borders. And these were treaties that were executive treaties, not authorized by Congress.""",meter-mostly-false,2016,June,5
5622,"""Congressman Joe Heck has (voted) 62% of the time with Nancy Pelosi and the Democrats on a variety of important issues.""",meter-mostly-false,2016,May,25
