,claim
6423,"""We've had Muslims in America since George Washington."""
6430,"""In the mid 1990s, in our state, (Florida was) No. 1 in violent crime in America. ... The only concern I had was for the citizens of Florida, who were subjected to a violent crime every three minutes and 45 seconds."""
6432,"""Texas has lost the most law enforcement officers in the line of duty of any state in America."""
6438,"Says that in 2015, ""illegal"" immigrants accounted for 75 percent of federal drug possession convictions and 5 percent to 30 percent of convictions for murder and kidnapping plus two other crimes."
6472,"""Only half of the murders in the city of St. Louis get solved."""
6479,"The city of Clarkston ""can’t decriminalize marijuana. Only state legislators and Congress can do that."""
6495,"""When the City and the Fairmount Park Conservancy invested $5 million in Hunting Park, crime went down 89 percent within a half mile radius of the park over the next three years."""
6497,"""We are almost halfway to our goal of 1,000 rapes prosecuted!"""
6526,"""Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries."""
6578,The president's own FBI director said that the greatest domestic terrorist threat is white supremacists.
6593,“Africans living in China now being forced to sleep outside in the cold” as “Chinese nationals blame them for the rising number of new coronavirus cases in the country.”
6599,National polls have “never predicted who will be president from our party. Carter was in the single digits a few months before caucuses. Bill Clinton was. Obama — 20 points behind in the national polls roughly.”
6602,"A man at ""the storming of the U.S. embassy"" in Iraq visited the White House in 2011."
6616,"Rep. Ilhan Omar ""voted yes"" to ""provide further funding for the 9/11 First Responders Victims Fund"" while Sen. Rand Paul ""voted no."""
6620,"""I’m one of the first guys to introduce a climate change bill, way, way back in ‘87."""
6631,"""I think I received more votes in the Democratic primary than any governor in history."""
6648,"""No court has held (Deferred Action for Childhood Arrivals) unconstitutional."""
6655,"""The average margin of victory in the House of Representatives was 37%"" for Democrats and Republicans in the 2016 election."
6664,"""You can look at the propaganda on a lot of the terrorists' sites and what Donald Trump says about Muslims is used to recruit fighters."""
6670,"""An amendment, pushed by Lyndon Johnson many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views."""
6677,"""We now do have evidence"" that Donald Trump is being used as a recruiting tool for terrorists."
6682,"""There’s no correlation between primary turnout and wins in the fall in the last 11 elections."""
6691,"In 2008, then-Sen. Barack Obama ""missed 60 or 70 percent of his votes."" In 2004, John Kerry missed ""close to 60 to 70 percent"" and Bob Graham missed ""over 30 percent of his votes."""
6692,"""After today, @GovJayNixon will have been overridden more times than all previous governors in #MO history #moleg"""
6698,"Says his release of 33 years of tax returns is ""more than any presidential candidate in history."""
6700,"""Fox News barely covered (the Duggar family) scandal until Megyn Kelly was able to secure this interview."""
6702,"""I’m the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than $200."""
6705,"""The Clintons' foundation took millions from foreign governments"" including United Arab Emirates and Saudi Arabia."
6706,The Republican Party has not won a presidential election without either a Bush or a Nixon on the ticket since 1928.
6707,"Western Europeans ""can fly in the United States without even having a visa."""
6716,"Saudi Arabia is ""the only Muslim country out of 47 Muslim-majority countries"" where women cannot get licenses to drive."
6726,"By 2009, ""dozens of senior terrorists had been taken off the battlefield"" by drones."
6732,"Before the terrorist attacks in Benghazi, ""the State Department not only failed to honor repeated requests for additional security, but instead actually reduced security in Libya."""
6741,"""It’s been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics."""
6746,"""Of the four statewide races this century within a 300-vote margin, three have been overturned in a recount."""
6748,"""Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense."""
6751,"""Rand Paul’s speech ... on 'Gattaca' was totally ripped off of Wikipedia."""
6759,"""Nothing in the Constitution explicitly guarantees our right to vote."""
6773,"""Forty-seven percent of (members of Congress) are millionaires."""
6788,"""The poorest in this country are women."""
6793,Says Newt Gingrich aligned with Nancy Pelosi on global warming.
6794,"Newt Gingrich ""teamed with Nancy Pelosi and Al Gore on global warming."""
6810,"""I became a Republican sooner in my life than"" Ronald Reagan did in his."
6820,Three courts have found the new health care law constitutional and two have found it unconstitutional.
6826,Said Republicans made historic gains in state legislatures during last month’s election
6828,"""I said no to these big bank bailouts."""
6830,"""Exit polls indicate that Democrats get over 70 percent of LGBT votes in federal elections."""
6831,"""There is already a mosque four blocks away."""
6836,"""Since 1904, the Ohio victor has won the presidency 25 out of 27 times """
6837,"""Crime is down in Arizona."""
6847,"""There have been three people tried and convicted by the last administration in military courts. Two are walking the street right now."""
6848,"""Mathematically, the White Sox can still get in the playoffs."""
6851,"""You've heard endlessly about waterboarding. It happened to three terrorists."""
6854,"In Iraq, ""civilian deaths, incidents of bombings, etc., remain very low relative to what was going on last year."""
6855,"If we got solar energy from ""an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year."""
6867,"Clinton said ""great things about NAFTA until she started running for president."""
6870,"""You know, Sen. McCain said the other day that we might have troops (in Iraq) for 100 years..."""
6871,"""First, he said he would leave residual forces in Iraq, and now he says he wouldn't."""
6872,"""With those first principles, it allowed a fellow like me to get in his truck and go from one end of the state to the other; started 20 points down and wound up 20 points ahead on election night."""
6899,"""Twitter is banned in Iran."""
6924,"Says that Republican Darryl Glenn has described Democrats as ""evil"" and has said he's ""tired of hearing about Republicans reaching across the aisle."""
6926,"""California is home to the largest death row population in the Western Hemisphere."""
6928,"""The mosquito population in South Florida is larger than it is in many other communities in the country."""
6943,"""(Hillary Clinton's State Department) actually admonished one of her ambassadors because he wasn’t using the proper server."""
6945,"""In New Orleans, nearly 100 percent of our kids are in charter schools."""
6954,"The U.S. has ""5 percent of the world’s population, 25 percent of the world’s known prison population."""
6955,"The last time Republican U.S. Senate candidates ""beat more than two (incumbents) was 1980."""
6958,"Iran President Hassan ""Rouhani has more Cabinet members with Ph.D.s from American universities"" than members of Barack Obama’s Cabinet."
6969,"The United States ""is number one in the world in energy resources; Russia is number two."""
6972,"""We are number one in the world when it comes to energy resources. ... The Russians are second; Saudi Arabia is number three."""
6978,"""If the space-shuttle program is terminated, Russia and China will be the only nations ...with the capability to launch humans into space."""
6979,"The Obama administration notified Poland and the Czech Republic about cancellation of major missile-defense facilities ""at the last minute in midnight phone calls."""
6980,"Sarah Palin ""has had 12 years of elected office experience."""
6983,"McCain sought the political support of minister John Hagee, ""who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult.'"""
7031,"""General Flynn got his clearance from the Obama administration."""
7033,"""Heroin .. pours across our southern borders."""
7035,"Heroin comes in the United States ""from the southern border."""
7036,"""In Congress right now, we're doing the best job we have ever done in women in the federal legislature,"" but it’s still only ""19 percent."""
7038,"""We understand that this heroin is primarily coming from Mexico, over the border."""
7060,"The ""mega-rich"" pay about 15 percent in taxes, while the middle class ""fall into the 15 percent and 25 percent income tax brackets, and then are hit with heavy payroll taxes to boot."""
7062,Says members of the military have sent him more campaign contributions than they’ve sent President Barack Obama and more than twice what they’ve sent other Republican presidential candidates.
7066,"""From 2003 to 2006, 'Sesame Street' made more than $211 million from toy and consumer product sales."""
7073,"""He (Obama) chairs the subcommittee on Europe. ... He's held not one substantive hearing to do oversight."""
7127,"Indonesia military ready for operation to free NZ pilot, if talks fail"
7128,NEWSMAKER Al Qaeda's new leader Adel has $10 million bounty on his head
7129,Ukraine war: major developments since Russia's invasion
7130,Russia declares battlefield gains as Ukraine urges faster military aid
7131,"IMF revises Congo's 2022 growth up to 8.5%, rebel conflict a concern"
7132,Rebels in Indonesia's Papua say images show abducted NZ pilot in good health
7133,African artists show support for east Congo conflict at music festival
7134,Peru's Boluarte vows to crush 'narcoterrorism' after deadly police ambush
7135,"Colombia, ELN rebels resume peace talks in Mexico after ceasefire confusion"
7136,Stand-off with minority Serbs holds back Kosovo 15 years after independence
7137,Kosovo Albanian-Serb tensions simmer on independence anniversary
7138,Philippines' Marcos open to a troop pact with Japan
7139,Syria's White Helmets 'answering all calls' to save lives after quake
7140,Colombia to establish areas for armed groups as part of peace process
7141,Malaysia PM vows to facilitate peace talks in restive southern Thailand
7142,North Korea shows off largest-ever number of nuclear missiles at nighttime parade
7143,Analysis: Earthquake in Syria offers leverage to isolated Assad
7144,Russia: NATO involvement in Ukraine threatens 'unpredictable' escalation
7145,Analysis: Swiss neutrality on the line as arms-for-Ukraine debate heats up
7146,Colombia unveils four-year development plan worth nearly $250 bln
7147,"Protect, advance women for a better South Sudan, pope says"
7148,Pope offers 'wings to your hope' to displaced children in South Sudan
7149,"Pope implores South Sudan's leaders to end bloodshed, recriminations"
7150,"Shun ethnic rivalry and corruption, pope tells African youth"
7151,Explainer: Why has peace eluded South Sudan?
7152,"Zelenskiy wants tougher Europe, Putin evokes victory over Nazis"
7153,Explainer: Why U.S. seeks closer security cooperation with the Philippines
7154,Former Wagner commander says he is sorry for fighting in Ukraine
7155,Ukraine's Zelenskiy calls for more EU sanctions on Russia
7156,Pope hears harrowing tales of Congo violence and says: 'Enough!'
7157,"'Hands off Africa,' Pope Francis tells rich world"
7158,Explainer: What is driving the violence in eastern Congo?
7159,Explainer: Why are there protests in Peru and what comes next?
7160,"Defence chiefs of U.S., S.Korea vow to step up drills to counter North"
7161,Violence in Colombia falls in first month of ceasefire
7162,Colombia's attorney general says he will not drop extradition warrants
7163,Biden says no F-16s for Ukraine as Russia claims gains
7164,Analysis: Israel and Palestinians risk deeper conflict in a distracted world
7165,"Odds 'very high' of U.S. military conflict with China, top Republican says"
7166,Italy's Eni signs $8 billion Libya gas deal as PM Meloni visits Tripoli
7167,Colombia cocaine seizures break record in 2022
7168,Lebanese MPs denounce top prosecutor's moves against judge probing port blast
7169,"Analysis: Lebanese elite bury blast probe, pushing fragile state closer to edge"
7170,"Israeli troops kill 7 Palestinian gunmen, 2 civilians in Jenin clash, Palestinians say"
7171,"Colombia must strengthen rule of law, state presence in areas hit by violence -UN"
7172,"Migrant wreck off Libya kills eight with scores rescued, Red Crescent says"
7173,South Africa defends planned military drills with Russia and China
7174,"Russia says Ukraine storing arms at nuclear plants, Kyiv denies claim"
7175,Colombia killings of social leaders hit record in 2022 -ombudsman
7176,Canada says Cameroon warring parties agree to enter peace process
7177,Factbox: Iran's Revolutionary Guards: from military operations to business empire
7178,"New German defence minister says he will strengthen army, help Ukraine"
7179,Analysis: Hamas sees West Bank as battleground with new Israel gov't
7180,"Analysis: Germany's new defence minister faces pressure on tanks, army upgrade"
7181,Congolese president says M23 rebels have not withdrawn as agreed
7182,"After 30 years, Italy arrests mafia boss Messina Denaro at Sicilian hospital"
7183,"UN envoy encouraged by Yemen truce deal efforts, warns against 'piecemeal approach'"
7184,Rescue hopes fade after Russian attack on Dnipro
7185,Analysis: Wagner Group boss courts Putin with Ukrainian battlefield success
7186,Britain to send 14 of its main battle tanks to Ukraine
7187,Syrian foreign minister: No normal ties with Turkey without end to occupation
7188,Puma fighting vehicle to return to key NATO mission in first half of 2023 - Berlin
7189,Assad says Turkey talks must be based on ending 'occupation'
7190,Peru families mourn protest dead after worst violence in decades
7191,Russia appoints top soldier Gerasimov to oversee Ukraine campaign
7192,"Nobel Prize body knew Kissinger's 1973 Vietnam deal unlikely to bring peace, documents show"
7193,"Turkish court convicts doctor of terrorism propaganda, releases her from jail-rights groups"
7194,"Russia is now fighting NATO in Ukraine, top Putin ally says"
7195,Congo M23 rebels hand back army base amid suspected ceasefire breaches elsewhere
7196,New U.S. sanctions target supply of Iranian drones to Russia
7197,U.N. internal report flags east Congo rebels flouting ceasefire and withdrawal deal
7198,Emirati FM meets Syria's Assad in Damascus in further sign of thawing ties
7199,Colombia suspends ceasefire with ELN after rebel group rejects effort
7200,"Syria opposition uneasy after Turkish, Syrian defence ministers meet"
7201,Russians furious at commanders over Ukrainian rocket strike that killed scores
7202,Colombia's ELN rebels say they have not agreed to ceasefire
7203,"Muscovites mark muted New Year without fireworks, hope for peace"
7204,Russia attacks Ukraine along frontline from north to south
7205,"Putin expects China's Xi to visit soon, Xi holds his line on Ukraine"
7206,Putin and Xi to speak by video link on Friday
7207,Key architect of Michigan governor kidnapping plot sentenced to over 19 years in prison
7208,Ringleader in plot to kidnap Michigan governor sentenced to 16 years in prison
7209,"Putin says Russia ready to negotiate over Ukraine, Kyiv says Moscow doesn't want talks"
7210,King Charles' first Christmas message as monarch
7211,"Russian politician files legal challenge over Putin's reference to Ukraine ""war"""
7212,Putin says Russia wants end to war in Ukraine
7213,Exclusive: US says Russia's Wagner Group bought North Korean weapons for Ukraine war
7214,"Invoking World War Two, Zelenskiy tells Congress aid is not charity"
7215,Putin says no limit on financial support for Russia's armed forces
7216,Palantir lands 75 million pound deal with British military
7217,Senator wants review of U.S. security assistance to Nigeria following abortion report
7218,"Russian 'kamikaze' drones hit Kyiv, Putin has talks in ally Belarus"
7219,"Putin and Lukashenko dwell on cooperation, not Ukraine war, after summit"
7220,Colombia ELN leftist guerrilla group declares Christmas ceasefire
7221,Indonesia president supports plan to scale back troops in restive Papua
7222,Self-exiled Philippine communist leader Sison dies at 83
7223,Explainer: When are attacks on civilian infrastructure war crimes?
7224,Factbox: What will Japan's military build-up look like?
7225,"Russia preparing for long war, Ukrainian military says"
7226,Africa's food crisis is the biggest yet – five reasons why
7227,Hamas defiant as hardline Israeli coalition takes shape
7228,"South Sudan violence has killed 166 civilians, displaced over 20,000 - U.N."
7229,Climate change will fuel humanitarian crises in 2023 -study
7230,Exclusive: International legal experts assist Ukraine in sexual violence investigation
7231,"Colombia's government, ELN guerrillas complete first round of talks"
7232,"Some Russian soldiers in Ukraine unhappy with top brass, Girkin says"
7233,EU adds eight people to Congolese sanctions list
7234,M23 rebels ready to withdraw from occupied areas in eastern Congo
7235,Colombia's armed forces to maintain offensive against armed groups -president says
7236,"Pakistan's new army chief says will defend ""motherland"" during visit to disputed Kashmir"
7237,Congolese army says rebels massacred 50 civilians in eastern town
7238,"Russia accuses U.S. of direct Ukraine war role, but says it's open to potential talks"
7239,"Colombia faces very large challenge to stop ""endemic violence"" -Amnesty"
7240,"In Peru's hills, an artisanal miner boom frustrates Big Copper's plans"
7241,"Hunger-struck Africa needs liquidity, debt relief"
7242,"Russia should use advanced weapons in Ukraine, Shoigu says"
7243,"Exclusive: U.S., Russia have used their military hotline once so far during Ukraine war"
7244,Burkina Faso's vanishing gold boom puts livelihoods at risk
7245,"Colombia, ELN rebels invite three more countries to help with peace talks"
7246,Explainer: Why Pakistan's army chief matters far beyond its borders
7247,History repeats in Congo for families fleeing rebel violence
7248,Peace talks will not slow Colombia's offensive against armed groups -officials
7249,Chechens fighting for Ukraine see chance to 'free' their homeland
7250,"Some Russian commanders encouraged sexual violence, says lawyer advising Kyiv"
7251,Russia's war on Ukraine latest news: Harsh winter looms as Russian strikes hobble Ukraine's power capacity
7252,Senators urge Pentagon to reconsider Gray Eagle drones for Ukraine
7253,Turkey vows more retaliation after 2 killed in cross-border Kurdish strikes
7254,"Colombia, ELN rebels start peace talks, hoping to end six decades of war"
7255,"On Europe's new frontlines, red tape, politics and potholes hamper defence"
7256,U.S. says Russia's Ukraine invasion offered preview to potential global tyranny
7257,"Ukraine says half its energy system crippled by Russian attacks, Kyiv could 'shutdown'"
7258,Factbox: North Korea's expanding missile capabilities
7259,"Colombia, ELN rebels set to begin peace talks next week"
7260,Analysis: Libya's festering crisis risks slide back to war
7261,Explainer: Who Pakistan picks as army chief matters far beyond its borders
7262,"Republican U.S. House will sharpen China focus, monitor Ukraine aid"
7263,Former Kenya president calls for urgent intervention in Congo fighting
7264,Brutality of war grips Polish village where missile struck
7265,Explainer: NATO's Articles 4 and 5: Could Ukraine war trigger its defence obligations?
7266,"Pope asks God to 'hurry up' to end Ukraine war, condemns missile strikes"
7267,Americas rights body turns up heat on Mexico over missing students
7268,Hundreds flee as Congo's M23 rebels near key city of Goma
7269,UK set to join EU project helping swift military movements across Europe
7270,"Both Russia and Ukraine tortured prisoners of war, UN says"
7271,Kremlin criticises attempts to 'plunder' frozen assets for Ukraine reparations
7272,Factbox: What is the Syrian Kurdish YPG?
7273,Video shows sledgehammer execution of Russian mercenary
7274,"Biden discusses security pact, Taiwan Strait with Australian PM"
7275,"Turkey seeks Ukraine peace talks despite Western actions, Erdogan says"
7276,"Exclusive: Russia needs time to pull back from Kherson, fighting to slow in winter -Kyiv"
7277,EU proposes cyber defence plan as concerns about Russia mount
7278,"Explainer: Blood, treasure and chaos: the cost of Russia's war in Ukraine"
7279,"More than 100,000 Russian military casualties in Ukraine, top U.S. general says"
7280,U.N. experts call for release of Turkish medical association head
7281,Pussy Riot's Alyokhina urges West to confront 'abuser' Putin with strength
7282,Swiss again reject German request to re-export Swiss ammunition to Ukraine
7283,"North Korea fires 23 missiles, one landing off South Korean coast for first time"
7284,Russia: West must stop 'encouraging provocations' to avoid nuclear disaster
7285,North Korea says U.S.-South Korea drills 'can no longer be tolerated'
7286,"Empty streets, shuttered shops as Russian-held Kherson braces for battle"
7287,"After weeks of chaos, Russia says partial mobilisation is complete"
7288,"Russia's partial mobilisation is complete, Shoigu says"
7289,Russia's anti-satellite threat tests laws of war in space
7290,"Israel, Lebanon finalise maritime demarcation deal without mutual recognition"
7291,Ethiopian government accused of deadly air strikes on Oromiya region
7292,Analysis: Xi's new generals offer cohesion over possible Taiwan plans
7293,Analysis: Deal for reducing military tensions with North Korea could go 'back to square one'
7294,Colombia's Congress approves negotiations with illegal armed groups
7295,ASEAN chair warns over Myanmar violence; U.S. urges more pressure
7296,"Romania plans to boost Black Sea talks, military procurement"
7297,Malaysia's deportation of Myanmar refugees violates international law - UN
7298,France's Macron says there is chance for peace in Ukraine
7299,"Israeli forces kill Palestinian in West Bank, Palestinian officials say"
7300,Little-known Penny Mordaunt ready to run again for Britain's top job
7301,U.S. grants Temporary Protected Status to Ethiopians fleeing conflict
7302,Kremlin: We don't expect 'political wisdom' in selection of new British PM
7303,Russian court orders arrest of dissident journalist Ovsyannikova
7304,"Lafarge pleads guilty to U.S. charge of supporting Islamic State, to pay $778 million"
7305,"EXCLUSIVE Looped in 'line by line', Hezbollah shows pragmatic side in Lebanon-Israel deal"
7306,Australia to investigate reports pilots trained Chinese military - minister
7307,"Analysis: Vladimir Putin is safe in power for now, but risks lie ahead, sources say"
7308,Russian women pay the price in protests against Putin's war
7309,"Iraq elects new president and premier, ending stalemate"
7310,North Korea says it practiced firing nuclear-capable cruise missiles
7311,Turkish energy minister: Putin proposal for gas hub in Turkey should be discussed
7312,"Analysis: Fearing war in Xi's next term, Taiwan bolsters defences"
7313,Explainer: Why Russia's missiles on Ukraine have limited impact
7314,Iran protests over woman's death persist despite crackdown
7315,Iraqi parliament to vote Thursday on new president amid divisions
7316,Moldovan president calls for tougher policing to tackle pro-Russia protests
7317,"Colombia to keep fighting drugs, criminal groups amid drive for total peace"
7318,"Taiwan says war with China 'absolutely' not an option, but bolstering defences"
7319,Colombia reaches deal to buy land from cattle ranchers
7320,"Don't cancel New Year celebrations because of war, says Moscow"
7321,"Erdogan and Putin discuss improving ties, ending Ukraine war"
7322,"South Korea, U.S. fire missiles to protest 'reckless' North Korean test"
7323,Roadside bomb kills three U.N. peacekeepers in Central African Republic
7324,"Who is Ibrahim Traore, the soldier behind Burkina Faso's latest coup?"
7325,Lebanon's Berri sees draft maritime deal as 'positive'
7326,North Korea fires fourth missile in a week as South flexes military muscle
7327,Russian military showing increased frailty in Ukraine war -British military chief
7328,Nobel Peace Prize could condemn Ukraine war or highlight climate change
7329,"In Colombia, land occupations raise tensions and spook investors"
7330,"U.S. VP Harris denounces North Korea's 'brutal dictatorship,' Pyongyang fires more missiles"
7331,Colombia peace process must solve causes of conflict - ELN rebel commander
7332,Israeli forces kill 4 Palestinian gunmen in flashpoint West Bank town
7333,"Moldova must boost defences, given presence of Russia troops -president"
7334,Colombia says 10 armed groups agree to unilateral ceasefire
7335,Analysis: Truth or bluff? Why Putin's nuclear warnings have the West worried
7336,UN says Russia abuses prisoners in Ukraine
7337,Factbox: Russia prepares to formally annex 15% of Ukraine
7338,Russians flee to Georgia after Putin's mobilisation order
7339,Lebanon expects U.S. mediator offer for maritime border with Israel within days
7340,Moldova considers sanctions for citizens who fight for Russia in Ukraine
7341,Israeli forces kill Palestinian militant in West Bank
7342,"More than 730 detained in anti-mobilisation protests across Russia, rights group says"
7343,Russia holds annexation votes; Ukraine says residents coerced
7344,Ukraine's Zelenskiy acclaims commanders freed in prisoner swap
7345,U.N. rights envoy warns that Myanmar's election will be a 'fraud'
7346,Ukraine's Zelenskiy hails commanders freed in prisoner swap as 'superheroes'
7347,"Russia calls up 300,000 reservists, says 6,000 soldiers killed in Ukraine"
7348,Disdain and defiance among Kyiv residents after Putin order
7349,Categories exempt from call-up to be determined soon - Kremlin
7350,Colombia's Petro calls on Latin America to unite against war on drugs
7351,Russian parliament toughens punishment for crimes during military mobilisation
7352,India's Modi assails Putin over Ukraine war
7353,Putin tells Modi he understands India's concerns over Ukraine conflict
7354,"Princes William, Harry to stand vigil at Queen Elizabeth's coffin on Saturday"
7355,Putin acknowledges China's concerns over Ukraine in sign of friction
7356,Russia says longer-range U.S. missiles for Kyiv would cross red line
7357,Armenia reports truce after new clashes with Azerbaijan
7358,Putin calls for calm amid deadliest Azerbaijan-Armenia clashes since 2020
7359,"Turkey backs Azerbaijan, says Armenia 'should cease provocations'"
7360,Uganda says paid first instalment in Congo war reparations
7361,"Ukrainians with disabilities remain trapped in conflict zones, U.N. committee says"
7362,Some Russians mourn Queen Elizabeth with flowers as Kremlin pays respects
7363,EU boosts military support to gas-rich Mozambique amid energy crisis
7364,Ukraine's top general warns of Russian nuclear strike risk
7365,"Swiss seek closer defence ties to EU, NATO; to stay neutral"
7366,"Praying for 'martyred Ukraine', Pope urges halt to 'world war'"
7367,"Myanmar conflict under control, junta chief says"
7368,Israel: Al Jazeera reporter was likely killed unintentionally by its forces
7369,"Nuclear plant loses power line as Moscow, West energy row escalates"
7370,Seven Colombia police killed in deadliest attack since leftist took office
7371,Top Russian oil official falls to death from hospital window - sources
7372,Russia's military suffering manpower shortages -U.S. intelligence
7373,UN inspectors near Ukrainian nuclear plant on mission to avert an accident
7374,Kyiv ravers escape horrors of war through music
7375,Zelenskiy tells Russians to run for their lives from Ukraine offensive in south
7376,Deadly clashes rage in Baghdad in Shi'ite power struggle
7377,"Tripoli calm, Libya riven after worst fighting in years"
7378,"U.S. warships transit Taiwan Strait, first since Pelosi visit"
7379,Colombian president proposes multilateral ceasefire to illegal armed groups
7380,"Deadly battles erupt across Tripoli, raising fears of wider Libya war"
7381,"U.S. senator arrives in Taiwan, defying angry Beijing"
7382,Chile's Boric suffers first Cabinet resignation
7383,Zelenskiy says crisis averted as Russian-held Ukraine nuclear plant regains power
7384,U.S. report identifies 21 'filtration' locations run by Russia for processing Ukrainians
7385,"In strategy shift, Colombia to suspend air strikes on armed groups"
7386,Putin signs decree to increase size of Russian armed forces
7387,Thailand's new acting leader is another royalist military man
7388,Colombia will not extradite criminals who negotiate government deals - Petro
7389,Analysis: Putin bets winter gas chokehold will yield Ukraine peace - on his terms
7390,"Explainer: Blood, treasure and chaos - the cost of Russia's war in Ukraine"
7391,"Blasts, fresh drone attacks rock Russian-held areas far from Ukraine war front"
7392,Ukraine and Russia: What you need to know right now
7393,Top U.N. official presses Myanmar's junta leader in rare visit
7394,Fresh shelling renews blame game over Ukraine nuclear plant
7395,Colombia's Petro replaces military commanders in human rights drive
7396,U.N. humanitarian agencies face record funding gap this year
7397,Colombia advances towards restarting peace talks with ELN
7398,"Blinken, Kagame discuss U.N. report that Rwanda supports rebel group"
7399,"Taiwan says China's threat remains, though military drills ease"
7400,"Kosovo PM says tensions with Serbs in north could escalate, warns of possible new conflict"
7401,"U.S. 'very concerned' about reports Rwanda backing rebels in Congo, Blinken says"
7402,Russia suspends START arms inspections over U.S. travel curbs
7403,Palestinian militants fire rockets at Israel after Gaza air strikes
7404,"Shells hit power lines at Ukraine nuclear plant, fighting in east"
7405,Ukraine seeks to extend shipping safe passage deal beyond grain
7406,Canada to help train Ukrainian recruits in United Kingdom
7407,"Russian ceasefire and troop pullout must precede any talks, says Ukraine"
7408,Analysis: Crisis in Iraq tests its stability and Iran's sway
7409,Pelosi arrives in Taiwan vowing U.S. commitment; China enraged
7410,"Pope to visit Kazakhstan, may meet Russian Orthodox patriarch"
7411,Factbox: Iraq’s competing Shi’ite groups
7412,"Myanmar junta extends emergency rule, cites need for stability"
7413,Explainer: What's driving the power struggle in Iraq?
7414,"Russia, Ukraine trade blame for dozens of deaths in Donetsk prison destruction"
7415,Blinken and Russia's Lavrov have 'frank' discussion about detained citizens
7416,"Six bodies found in southern Syrian town after clashes, reports say"
7417,Analysis: With massive Polish arms deal S.Korea steps closer to Ukraine war
7418,"N.Korea's Kim says nuclear deterrent is ready, slams South's Yoon"
7419,"Colombia and Venezuela to appoint new ambassadors, reopening diplomatic relations"
7420,"No deal yet with U.S. on Griner swap for arms dealer Bout, Russia says"
7421,"Deadlock gives Iraq record run without government, hampering reforms"
7422,U.S. says Beijing's South China Sea 'provocations' risk major incident
7423,Analysis: South Korea doubles down on risky 'Kill Chain' plans to counter North Korea nuclear threat
7424,Factbox: What became of the 'Arab Spring'?
7425,Clashes erupt on outskirts of Libya's Misrata
7426,"Russia says it destroyed 4 HIMARS launchers, in claim denied by Ukraine"
7427,Colombia President-elect Petro names Ivan Velasquez as defense minister
7428,Colombian illegal armed groups propose ceasefire with incoming government
7429,Russia prepares for next Ukraine offensive in face of new Western weapons
7430,Russia vows to ramp up operations as rockets pound Ukraine
7431,"Poland to buy 116 used Abrams tanks from U.S., says minister"
7432,"Ukraine condemns Russia strike that killed 23 in 'ordinary, peaceful' city"
7433,Colombia potential cocaine output fell to 972 tonnes in 2021 - White House
7434,Forty-five nations pledge to coordinate evidence of war crimes in Ukraine
7435,Libya's Tripoli government installs new oil company head despite opposition
7436,Russian foreign ministry attacks West for giving Ukrainian forces weapons training
7437,"Libya's oil chief rejects sacking, says govt mandate expired"
7438,U.S. calls for immediate halt to Russian deportations in Ukraine
7439,"Hezbollah chief vows 'no one' will extract gas, oil from maritime zones if Lebanon unable to do so"
7440,"Turkey reports deal to restore Ukrainian grain exports, UN says more work needed"
7441,Russian opposition politician kept in prison under 'fake information' investigation
7442,U.S. to renew but not expand humanitarian protection for Venezuelans in the country
7443,"U.N. adds Ukraine, Ethiopia, Mozambique to children killing inquiry"
7444,Russia and Turkey plan summit talks soon - Kremlin
7445,"More Russian men look to avoid military service, some lawyers and rights groups say"
7446,Russia rejoices over Boris Johnson's downfall: the 'stupid clown' has gone
7447,"Congo, Rwanda agree at Angola summit to reduce tension"
7448,Uzbek leader blames 'foreign forces' for outbreak of unrest
7449,"Al Jazeera reporter likely killed by unintentional gunfire from Israeli positions, U.S. says"
7450,Congo and Rwanda to meet for talks amid tensions over rebels
7451,Colombia extradites accused drug cartel leader's sister to U.S.
7452,Russia abandons Black Sea outpost of Snake Island in victory for Ukraine
7453,Libya talks in Geneva end without breakthrough
7454,"Pope implicitly accuses Russia of aggression, imperialism in Ukraine"
7455,"Woman made to cook and eat human flesh, Congo group tells U.N."
7456,"NATO backs military aid for 'heroic' Ukraine, Russia steps up attacks"
7457,Colombia must advance talks with armed groups to secure peace -truth commission president
7458,NATO to monitor migration as risk of instability to members
7459,Colombia truth commission urges drug policy change to end violence
7460,Russia denies hitting Ukrainian shopping centre with missiles
7461,"Ukraine is already using U.S.-supplied rocket systems in conflict, top general says"
7462,Ukraine set to quit ruined Sievierodonetsk as Russians close in
7463,Analysis: Taliban's isolation makes Afghan earthquake response harder
7464,Attacks in Sudan's Darfur bring new surge in people fleeing their homes
7465,Tripoli factions on edge as Libya stalemate festers
7466,A Somali boy's mission to find food as climate change takes its toll
7467,Analysis: Colombia's first leftist leader Gustavo Petro targets inequality; investors on edge
7468,Omnia sees Africa increasing farm input support amid food security fears
7469,Colombia's new leftist president Petro promises to fight inequality
7470,Hometown looks to aspiring Colombia VP Marquez to deliver on inequality promises
