,claim,truth_value
2262,Some wineries have halted production and pivoted to supporting the refugees and Ukrainian fighters while others contemplate finding other markets amidst war-disrupted supply chain issues.,meter-true
2263,"Ukraine's Zelensky said Russia ""so far” rebuffed attempts to evacuate civilians from Mariupol's Azovstal steel plant.
",meter-true
2264,Aiden Aslin had been fighting alongside Ukrainian forces defending the port city of Mariupol.,meter-true
2265,"For days now, Ukraine has rebuffed Russian deadlines to surrender in the southern port city.",meter-true
2266,"Ukrainian Jews, fleeing war, have qualified for citizenship in Israel. But thousands of non-Jews have arrived, sparking debate over what refugees are owed.",meter-true
2267,"Luhansk's regional governor said Kreminna is “under the control” of Russian forces. The Azovstal steel plant in Mariupol came under attack, officials said.",meter-true
2268,The brutality should motivate the West to do anything within its lawful power to stop Russia from achieving its ends.,meter-true
2269,Patriarch Kirill has angered many in echoing the language Vladimir Putin uses to justify the Ukraine invasion.,meter-true
2270,"Moscow has for weeks been amassing troops and supplies in preparation for its renewed assault on the Donbas region, which became the Kremlin’s primary focus after its forces failed to capture Kyiv during the first phase of the invasion. ",meter-true
2271,"Russian officials warned Sunday that resistance in the port city of Mariupol will be “eliminated,” hours after their dawn deadline for Ukraine to surrender passed without any sign of Kyiv capitulating.",meter-true
2272,"Ukrainian President Volodymyr Zelensky also said his country’s military has lost an estimated 2,500 to 3,000 troops since the Feb. 24 invasion. ",meter-true
2273,TikTok could also prove its commitment to free expression.,meter-true
2274,European nations are weighing climate benefits against the perils of putting nuclear power plants in harm’s way. ,meter-true
2275,"Ukraine's president noted the irony of Moscow refocusing attacks on his country's east, where many Russian speakers live. ",meter-true
2276,"Soaring prices for imports of wheat, fuel and fertilizer threaten an economic and political toll.",meter-true
2277,"The Kremlin’s invasion sparked a refugee crisis, forced nations to rethink neutrality and threatens the global economy.",meter-true
2278,Russia warned it could deploy more nuclear weapons in the region if Finland and Sweden join NATO. ,meter-true
2279,"Russia stands accused of genocide, yet Israel still won’t do more to help Ukraine.",meter-true
2280,"Meanwhile, President Biden announced a new batch of federal judicial nominees, bringing his total for his term to 90. He is getting judges confirmed at a faster clip than any president since John F. Kennedy.",meter-true
2281,Satellite images captured by U.S. firm Maxar Technologies show Russian forces repositioning in Ukraine’s east.,meter-true
2282,The Russian leader made the remarks after a meeting with Belarusian President Alexander Lukashenko in Russia’s far-eastern Amur region.,meter-true
2283,Facebook’s third-party fact-checkers in Ukraine are trying to police a deluge of misinformation while also trying to survive.,meter-true
2284,Putin conferred with Belarusian President Alexander Lukashenko as the United States and its allies sought to verify unconfirmed reports of a Russian chemical attack in Mariupol.,meter-true
2285,The musician’s cover was in support of Global Citizen’s #StandUpForUkraine fundraising effort.,meter-true
2286,"The regional governor of Kharkiv said the town of Izyum “remains the hottest spot” of the war, as Russia moves more equipment and troops into place, in preparation for what Zelensky described as “even larger operations in the east of our state.” ",meter-true
2287,"Post reporters Joyce Koh, Max Bearak and Louisa Loveluck — who have all been reporting on the ground in Bucha, Ukraine — will answer your questions on Tuesday at 1 p.m. Eastern time. ",meter-true
2288,There were small shiny black boots. Cozy slippers. The 210 pairs represented the reported number of children who died in Russia's war for Mariupol.,meter-true
2289,"Russia’s invasion of Ukraine, after a shift away from efforts to take Kyiv, is proceeding primarily on two fronts, Ukrainian officials said Sunday.",meter-true
2290,British Prime Minister Boris Johnson and other European leaders visit Kyiv in show of support. ,meter-true
2291,"""If I remain silent, I’m not a priest,"" the Rev. Ioann Burdin said.",meter-true
2292,Could Chinese President Xi Jinping take a page from Theodore Roosevelt’s playbook to end the war in Ukraine?,meter-true
2293,"When war feels close to home, images function differently.",meter-true
2294,"Civilians have always played a role in documenting conflicts and humanitarian crises, but the advent of social media brought unprecedented speed and reach. In the past decade, military and media analysts say, “civilian witnessing” has evolved into a powerful force because of its ability to break through public apathy, fact-check official propaganda and create a digital trove of evidence for potential war crimes investigations. ",meter-true
2295,Ukrainian officials said Russian missiles struck the Kramatorsk train station in eastern Ukraine while hundreds of evacuees were waiting to escape an expected onslaught in the region. ,meter-true
2296,"For all its defects, the U.N. offers potential advantages to the cause of peace and security — in Ukraine and elsewhere.",meter-true
2297,Israel is running out of excuses for inaction.,meter-true
2298,"Moscow’s Foreign Ministry spokesman said this week that Chanel had joined the “Russophobic campaign” to “cancel Russia.""",meter-true
2299,Global outrage has grown since the brutal slaying of civilians in the Kyiv suburb of Bucha was revealed after Russian forces withdrew. ,meter-true
2300,New sanctions that will include two of the country’s largest banks as well as Russian President Vladimir Putin’s adult children.,meter-true
2301,The legal process for holding the Russian president and his army accountable has begun.,meter-true
2302,China's close ties with Russia have become a sticking point for the West as it works to isolate Moscow over the war.,meter-true
2303,"International outrage over alleged war crimes in a Kyiv suburb is deepening Moscow’s isolation, as the European Commission proposes a ban on Russian coal and the United States plans a new package of sanctions.
",meter-true
2304,"“This guy is brutal, and what’s happening in Bucha is outrageous, and everyone’s seen it,” the U.S. President said. “I think it is a war crime.”",meter-true
2305,"Outrage grew Sunday over horrific images out of Bucha, a suburb of Kyiv, with world leaders calling for new sanctions and investigations into alleged war crimes.",meter-true
2306,"Ukrainian President Volodymyr Zelensky said that Russia’s pullback in the north was “slow but noticeable,” as the Pentagon announced more security aid. ",meter-true
2307,The International Committee of the Red Cross said it would attempt to reach Mariupol again after conditions Friday “made it impossible to proceed” with a major humanitarian mission. ,meter-true
2308,Rallying people to accept the temporary economic burdens required to confront Russia is the main challenge for Biden and European leaders.,meter-true
2309,"Russian President Vladimir Putin demanded that “unfriendly countries” pay for natural gas in rubles, an apparent bid to help stabilize the Russian currency.",meter-true
2310,The devastated city's mayor says Russian forces 'are destroying everything that lives.',meter-true
2311,"More than 4 million people have now fled Ukraine, according to the United Nations.",meter-true
2312,The European Commission's recommendation comes amid a global crackdown on oligarchs and others seen as supporting Russia’s invasion of Ukraine.,meter-true
2313,Members of the Ukrainian delegation proposed countries “guarantee” Ukraine’s security in exchange for Kyiv’s “neutrality.”,meter-true
2314,"Post reporters Isabelle Khurshudyan, Shane Harris and Whitney Leaming will answer your questions about the war in Ukraine on Wednesday at 1 p.m. Eastern time.",meter-true
2315,The scramble raises fears the war in Ukraine is spilling into the Black Sea.,meter-true
2316,Ukrainian officials say they are hoping at most for a cease-fire agreement as they enter a new round of in-person negotiations with Russia set to begin Tuesday in Istanbul.,meter-true
2317,"""At the concert ... we felt unity,"" Ukrainian violinist Olha Pyshchyta said.",meter-true
2318,Ukrainian President Volodymyr Zelensky said in a new interview that he is open to a compromise involving Ukrainian “neutrality” and guarantees for his country’s security.,meter-true
2319,The president also reassured Warsaw of Washington’s commitment to NATO and the security of its allies bordering Russia during the last day of his trip to Europe.,meter-true
2320,"Russia has begun to mobilize military reinforcements to send into Ukraine as its combat losses in the month-old war continue to grow, the Pentagon said.",meter-true
2321,"The Russian military spy service, the GRU, was behind the compromise, officials said, speaking on the condition of anonymity because of the matter’s sensitivity.",meter-true
2322,"In peacetime, the programmers of Ukraine’s tech scene crafted the consumer software that powered homegrown start-ups and some of Silicon Valley’s biggest names. Now, they build apps of war.",meter-true
2323,"The United States and its European allies reinforced their tough stand against Russia on Thursday, sharply warning Moscow against using chemical weapons in Ukraine and announcing new sanctions on Russians. The White House also announced the United States would accept 100,000 refugees fleeing Ukraine.",meter-true
2324,"Russia is turning to air, artillery, and rocket and missile bombardments of Ukrainian cities to offset the lack of momentum by troops on the ground.",meter-true
2325,An American manufacturer is providing the aircraft and teaching the Ukrainians how to operate them.,meter-true
2326,"The G-7 is expected to warn Vladimir Putin against chemical, nuclear weapons in Ukraine. Biden is holding emergency talks with NATO in Europe as the war marks one month.",meter-true
2327,"As the war hit the four-week mark, President Biden arrived in Europe to rally NATO support for ramping up economic and military pressure against Moscow.",meter-true
2328,"""So far, his intention is … he wants to,” Russia’s ambassador to Indonesia said of Vladimir Putin’s attendance at the G-20 summit in Bali, Indonesia, later this year.",meter-true
2329,"Uncertainty from the war in Ukraine, the new covid outbreak and regulatory crackdowns spooked foreign investors and slowed President Xi Jinping’s reform agenda.",meter-true
2330,"""I’m sorry for our guys. We are burying them every day,"" a local gravedigger says.",meter-true
2331,"Secretary of State Antony Blinken pointed to the suffering of civilians in Mariupol, a key port city that Russian forces cut off early in their invasion and then bombarded.",meter-true
2332,A start-up company headquartered in Latvia sees its Russian and Ukrainian staff scattered by war.,meter-true
2333,"Mariupol continues to see some of the worst bombardment in Ukraine, as the Russian invasion approaches the one-month mark.",meter-true
2334,The attack in Kyiv is the latest in a series of violent strikes that have left civilians on edge.,meter-true
2335,Who stood tall?,meter-true
2336,"Sports are a refuge from the real world, but nothing should distract us from this reality.",meter-true
2337,Russian efforts to seize Kyiv and topple Volodymyr Zelensky’s government have so far been frustrated by Ukrainian resistance.,meter-true
2338,"Russia’s aggression has united Americans against Vladimir Putin, but inflation still drives political attitudes and partisan divisions shape attitudes toward President Biden",meter-true
2339,Fierce fighting for control of Mariupol was impeding search and rescue efforts for civilians said to be trapped in a theater.,meter-true
2340,Major disruptions last year have given way to sudden crises caused by war in Ukraine and a coronavirus spike in China.,meter-true
2341,Russian citizens have just lost a vital defender of their human rights.,meter-true
2342,The war in Ukraine is a reminder of how easily toxic masculinity still could drag us all to savagery.,meter-true
2343,It’s pure hell for the journalists who are there covering the war. But we will all be worse off if they are forced to leave.,meter-true
2344,"The theater was being used as a civilian shelter when it was struck. In western Ukraine, a Russian missile strike near the airport in Lviv raised concerns about how long the region can remain a relatively safe refuge.",meter-true
2345,The United States and its allies should increase financial aid to the U.N. World Food Program and similar initiatives.,meter-true
2346,"The latest artistic casualty of war is the Drama Theater of Mariupol, mostly destroyed by an airstrike.",meter-true
2347,"A huge slice of Russia’s population is passive, for now, realizing there are risks to speaking out. But a surprising number are doing so.",meter-true
2348,"On their TV sets, Russians are seeing a far different set of events in Ukraine than the rest of the world is witnessing.",meter-true
2349,More than 400 global companies have announced plans to withdraw or scale back their operations in Russia over its invasion of Ukraine.,meter-true
2350,"European authorities and aid groups are warning that criminals may seek to capitalize on the desperation of refugees, with more than 3 million leaving Ukraine since Feb. 24.",meter-true
2351,The two high-profile attacks on civilian areas unfolded one day after a Russian airstrike demolished a theater in the port city of Mariupol while hundreds sheltered inside.,meter-true
2352,Ukraine's Zelensky is right: Peace should matter more than profit.,meter-true
2353,"Ukrainian officials on Wednesday said they were struggling to assess the toll of an airstrike on a theater in the besieged port city of Mariupol, a cultural site where hundreds of residents have recently sought shelter.",meter-true
2354,"The real story of Russia’s aggression is not its strength, but its decline.",meter-true
2355,Facebook's decision to allow calls for violence from Ukrainians reveals a set of values.,meter-true
2356,"Half of the 3 million people who have fled the war in Ukraine are children.  In their own words and drawings, some shared what they have been through.",meter-true
2357,"Biden’s participation in the March 24 summit at NATO headquarters was announced as the heads of three governments in the European Union — the Czech Republic, Poland and Slovenia — traveled to Kyiv to meet with Ukrainian President Volodymyr Zelensky.",meter-true
2358,How do we talk about renewal when destruction is all around?,meter-true
2359,The West is united. Ukraine is fighting on. Russia is off balance.,meter-true
2360,"Caution about directly engaging Russia has made sense so far, but a more aggressive posture will be needed to meet the coming challenge.",meter-true
2361,Not since ISIS have we seen such a flurry of recruitment activity.,meter-true
2362,"Negotiations between Ukraine and Russia are on hold until Tuesday, after the talks resumed following attacks on a military facility 15 miles from the border of NATO member Poland.",meter-true
2363,"Influencers are in ""hysterics"" over the app's departure, while Ukrainians being bombed by the Russian military mock them.",meter-true
2364,"At least 35 people were killed and 134 injured early Sunday when a barrage of Russian missiles slammed into a military facility in western Ukraine about 15 miles from the border with Poland, a NATO member.",meter-true
2365,"As Russia’s invasion entered its 17th day, President Biden authorized the United States to send $200 million worth of military equipment and training to Ukraine.",meter-true
2366,Russia will need centuries to recover from Putin's mistake.,meter-true
2367,Vladimir Putin's tactics to keep people in line should have no place here.,meter-true
2368,"China, despite claiming neutrality, has maintained a pro-Kremlin lean and is opposed to sanctions, stating that it will continue to trade with Russia as usual.",meter-true
2369,"Ukrainian President Volodymyr Zelensky accused Russia of again disrupting the evacuation of civilians, but said 7,144 residents were saved on Friday.",meter-true
2370,"Hope, not despair, is rallying people to resist Russia’s attack on Ukraine.",meter-true
2371,"The war, which has divided Muslim clerics, threatens to destabilize Eurasia.",meter-true
2372,The humanitarian crisis in a Ukrainian port city deepened Thursday as its mayor said the Kremlin’s troops are firing on residential areas and continuing to thwart evacuations.,meter-true
2373,"The Bumble company, which also owns dating apps Badoo and Fritz, made the decision as many companies around the world halt services in Russia.",meter-true
2374,"New York Times editors ran an ""exceptionally graphic"" photo on their front page, as journalists try to convey the war's brutality without exploiting it.",meter-true
2375,"Quickly, before I lose my nerve and something even worse happens than has already happened, some thoughts about language in the context of this war.",meter-true
2376,"“Atrocity!” Urkrainian President Volodmyr Zelensky tweeted, referring to a hospital in the besieged southern city of Mariupol.",meter-true
2377,The Biden administration said it will ban imports of oil and natural gas from Russia and acknowledged Americans would see gas prices increase.,meter-true
2378,"Talks between Russian and Ukrainian negiotiators, which began as the war entered its 12th day, yielded some progress on logistical arrangements for local cease-fires and evacuation corridors.",meter-true
2379,"While Moldova has never felt closer to Europe, it has also never felt more vulnerable to the Kremlin.",meter-true
2380,"Speaking on a day known as “Forgiveness Sunday” to Orthodox Christians, Ukrainian President Volodymyr Zelensky declared in a video message: “We won’t forgive.”",meter-true
2381,"The Russian president also warned that a NATO declaration of a no-fly zone over Ukraine would be seen as an act of war, making the alliance ""participants of the military conflict.”",meter-true
2382,"Microsoft is suspending all new sales of products and services in Russia, in a major addition to the flood of companies cutting ties over the invasion of Ukraine.",meter-true
2383,"“We are simply being destroyed,” said Mariupol Mayor Vadym Boychenko on his Telegram channel, noting the city has been under “merciless bombardment” from Russian forces over the past five days a long enough period of peace to restore utilities such as electricity and water.",meter-true
2384,"In the long run, the United States can’t contain both Russia and China. Europe’s resolute opposition to Putin’s war provides an opening for a strategic shift.",meter-true
2385,"President Biden called Russia's actions in Ukraine a ""genocide"" as accusations mount that Russian forces have committed war crimes in the invasion.",meter-true
2386,The Fédération Internationale Féline is among the latest groups to isolate Russia after its invasion of Ukraine.,meter-true
2387,"The announcement of “humanitarian corridors” came as Russian forces encircled major port cities, leading local officials to sound alarms about dwindling supplies.",meter-true
2388,Putin is pulling the plug on independent news.,meter-true
2389,Chernobyl survivor and Ukrainian historian Serhii Plokhy says the danger of a nuclear accident might be greater than we think.,meter-true
2390,"As the fighting raged in Ukrainian streets, President Biden told reporters Wednesday that it’s “clear” Russian forces are deliberately targeting civilian areas in Ukraine.",meter-true
2391,We have seen the previously unthinkable rapidly become the politically necessary throughout Europe.,meter-true
2392,"Overnight, it can turn a financially sound economy into a basket case.",meter-true
2393,"Kyiv was bracing for an all-out assault amid fears that Russian troops would encircle the capital, as they’ve apparently done in the country’s second-largest city, Kharkiv, its mayor told The Post.",meter-true
2394,Russia's invasion of Ukraine has drawn international condemnation. But at least one country has stood by Moscow and its leader.,meter-true
2395,"Kharkiv, a city of 1.5 million people about 25 miles from the Russian border, has emerged as a major linchpin in Russian efforts to advance on Ukraine’s capital, Kyiv.",meter-true
2396,"Western sanctions hit the ruble, and Ukraine has stymied Russian forces trying to capture Kyiv.",meter-true
2397,The blunt force of sports has power over Russia. Alex Ovechkin should lend his voice.,meter-true
2398,"Earlier Sunday, Ukrainian President Volodymyr Zelensky said Ukraine and Russia would conduct the first diplomatic talks since the Kremlin-launched invasion.",meter-true
2399,"A petition calling for an end to the fighting rocketed around Russia's technology community after the country invaded Ukraine on Thursday. More than 10,000 people have signed it.",meter-true
2400,"Next steps for the United States and Europe must include beefed-up defense spending, the possible admission of Scandinavian NATO members and a more realistic posture on energy.",meter-true
2401,"At daybreak, Ukrainian President Volodymyr Zelensky posted a video of himself, unshaven, on the capital’s streets — proof of his apparent commitment to remain in Kyiv.",meter-true
2402,Biden must turn his vision of an alliance of democracies against autocracy into a reality.,meter-true
2403,The arrest could bring new details about one of the most notorious detention sites in Ukraine’s ongoing war.,meter-true
2404,The developments offered some hope that an international investigation might clarify how Malaysia Airlines Flight 17 was shot down in eastern Ukraine.,meter-true
2405,"Washington Post photojournalists have braved danger to capture lasting images of loss and love, which tell the story of 10 months of life in a nation at war.",meter-true
2406,"The first week of COP27, the United Nations climate conference, is underway in Egypt. President Biden is attending events with other world leaders.",meter-true
2407,"With just one day until Election Day, follow our live coverage to get the latest news and updates on the 2022 midterm elections.",meter-true
2408,"On Friday, U.S. and Ukrainian officials were sent scrambling as news broke that Musk had asked the Pentagon last month to take over paying for his Starlink satellite communications service in Ukraine.",meter-true
2409,"Many of the global prices for food, fuel and fertilizer that spiked when Russia invaded Ukraine have returned to their pre-war levels, defying the most dire forecasts even as policymakers warn of the continued risk of famine and financial crisis in the developing world.",meter-true
2410,The latest U.S. assessment of the war in Ukraine came a day after at least 20 people were killed in missile strikes in Vinnytsia.,meter-true
2411,"The NATO summit follows a meeting of the Group of Seven leaders, who pledged to stand by Ukraine but stopped short of imposing new energy sanctions on Russia.",meter-true
2412,"After years of what critics saw as lip service, cybersecurity collaboration between the federal government and some critical industries has taken root, officials and industry leaders say, and it could be put to the test as Russian government hackers probe the defenses of American power plants, banks and telecom networks.",meter-true
2413,"At a moment of global chaos, Biden seeks to telegraph leadership on the Russia conflict and action on the economy",meter-true
2414,A new Pew Research Center survey reveals hesitation by NATO allies to use military force to defend Ukraine from Russia.,meter-true
2415,International investigators were trying to secure the remains of all victims of the downed jet.,meter-true
2416,undefined,meter-true
2417,"Find multimedia and interactive features including photos, video and galleries on news, politics, travel, autos, movies, fashion, science and much more.",meter-true
2418,"Sudarsan Raghavan is a correspondent at large for the Washington Post. He has reported from more than 65 nations on four continents. He has been based in Baghdad, Kabul, Cairo, Johannesburg, Madrid and Nairobi. He has covered the wars in Iraq and Afghanistan, the Israeli-Palestinian conflict, the 2011 Arab revolutions, as well as 17 African wars.",meter-true
2419,"Souad Mekhennet is a correspondent on the national security desk. She is the author of ""I Was Told to Come Alone: My Journey Behind the Lines of Jihad,"" and she has reported on terrorism for the New York Times, the International Herald Tribune and NPR.",meter-true
2420,Razzan Nakhlawi is a researcher on The Post's National Security desk.,meter-true
2421,Rachel Hatzipanagos is a staff writer at The Washington Post. ,meter-true
2422,"Paul Sonne covers national security, focusing on Russia and Europe. He previously reported for the Wall Street Journal from Moscow, London and Washington.",meter-true
2423,"Mary Ilyushina, a reporter on the Foreign Desk of The Washington Post, covers Russia and the region. She began her career in independent Russian media before joining CNN’s Moscow bureau as a field producer in 2017. She has been with The Post since 2021. She speaks Russian, English, Ukrainian and Arabic.",meter-true
2424,"Marc Lynch is a professor of political science and international affairs at George Washington University, where he is the director of the Project on Middle East Political Science. He is also a non-resident senior fellow at the Carnegie Middle East Program and the co-director of the Blogs and Bullets project at the U.S. Institute of Peace.",meter-true
2425,"Maite Fernández Simon is a senior operations editor working with the Foreign and National Security teams at The Washington Post. Before The Post, she worked as an engagement strategist at CQ Roll Call. Previously, she worked in the nonprofit world, including a two-year stint as communications director for the International Center for Journalists. ",meter-true
2426,"Liz Sly is a correspondent-at-large covering global affairs. She has spent more than 17 years covering the Middle East, including the first and second Iraq wars. Other postings include Washington, Africa, China, Afghanistan and Italy.",meter-true
2427,"Karoun Demirjian is a Pentagon correspondent for the Post. She was previously a national security reporter covering Capitol Hill, focusing on defense, foreign affairs, intelligence and policy matters concerning the Justice Department. She began working for The Post based in its Moscow bureau.",meter-true
2428,"Karoun Demirjian is a Pentagon correspondent for the Post. She was previously a national security reporter covering Capitol Hill, focusing on defense, foreign affairs, intelligence and policy matters concerning the Justice Department. She began working for The Post based in its Moscow bureau.",meter-true
2429,"Karina Tsui is a reporting intern on The Washington Post’s Foreign desk. Before The Post, she was a Toni Stabile fellow for investigative reporting at Columbia Journalism School. ",meter-true
2430,"Joby Warrick joined The Washington Post’s National staff in 1996. He has served with the Post's investigative and national security teams, and writes about the Middle East, terrorism and weapons proliferation. He is the author of three books, including “Black Flags: The Rise of ISIS,"" which was awarded a 2016 Pulitzer Prize for nonfiction.",meter-true
2431,"Greg Miller is an investigative foreign correspondent based in London for The Washington Post and a two-time winner of the Pulitzer Prize. He is the author of “The Apprentice,” a book on Russia’s interference in the 2016 U.S. presidential race and the fallout under the Trump administration.",meter-true
2432,"David J. Lynch is a staff writer on the financial desk who joined The Washington Post in November 2017 after working for the Financial Times, Bloomberg News and USA Today.",meter-true
2433,David Ignatius writes a twice-a-week foreign affairs column for The Washington Post. His latest novel is “The Paladin.” ,meter-true
2434,The Washington Post Magazine,meter-true
2435,CIA director holds secret meeting with Zelensky on Russia’s next steps,meter-true
2436,"One of the youngest casualties of the war, two-day-old Serhii was among the more than 440 Ukrainian children killed and hundreds more wounded so far as a result of Russia’s invasion.",meter-true
2437,China’s opposition highlights how Beijing has tried to play both sides on Ukraine. The summit's final communique will likely have split language on the issue.,meter-true
2438,"Despite striking gains by Ukraine in the war against Russia, U.S. officials still expect a long grueling fight.",meter-true
2439,Oscar-nominated Den Tolmor was trying to finish his eight-part series about politics — and porn — in Ukraine. Then came war.,meter-true
2440,"On the Ukraine battlefields, fighters from Chechnya line up for and against Russia, a nation that nearly bombed their homeland into oblivion ",meter-true
2441,Ukrainian women are performing a variety of crucial roles in response to our country’s urgent situation — including on the front lines.,meter-true
2442,"The swift guilty verdict and life sentence could invigorate thousands of other war crimes investigations, Ukrainian officials said.",meter-true
2443,"Photographer Viacheslav Poliakov’s book, “Lviv – God’s Will,” is an idiosyncratic look at life before the war with Russia began.",meter-true
2444,"Despite Beijing's rhetorical support for Moscow, Chinese companies have distanced themselves from Russia over fear of getting caught in Western sanctions.",meter-true
2445,"If Russia’s invasion persists, Ukraine could see a free fall into poverty, according to an assessment by the U.N. Development Program.",meter-true
2446,"Biden finds unity in pro-Ukraine, pro-democracy stance.",meter-true
2447,"With war in Ukraine looming, an early assessment gives Biden high marks for taking a tough stand, and dulling the leadership questions raised by Afghanistan evacuation. Verdict on Putin is still out, but it's hard to see what he gains, with or without an invasion.",meter-true
2448,"Jerusalem is said to be preparing to receive immigrants, assist refugees or, in the worst case, fly them from danger.",meter-true
2449,Abuses by both sides have been documented by U.N. investigators.,meter-true
2450,How do you regulate social media when they're used as weapons of war?,meter-true
2451,An army company lives under constant fire from separatists in a village near the city of Donetsk.,meter-true
2452,Yanukovych slams U.S. for offer of financial aid to the group that deposed him after mass protests,meter-true
2453,"Russia says it will withdraw from the U.N.-brokered deal after a ""massive"" drone strike on its warships in Sevastopol, Crimea.",meter-true
2454,"Two presidents, in the United States and Ukraine, wanted to go after their rivals. Here’s what happened when their interests coincided.",meter-true
2455,"A cross-border shelling from battle-worn eastern Ukraine struck Russian territory Sunday, reportedly killing one Russian citizen and injuring two others.",meter-true
2456,"The Russian president had refused to call his war in Ukraine a war, and called it a 'special military operation."" Critics reacted furiously when he finally said the word.  ",meter-true
2457,"Amid tearful farewells for thousands of Russian men called up for potential deployment to Ukraine, pro-war hawks raged over the release of Azov Regiment fighters.",meter-true
2458,"The fate of Ukrainian fighters who emerged from the Azovstal steel plant in Mariupol remains uncertain. In Kyiv, a Russian soldier pleaded guilty to killing a civilian in Ukraine's first war crimes trial.",meter-true
2459,Ukraine said “war is not a kindergarten” after Chancellor Olaf Scholz declined to visit because of Volodymyr Zelensky’s snub of the German president.,meter-true
2460,"A look at why the Chernobyl plant site poses a risk during the Ukraine-Russia war, even though it’s shut down.",meter-true
2461,"On the eastern front in Ukraine, it's war the old-fashioned way.",meter-true
2462,"Both Russia and Ukraine have warned of a possible “false flag” attack on the nuclear plant, which is held by Russian forces.",meter-true
2463,"Car bomb kills child, wounds 17 others in Turkey; Ukraine’s leader warns West not to “appease” Russia.",meter-true
2464,"NATO Secretary-General Jens Stoltenberg is calling for South Korea to provide direct military support to Ukraine, saying Kyiv is in urgent need of weapons to fight off the prolonged Russian invasion",meter-true
2465,"A Washington Post examination of the road to war in Ukraine, and Western efforts to unite to thwart the Kremlin’s plans, draws on extensive interviews with more than three dozen senior U.S., Ukrainian, European and NATO officials.",meter-true
2466,"Since Russia invaded Ukraine, hundreds of thousands have left, including many men who don't want to fight. Some emigres oppose the war; others were driven by economic self-interest.",meter-true
2467,"As Kyiv pursues an anti-corruption campaign that has led to dismissals and resignations, President Vladimir Putin signed a law to suspend public disclosure rules.",meter-true
2468,"Amid a flood of images depicting refugees streaming out of Ukrainian towns and villages to escape bombardment and battles, online predators pounced.",meter-true
2469,"As the war in Ukraine enters its second year, Vladimir Putin is hoping to chart a new course with the elevation of Gen. Valery Gerasimov as the direct operational commander. On Monday, Jan. 30 at 10:00 a.m. ET, Gen. David Petraeus joins Washington Post foreign affairs columnist David Ignatius to discuss the Russian military shake-up, the latest Western efforts to arm Ukraine and insights from his time commanding U.S. forces in Iraq and Afghanistan about the battlefield.",meter-true
2470,Saving soldiers’ lives is of no importance. Pushing forward is everything.,meter-true
2471,"Often at the World Economic Forum, there’s a gap between what world leaders say publicly and the business elites admit behind closed doors. On Ukraine, though, a more pervasive Western unity is on show.",meter-true
2472,"Some believe strongly in Kyiv's cause, but other foreign fighters are soldiers of misfortune, ditching personal problems for the familiarity of the battlefield.  ",meter-true
2473,"Thousands of Russians fled to Kazakhstan to avoid being sent to fight in Ukraine, but tighter visa rules will make it harder to enter and remain in the country. ",meter-true
2474,"Russia said its forces had seized Soledar in the Donetsk region, a gateway to the city of Bakhmut, where bloody fighting has raged for months. Kyiv denied Russia’s claim.",meter-true
2475,Ukraine is petitioning the International Criminal Court to investigate them.,meter-true
2476,Ukraine rejected the temporary truce and called on Russian President Vladimir Putin to end the war by withdrawing his invading forces from occupied territories ,meter-true
2477,"At least 63 Russian soldiers were killed in a massive missile in eastern Ukraine, Moscow said, in what could be one of the deadliest attacks yet on Russian forces.",meter-true
2478,The Ukrainian Orthodox Church has said congregations can hold religious Christmas services on Dec. 25 rather than on traditional Orthodox Christmas in January. ,meter-true
2479,"The demand was inspired by the Christmas truce of World War I, when British and German troops emerged from their trenches to sing carols and share cigars and food for a few short hours.",meter-true
2480,"On the 300th day of Russia's invasion, the Ukrainian president bestowed medals on soldiers who have been defending the city in the eastern Donetsk region. ",meter-true
2481,"User-generated footage is helping journalists cover — and historians document — Russia's invasion of Ukraine. It's not always as simple as watching, though.",meter-true
2482,"The peninsula, annexed illegally in 2014, is where Russia's invasion of Ukraine began, and where many Ukrainians insist the war must end — with Moscow's defeat. ",meter-true
2483,"Thousands of Russian soldiers have gone to war, in Afghanistan, Chechnya and now Ukraine, but there are few health services to treat their psychological wounds.",meter-true
2484,Orlans. Baraktyars. Switchblades. Kamikazes. Phoenix Ghosts. Coyote interceptors. A dizzying array of drones are battling in the historic air war in the skies of Ukraine. ,meter-true
2485,Many Kyiv residents say they would rather endure Russian missiles than make concessions.,meter-true
2486,"The court to investigate the crimes, however, would need approval from the United Nations.",meter-true
2487,The International Atomic Energy Agency called for a halt to bombing near the Zaporizhzhia plant in Russian-occupied Enerhodar as Moscow and Kyiv blamed each other. ,meter-true
2488,Peace isn't always a laying-down of arms.,meter-true
2489,Ukraine says water service is restored in Kyiv after airstrikes; United Nations warns grain will no longer ship from Ukrainian ports after Russia nixes agreement ,meter-true
2490,"In a televised meeting with Vladimir Putin, defense chief Sergei Shoigu announced that the president's goals had been met for sending reinforcements to Ukraine.",meter-true
2491,"In a speech at the United Nations, a Russian official said the proliferation of privately operated satellites is “an extremely dangerous trend that goes beyond the harmless use of outer-space technologies and has become apparent during the latest developments in Ukraine.”",meter-true
2492,"Elsewhere on the eastern and southern fronts, Ukraine has pushed Russian forces to retreat. But in Bakhmut, Wagner mercenaries have inched forward despite heavy losses.",meter-true
2493,"Rebuilding Ukraine is a generational project, already under way, that will take years. It's essential for the West to get it right.",meter-true
