,claim,truth_value,year_of_publish,month_of_publish,day_of_publish
1852,Satellite images show the first grain ship from Ukraine in Syria. Ukrainian forces strike Russia in Crimea for the second time in a week.,meter-true,2022,August,17
1853,An ammunition depot was on fire near Dzhankoi. Three foreign nationals could face the death penalty in eastern Ukraine. ,meter-true,2022,August,16
1854,"The latest round of shelling near the Zaporizhzhia nuclear plant killed one employee and injured two others, Ukraine’s nuclear power regulator said.",meter-true,2022,August,15
1855,"Ukrainian President Volodymyr Zelensky accused Russian forces of using the nuclear plant as a shield in a “blackmail operation.""",meter-true,2022,August,14
1856,"Some parts of the country are suffering the daily brutality of war, while in other places, life feels relatively peaceful.",meter-true,2022,August,14
1857,Ukrainian President Volodymyr Zelensky wants Europe to halt visas for Russians. Fighting near the Zaporizhzhia nuclear power plant raises alarm.,meter-true,2022,August,13
1858,The U.N. chief called for military forces to leave the Zaporizhzhia nuclear plant site. The Brave Commander ship is carrying Ukrainian grain to the Horn of Africa.,meter-true,2022,August,12
1859,Satellite images appear to show damaged planes at the Saki Air Base in Crimea. The U.N. Security Council could meet over the Zaporizhzhia nuclear plant.,meter-true,2022,August,11
1860,"A Ukrainian attack in Crimea would be a dramatic escalation in the war, demonstrating an ability by Ukrainian forces to strike at Russia far from the front lines. ",meter-true,2022,August,10
1861,"Ukrainian President Volodymyr Zelensky accused Russia of ""nuclear blackmail"" following attacks on Europe's largest nuclear power plant.",meter-true,2022,August,9
1862,Ukrainian President Volodymyr Zelensky slammed Russia's reported plans to hold referendums and warned that strikes on the Zaporizhzhia nuclear plant pose enormous risks.,meter-true,2022,August,8
1863,Ukrainian President Volodymyr Zelensky demanded a forceful reaction from international organizations after the attack at Europe’s largest nuclear power plant. ,meter-true,2022,August,7
1864,Few are brave to ask about the true toll as the number of war dead is a state secret.,meter-true,2022,August,7
1865,"Russia and Ukraine are accusing one another of shelling the Zaporizhzhia nuclear power plant, as fighting continues in the south on Saturday. ",meter-true,2022,August,6
1866,Opposition to the war among Russians received unexpected official confirmation thanks to a leaked poll.,meter-true,2022,August,6
1867,Three ships are exporting grain from Ukraine’s Black Sea ports. President Biden described Brittney Griner’s sentencing as “unacceptable.”,meter-true,2022,August,5
1868,"The U.S.-made antitank missiles have shorter range than most artillery, but Ukrainian soldiers are using them effectively in close combat along the front lines.",meter-true,2022,August,5
1869,No swap of sovereignty for peace can do more than slow Russia's aims in Ukraine.,meter-true,2022,August,5
1870,The U.N. will investigate a prison blast that killed Ukrainian prisoners of war. Ukrainian President Volodymyr Zelensky wants to “talk directly” with Chinese leader Xi Jinping.,meter-true,2022,August,4
1871,"The first grain ship to leave Odessa is headed to Lebanon with more than 26,000 metric tons of corn after a three-hour inspection Wednesday in Turkish waters.",meter-true,2022,August,3
1872,Aid workers released from Olenivka in mid-July say prisoners there had not been held in the building where more than 125 soldiers were killed or injured last Friday.,meter-true,2022,August,3
1873,"Authorities are bracing for more devastation, and this week they began coordinating mandatory civilian evacuations from the eastern region of Donetsk.",meter-true,2022,August,2
1874,The Red Cross says access to Olenivka prison where Ukrainian POWs were killed has not been granted.  ,meter-true,2022,August,1
1875,Russia says it has invited the U.N. and Red Cross to investigate the deaths of Ukrainian prisoners of war at a detention center in Olenivka.,meter-true,2022,July,31
1876,Ukrainian President Volodymyr Zelensky has accused Russia of the “mass murder” of Ukrainian prisoners of war in an occupied area of the eastern Donetsk region.,meter-true,2022,July,30
1877,Staff and patients are trying to rebuild after Russian forces besieged the facility this year.,meter-true,2022,July,30
1878,"The first grain shipments from Ukraine’s blockaded ports could begin as early as Friday after a landmark deal between Kyiv and Moscow, the U.N. aid chief said.",meter-true,2022,July,29
1879,"Strikes were reported outside Kyiv and in several other regions. In the south, Ukraine's efforts to retake Kherson gathered steam.",meter-true,2022,July,28
1880,"While Western countries have started sending better weapons to Ukraine, they can be slow to arrive, leaving some units to fight with Soviet-era leftovers.",meter-true,2022,July,27
1881,WNBA player Brittney Griner will face cross-examination. Russia plans to quit the International Space Station. ,meter-true,2022,July,27
1882,"Russia targeted the region of Odessa with missiles early Tuesday, Ukrainian authorities said, with attacks also reported on Kharkiv in the north and Mykolaiv in the south.",meter-true,2022,July,26
1883,The European Broadcasting Union announced that the BBC would host the 2023 Eurovision contest in Britain since it could not be held in Ukraine.,meter-true,2022,July,25
1884,Russian Foreign Minister Sergei Lavrov is in Congo. Ukraine eyes Kherson in a southern counteroffensive. ,meter-true,2022,July,25
1885,Ukrainian officials want more advanced HIMARs rocket systems. ,meter-true,2022,July,24
1886,"Russian missiles have hit the port in Odesa, Ukraine says, just a day after the two countries signed a deal to allow grain exports that had raised hopes of easing the global food shortage.",meter-true,2022,July,23
1887,The United Nations says a deal Turkey has brokered between Russia and Ukraine will be signed later Friday to allow exports of grain from blockaded Ukrainian ports.,meter-true,2022,July,22
1888,CIA chief William Burns downplayed rumors about Russian President Vladimir Putin’s health. Moscow’s ambitions may go beyond the eastern Donbas region.,meter-true,2022,July,21
1889,"With Ukrainian first lady Olena Zelenska in Washington, the White House warned that Moscow is seeking to annex parts of Ukraine’s east and south.",meter-true,2022,July,20
1890,Putin’s trip comes days after Biden visited Israel and Saudi Arabia — a hint at Moscow’s plans to forge closer ties with Tehran in the face of Western sanctions.,meter-true,2022,July,19
1891,"Ukraine's first lady, Olena Zelenska, met Jill Biden at the White House as Russian President Vladimir Putin had talks with top Iranian leaders and Turkish President Recep Tayyip Erdogan in Tehran.",meter-true,2022,July,19
1892,Oksana Plyusnina said Ilya Kaminsky was ignored when he asked to take family leave.,meter-true,2022,July,19
1893,"The European Union will discuss tightening sanctions against Russia, including a potential new import ban on Russian gold. ",meter-true,2022,July,18
1894,"A Ukrainian cargo plane carrying mines crashed in Kavala, Greece, killing all eight Ukrainian crew members onboard.",meter-true,2022,July,17
1895,"Jake Sullivan said Russian officials had recently visited Iran to examine “weapons-capable drones.""",meter-true,2022,July,16
1896,Russian troops in the eastern Donetsk region launched small-scale offensives as missile strikes were reported across Ukraine.,meter-true,2022,July,15
1897,American WNBA star Brittney Griner appeared in a Moscow court Thursday in the third hearing of her trial on drug charges.,meter-true,2022,July,14
1898,Ukraine celebrated a strike on a Russian ammunition depot in its occupied south. ,meter-true,2022,July,13
1899,"Experts say Tehran’s move to send drones, which a senior White House official disclosed Monday, suggests that Moscow is running out of precision weapons.",meter-true,2022,July,12
1900,"Ukraine is readying a force of 1 million with Western weapons to try to retake southern territory from Russia, Ukraine's defense minister told a British newspaper.",meter-true,2022,July,11
1901,"Rescuers pulled six survivors from the debris pile, one after nearly a full day of digging. Officials expected the Chasiv Yar death toll to rise.",meter-true,2022,July,10
1902,The prisons of Belarus are full of people detained on sham accusations,meter-true,2022,July,9
1903,"Secretary of State Antony Blinken on Saturday criticized China’s “alignment” with Russia following more than five hours of talks with his Chinese counterpart, Wang Yi. ",meter-true,2022,July,9
1904,"Meanwhile, WNBA star Brittney Griner pleaded guilty to carrying cannabis oil on the second day of a trial in Moscow that could see her sentenced to 10 years in prison, according to media reports from the court.",meter-true,2022,July,7
1905,Plight could worsen if global economy slides into feared recession.,meter-true,2022,July,7
1906,"Having also reported on the war in Ukraine, I am struck by the contrast in how the world has reacted to these two immense tragedies.",meter-true,2022,July,6
1907,"Donetsk’s governor urged the eastern region’s 350,000 residents to evacuate as Russia intensifies its bombardment and Slovyansk becomes a key battleground. ",meter-true,2022,July,6
1908,"After the signing of the protocols, NATO members must ratify the accession of Sweden and Finland to complete their formal joining of the alliance.",meter-true,2022,July,5
1909,Russia’s invasion ofUkraine has breathed new life into the international justice system and revived debate about the crime of war itself.,meter-true,2022,July,5
1910,The loss of Lysychansk means Russia has seized essentially all of Luhansk province and can move its sights toward neighboring Donetsk.,meter-true,2022,July,4
1911,"Moscow's claim on Ukraine's last major stronghold in Luhansk signaled a turning point in its assault, but Kyiv said the fight for the east “is not over.”",meter-true,2022,July,3
1912,"For volunteers from Taiwan, the war in Ukraine is a chance to bring battlefield experience back home — where debate is raging over military readiness.",meter-true,2022,July,3
1913,"Russian forces have used tactics in Lysychansk that were even more brutal than in nearby Severodonetsk, the Luhansk regional governor said.",meter-true,2022,July,3
1914,"Ukrainian President Volodymyr Zelensky decried “purposeful Russian terror"" after missile strikes killed at least 21 people near the Black Sea port of Odessa.",meter-true,2022,July,2
1915,"American WNBA star Brittney Griner is standing trial in Moscow, but experts on Russia’s legal system expect the proceedings will be a show trial.",meter-true,2022,July,1
1916,"Moscow framed the withdrawal from the Black Sea island as an effort to create a humanitarian corridor, while Kyiv said it came after intense artillery strikes by Ukraine’s military",meter-true,2022,June,30
1917,"Russia says its forces have withdrawn from Snake Island, a highly contested island in the Black Sea that Russia occupied soon after its February invasion.",meter-true,2022,June,30
1918,Relations between the giant neighbors haven't always been easy. But locals in northeast China have no doubt over whose team they're on when it comes to Ukraine.,meter-true,2022,June,29
1919,President Biden will meet with Turkish President Erdogan after Turkey agreed to stop blocking the NATO bids of Sweden and Finland.,meter-true,2022,June,29
1920,"The U.N. Security Council will discuss the deadly attack on a mall in Kremenchuk, Ukraine, during a meeting Tuesday.

",meter-true,2022,June,28
1921,Western sanctions punishing Moscow for invading Ukraine have restricted its ability to pay overseas creditors.,meter-true,2022,June,27
1922,Ukrainian President Volodymyr Zelensky requested modern antiaircraft systems and more powerful arms to launch counterattacks. ,meter-true,2022,June,27
1923,"A Russian missile hit a Kyiv apartment block, as Moscow's forces closed in on the eastern city of Lysychansk.",meter-true,2022,June,26
1924,"Ukraine’s wins off the battlefield stood in sobering contrast to developments in the country, where Russian troops have made further advances. ",meter-true,2022,June,24
1925,It is killing far more soldiers per day than the typical war — and all signs point to protracted conflict.,meter-true,2022,June,23
1926,The historic move marks the start of a process to join the bloc that could take decades - but gives Ukraine a much-needed morale boost.,meter-true,2022,June,23
1927,We can't afford to let Vladimir Putin win the energy war,meter-true,2022,June,22
1928,"Amid the invasion of Ukraine, the international view of Russia has taken a hit, will the image of the United States and NATO has not, according to polling by Pew.",meter-true,2022,June,22
1929,"Ukraine faces an increasingly grim fight in the Luhansk region, where Ukrainian officials warn that Russia is staging heavy military equipment.",meter-true,2022,June,21
1930,"Moscow made its first comment on the captured U.S. citizens, the military veterans Alexander J. Drueke and Andy Tai Huynh. ",meter-true,2022,June,20
1931,"The war with Russia has killed 100 to 200 soldiers, most of them men, every day, Ukrainian officials say.",meter-true,2022,June,19
1932,"Russia has massed reserves in the Luhansk region in preparation for a large attack, according to its governor, Serhiy Haidai.",meter-true,2022,June,19
1933,U.S. officials say the danger of Russia swallowing Ukraine and becoming more emboldened is worth risking a long war and potential global economic turmoil.,meter-true,2022,June,18
1934,Roman Ratushny had a big future ahead of him.,meter-true,2022,June,17
1935,"All 27 member states must agree. Even then, full membership could be many years away.",meter-true,2022,June,17
1936,"Grady Kurpasi went missing the same day Willy Joseph Cancel was killed, according to a fighter who says he was with them.",meter-true,2022,June,17
1937,"“Ukrainians are ready to die for the European perspective,” European Commission president Ursula von der Leyen said. “We want them to live with us the European dream.”",meter-true,2022,June,17
1938,Both Ukraine and its Western friends need to formulate war goals.,meter-true,2022,June,17
1939,Their visit comes as Ukraine is in negotiations to begin the process of joining the European Union and as Russia nears total control of a key eastern region. ,meter-true,2022,June,16
1940,"French President Emmanuel Macron said the leaders of France, Italy and Germany, brought a “message of unity.”

",meter-true,2022,June,16
1941,Russia and Ukraine signed a deal Friday to restart Ukrainian grain exports. But some countries are already feeling the effects of Russia's war in Ukraine on food security.,meter-true,2022,June,15
1942,Defense Secretary Lloyd Austin is hosting a meeting Wednesday with officials from nations that support Ukraine to discuss arms assistance.,meter-true,2022,June,15
1943,"High fuel prices and rising global demand have kept money flowing into Moscow’s coffers, according to the Center for Research on Energy and Clean Air.
",meter-true,2022,June,14
1944,Ukrainian President Volodymyr Zelensky called the battle in the east among the most brutal in European history. ,meter-true,2022,June,14
1945,"NATO Secretary General Jens Stoltenberg will visit Sweden. Russia could capture Severodonetsk in days and the entire Luhansk region soon after, a U.S. official says.",meter-true,2022,June,13
1946,"Facing shortages on the battlefield, Ukrainian soldiers get supplies they need to survive the war from 3D printers across the world.",meter-true,2022,June,12
1947,Volodymyr Zelensky said it was “too late” to persuade Moscow to end its invasion. China said it never gave Russia weapons in its war on Ukraine. ,meter-true,2022,June,12
1948,"Russia is likely to seize control of the entire Luhansk region of Ukraine within a few weeks, a senior U.S. defense official said, as Ukraine sustains heavy casualties and its supplies of ammunition dwindle.",meter-true,2022,June,12
1949,"President Biden said Ukrainian President Volodymyr Zelensky “didn’t want to hear” U.S. warnings of a potential Russian attack before the invasion began, according to the Associated Press. Ukrainian officials have objected to Biden’s claim.",meter-true,2022,June,11
1950,Mariupol Mayor Vadym Boychenko said on national television that there is evidence of a potential cholera outbreak that could kill thousands as a result of the port city’s water supply being poisoned by blood from dead bodies that have yet to be collected.,meter-true,2022,June,10
1951,Putin’s Russia is the world’s great spoiler. ,meter-true,2022,June,10
1952,The governor of the Luhansk region said that Russia was not in control of Severodonetsk and that “nobody is surrendering” there.,meter-true,2022,June,9
1953,"The former German chancellor's past efforts to broker peace, as well her opposition to Ukraine joining NATO, have come under scrutiny since the war.",meter-true,2022,June,8
1954,"The Kremlin claims control over most of the Luhansk region, with Ukraine still defending an industrial zone in Severodonetsk. ",meter-true,2022,June,8
1955,There are hundreds of prisoners of conscience in Putin’s Russia. They need the world's attention.,meter-true,2022,June,7
1956,"The Kremlin alleged Ukraine might fire the multiple-launch rocket systems at targets inside Russia, though Kyiv has agreed to use the weapons only within its territory.
",meter-true,2022,June,7
1957,Zelensky said Ukraine could reclaim Severodonetsk but that conditions have worsened for fighters defending the key city.,meter-true,2022,June,7
1958,"Ukraine had regained ground in the key eastern city of Severodonetsk, according to the regional governor, but he said Monday the situation there has ""worsened for us.""",meter-true,2022,June,6
1959,Kyiv was rocked by explosions; Ukraine regained ground in Severodonetsk and rebuked French President Emmanuel Macron.,meter-true,2022,June,5
1960,Ukraine also rejected a British intelligence forecast that Russia could control the Luhansk region in two weeks.,meter-true,2022,June,4
1961,"Ukraine’s Zelensky called areas under Russian control a ""zone of total catastrophe"" and said the military situation in Severodonetsk was dire.",meter-true,2022,June,3
1962,"Ukraine is withstanding Russian attacks in the east, but it is a grinding fight, the Pentagon said.",meter-true,2022,June,2
1963,"The advanced rocket systems will mean that Ukraine “can fight on the battlefield and be in the strongest possible position at the negotiating table,” Biden said.",meter-true,2022,June,1
1964,"Ukrainians will keep fighting, but only one person has the power to make the war go away.",meter-true,2022,June,1
1965,"Ukrainian President Volodymyr Zelensky said Russia's combat power is at ""maximum"" strength in the Donbas region, which includes Luhansk.",meter-true,2022,May,31
1966,Ukrainian President Volodymyr Zelensky said that 90 percent of Severodonetsk’s buildings and all of its “critical infrastructure” had been destroyed.,meter-true,2022,May,30
1967,Gloominiess descends on Ukraine as war tide turns.,meter-true,2022,May,30
1968,"Russian forces advanced Sunday in the industrial hub of Severdonetsk, Ukraine’s military said. Analysts say Moscow controls most of the region.",meter-true,2022,May,29
1969,A Russian court recently approved the dismissal of more than 100 National Guard members for refusing to participate in the invasion. ,meter-true,2022,May,28
1970,It could be years before any high-level Russian officials are held to account — if they ever are.,meter-true,2022,May,28
1971,"Russia’s Defense Ministry said its forces now control Lyman, a town providing access to bridges over the Siversky Donets river.",meter-true,2022,May,28
1972,Russian-backed forces seized the railway hub of Lyman Friday and advanced on the city of Severodonetsk.,meter-true,2022,May,27
1973,Russia’s aggression has sparked something like a revolution in Europe.,meter-true,2022,May,27
1974,"Russia could soon make a direct assault on Severodonetsk, one of the largest eastern cities still under Ukrainian control.",meter-true,2022,May,26
1975,Swedish and Finnish delegations are in Turkey to discuss Ankara's concerns about their NATO membership bids. ,meter-true,2022,May,25
1976,"By opposing aid to Ukraine, MAGA Republicans reject the Reagan Doctrine",meter-true,2022,May,24
1977,European Commission President Ursula von der Leyen accused Russia of “trying to trample the aspirations of an entire nation with tanks.”,meter-true,2022,May,24
1978,"The eastern city of Severodonetsk remains under Ukrainian control but is being pummeled by nearby Russian forces that are “destroying the city completely,” a local official said.",meter-true,2022,May,24
1979,"In a letter circulated to colleagues and posted on social media, Boris Bondarev, counsellor to the Russian UN mission in Geneva, says he's never been ""so ashamed"" of his country.",meter-true,2022,May,23
1980,"Volodymyr Zelensky, speaking the World Economic Forum in Davos, accused Russia of “becoming a state of war criminals.” ",meter-true,2022,May,23
1981,Severodonetsk looks set to be the war’s next major battlefield as Russia apparently deploys BMP-T “Terminator” tank support vehicles.,meter-true,2022,May,22
1982,The aid package deepens the U.S. commitment to Ukraine amid signs of preparations for a longer conflict.,meter-true,2022,May,21
1983,He has highlighted suffering while trying to maintain neutrality.,meter-true,2022,May,20
1984,"Meantime, Russia plans to cut off Finland from natural gas and the war crimes trial of Russian solider Vadim Shishimarin will resume next week in Ukraine.",meter-true,2022,May,20
1985,"The former U.S. president, who has faced criticism for the 2003 Iraq invasion, made an apparent verbal slip.",meter-true,2022,May,19
1986,"The war crimes trial of Russian soldier Vadim Shishimarin, 21, who pleaded guilty to killing a civilian, is set to resume.",meter-true,2022,May,19
1987,"Canadian-born Ivanka Siolkowsky is painting daffodils, poppies and sunflowers — with bullet holes at their center — in the Kyiv suburb.",meter-true,2022,May,18
1988,Russian leaders are responding to the historic move by Finland and Sweden to apply to join NATO with talk of “retaliatory measures.”,meter-true,2022,May,18
1989,"Sweden signed an application to join NATO, and Finland's Parliament voted to apply. Explosions rocked the Lviv region.",meter-true,2022,May,17
1990,"Even as Russia secured a victory in Mariupol, it suffered another setback on the global stage, as Sweden ended 200 years of military nonalignment to join Finland in applying for NATO membership.",meter-true,2022,May,16
1991,"Swedish Prime Minister Magdalena Andersson said Sunday that Russia’s invasion of Ukraine has undermined “the European security order.""",meter-true,2022,May,15
1992,"Ukraine has entered a “new, long phase of the war,” while its troops have pushed Russian forces closer to the northern border.",meter-true,2022,May,14
1993,"Swedish Foreign Minister Ann Linde said NATO membership would ""have a conflict-preventing effect in Northern Europe.""",meter-true,2022,May,13
1994,Secretary of State Antony Blinken will travel to Germany on Saturday to meet with NATO foreign ministers and top diplomats of Finland and Sweden.,meter-true,2022,May,13
1995,Finnish President Sauli Niinisto and Prime Minister Sanna Marin took the first step toward a formal NATO application.,meter-true,2022,May,12
1996,Comments by political and military leaders suggest the goal is no longer to drive Russia to the negotiating table but to seek a total defeat of Russian forces. That increases the odds of catastrophe.,meter-true,2022,May,11
1997,The Senate is expected to vote in the coming days on an aid package for Ukraine that the House overwhelmingly approved Tuesday night.,meter-true,2022,May,11
1998,"From Ukraine’s northeastern city of Kharkiv to its port of Mariupol in the south, Monday will be a day of dread.",meter-true,2022,May,11
1999,"About 1,000 fighters are still holed up at Mariupol's Azovstal steel plant. Biden signed a bill expediting military aid.",meter-true,2022,May,10
2000,"Russia's president spoke from Moscow's Red Square. Fighting continues in Mariupol, Odessa and Kherson. ",meter-true,2022,May,9
2001,"Along the eastern front line, Russian and Ukrainian forces traded blows and territory before Moscow’s planned Victory Day holiday.",meter-true,2022,May,8
2002,"First lady Jill Biden, who is in Romania as part of a four-day trip to Eastern Europe, met Ukrainian refugee students and their mothers Saturday at a school in Bucharest. ",meter-true,2022,May,7
2003,"The Russian holiday might come with increased missile strikes, local leaders warned. Meantime, the ‘next stage’ of the Mariupol is evacuation underway and Hungary is resisting the E.U.'s oil ban.",meter-true,2022,May,6
2004,Russia ramps up attacks on Ukraine's infrastructure as Mariupol officials lose contact with remaining troops at the Azovstal steel plant. ,meter-true,2022,May,5
2005,Ukrainian officials say debris is being cleared as Russians plan to turn Mariupol into the center of “celebrations” for Victory Day on May 9.,meter-true,2022,May,4
2006,"The evacuations from the Azovstal steel plant come as Moscow reportedly prepares to annex Ukrainian territory, including Donetsk, Luhansk and Kherson.",meter-true,2022,May,3
2007,Israel demanded an apology from the Russian government for employing a discredited antisemitic trope.,meter-true,2022,May,2
2008,Putin won’t find it easy to mobilize Russia for war.,meter-true,2022,May,2
2009,U.S. diplomats will resume limited activities in Lviv. Nancy Pelosi meets the Polish president. Jill Biden to travel to Romania and Slovakia.,meter-true,2022,May,2
2010,About 10 percent of the tech workforce is projected to leave Russia before the end of May.,meter-true,2022,May,1
2011,House Speaker Nancy Pelosi is the highest-ranking U.S. leader to visit Ukraine since the Russian invasion. ,meter-true,2022,May,1
2012,"Russian-occupied Kherson faces new restrictions, and fighting continues in Kharkiv.",meter-true,2022,May,1
2013,"To actually enable Ukraine to go on the counteroffensive, it will need even more support. ",meter-true,2022,April,30
2014,"Ukrainian leaders have been warning for weeks that up to 1,000 civilians were still at the besieged site and growing short on food and water.",meter-true,2022,April,30
2015,Images of resilience and loss from the front.,meter-true,2022,April,29
2016,"Willy Joseph Cancel, a 22-year-old American citizen and U.S. Marine veteran fighting in Ukraine, was killed during the Russian invasion this week, according to his family. ",meter-true,2022,April,29
2017,Ukraine's neighbor faces an imperial Russian challenge that is strikingly familiar. ,meter-true,2022,April,28
2018,Weakening aggressive authoritarian states is exactly what the U.S. should be doing. ,meter-true,2022,April,28
2019, Ukrainian officials denounced a brazen attack on the capital city the same day a United Nations leader visited.,meter-true,2022,April,28
2020,The only way to deal with the expectations Mr. Scholz raised on Feb. 27 is to meet them.,meter-true,2022,April,27
2021,"The Kremlin’s move to cut off natural gas shipments to Bulgaria and Poland was a blow to the E.U. Ukraine calls reports of explosions in Russia ""karma.""",meter-true,2022,April,27
2022,The details of alleged rapes by Russian soldiers are emerging from formerly occupied areas,meter-true,2022,April,26
2023,"Meeting in Germany with officials from more than 40 countries, the United States’ top defense officials made an urgent case for sending more weapons to Ukraine.",meter-true,2022,April,26
2024,An indictment would represent a landmark moment to hold senior officials accountable.,meter-true,2022,April,26
2025,American officials say they are rushing equipment to Ukraine and resuming diplomatic activity in the country.,meter-true,2022,April,25
2026,Ukrainian President Volodymyr Zelensky said top U.S. officials “should not come here with empty hands.” ,meter-true,2022,April,24
2027,"“Well, this only confirms what I have said many times: The Russian invasion of Ukraine was intended only as a beginning, then they want to capture other countries,"" Ukrainian President Volodymyr Zelensky responded Friday night.",meter-true,2022,April,22
2028,Some wineries have halted production and pivoted to supporting the refugees and Ukrainian fighters while others contemplate finding other markets amidst war-disrupted supply chain issues.,meter-true,2022,April,21
2029,"Ukraine's Zelensky said Russia ""so far” rebuffed attempts to evacuate civilians from Mariupol's Azovstal steel plant.
",meter-true,2022,April,21
2030,Aiden Aslin had been fighting alongside Ukrainian forces defending the port city of Mariupol.,meter-true,2022,April,20
2031,"For days now, Ukraine has rebuffed Russian deadlines to surrender in the southern port city.",meter-true,2022,April,20
2032,"Ukrainian Jews, fleeing war, have qualified for citizenship in Israel. But thousands of non-Jews have arrived, sparking debate over what refugees are owed.",meter-true,2022,April,19
2033,"Luhansk's regional governor said Kreminna is “under the control” of Russian forces. The Azovstal steel plant in Mariupol came under attack, officials said.",meter-true,2022,April,19
2034,The brutality should motivate the West to do anything within its lawful power to stop Russia from achieving its ends.,meter-true,2022,April,19
2035,Patriarch Kirill has angered many in echoing the language Vladimir Putin uses to justify the Ukraine invasion.,meter-true,2022,April,18
2036,"Moscow has for weeks been amassing troops and supplies in preparation for its renewed assault on the Donbas region, which became the Kremlin’s primary focus after its forces failed to capture Kyiv during the first phase of the invasion. ",meter-true,2022,April,18
2037,"Russian officials warned Sunday that resistance in the port city of Mariupol will be “eliminated,” hours after their dawn deadline for Ukraine to surrender passed without any sign of Kyiv capitulating.",meter-true,2022,April,17
2038,"Ukrainian President Volodymyr Zelensky also said his country’s military has lost an estimated 2,500 to 3,000 troops since the Feb. 24 invasion. ",meter-true,2022,April,16
2039,TikTok could also prove its commitment to free expression.,meter-true,2022,April,16
2040,European nations are weighing climate benefits against the perils of putting nuclear power plants in harm’s way. ,meter-true,2022,April,15
2041,"Ukraine's president noted the irony of Moscow refocusing attacks on his country's east, where many Russian speakers live. ",meter-true,2022,April,15
2042,"Soaring prices for imports of wheat, fuel and fertilizer threaten an economic and political toll.",meter-true,2022,April,15
2043,"The Kremlin’s invasion sparked a refugee crisis, forced nations to rethink neutrality and threatens the global economy.",meter-true,2022,April,14
2044,Russia warned it could deploy more nuclear weapons in the region if Finland and Sweden join NATO. ,meter-true,2022,April,14
2045,"Russia stands accused of genocide, yet Israel still won’t do more to help Ukraine.",meter-true,2022,April,13
2046,"Meanwhile, President Biden announced a new batch of federal judicial nominees, bringing his total for his term to 90. He is getting judges confirmed at a faster clip than any president since John F. Kennedy.",meter-true,2022,April,13
2047,Satellite images captured by U.S. firm Maxar Technologies show Russian forces repositioning in Ukraine’s east.,meter-true,2022,April,13
2048,The Russian leader made the remarks after a meeting with Belarusian President Alexander Lukashenko in Russia’s far-eastern Amur region.,meter-true,2022,April,12
2049,Facebook’s third-party fact-checkers in Ukraine are trying to police a deluge of misinformation while also trying to survive.,meter-true,2022,April,12
2050,Putin conferred with Belarusian President Alexander Lukashenko as the United States and its allies sought to verify unconfirmed reports of a Russian chemical attack in Mariupol.,meter-true,2022,April,12
2051,The musician’s cover was in support of Global Citizen’s #StandUpForUkraine fundraising effort.,meter-true,2022,April,11
2052,"The regional governor of Kharkiv said the town of Izyum “remains the hottest spot” of the war, as Russia moves more equipment and troops into place, in preparation for what Zelensky described as “even larger operations in the east of our state.” ",meter-true,2022,April,11
2053,"Post reporters Joyce Koh, Max Bearak and Louisa Loveluck — who have all been reporting on the ground in Bucha, Ukraine — will answer your questions on Tuesday at 1 p.m. Eastern time. ",meter-true,2022,April,11
2054,There were small shiny black boots. Cozy slippers. The 210 pairs represented the reported number of children who died in Russia's war for Mariupol.,meter-true,2022,April,10
2055,"Russia’s invasion of Ukraine, after a shift away from efforts to take Kyiv, is proceeding primarily on two fronts, Ukrainian officials said Sunday.",meter-true,2022,April,10
2056,British Prime Minister Boris Johnson and other European leaders visit Kyiv in show of support. ,meter-true,2022,April,9
2057,"""If I remain silent, I’m not a priest,"" the Rev. Ioann Burdin said.",meter-true,2022,April,8
2058,Could Chinese President Xi Jinping take a page from Theodore Roosevelt’s playbook to end the war in Ukraine?,meter-true,2022,April,8
2059,"When war feels close to home, images function differently.",meter-true,2022,April,8
2060,"Civilians have always played a role in documenting conflicts and humanitarian crises, but the advent of social media brought unprecedented speed and reach. In the past decade, military and media analysts say, “civilian witnessing” has evolved into a powerful force because of its ability to break through public apathy, fact-check official propaganda and create a digital trove of evidence for potential war crimes investigations. ",meter-true,2022,April,8
2061,Ukrainian officials said Russian missiles struck the Kramatorsk train station in eastern Ukraine while hundreds of evacuees were waiting to escape an expected onslaught in the region. ,meter-true,2022,April,8
2062,"For all its defects, the U.N. offers potential advantages to the cause of peace and security — in Ukraine and elsewhere.",meter-true,2022,April,7
2063,Israel is running out of excuses for inaction.,meter-true,2022,April,7
2064,"Moscow’s Foreign Ministry spokesman said this week that Chanel had joined the “Russophobic campaign” to “cancel Russia.""",meter-true,2022,April,7
2065,Global outrage has grown since the brutal slaying of civilians in the Kyiv suburb of Bucha was revealed after Russian forces withdrew. ,meter-true,2022,April,7
2066,New sanctions that will include two of the country’s largest banks as well as Russian President Vladimir Putin’s adult children.,meter-true,2022,April,6
2067,The legal process for holding the Russian president and his army accountable has begun.,meter-true,2022,April,6
2068,China's close ties with Russia have become a sticking point for the West as it works to isolate Moscow over the war.,meter-true,2022,April,6
2069,"International outrage over alleged war crimes in a Kyiv suburb is deepening Moscow’s isolation, as the European Commission proposes a ban on Russian coal and the United States plans a new package of sanctions.
",meter-true,2022,April,5
2070,"“This guy is brutal, and what’s happening in Bucha is outrageous, and everyone’s seen it,” the U.S. President said. “I think it is a war crime.”",meter-true,2022,April,4
2071,"Outrage grew Sunday over horrific images out of Bucha, a suburb of Kyiv, with world leaders calling for new sanctions and investigations into alleged war crimes.",meter-true,2022,April,3
