,claim
6282,"""Gov. Kay Ivey gave nearly $1 million of taxpayers’ money to a liberal activist organization that promotes alternative lifestyles and transgenderism."""
6295,"Mexico has ""very strong border laws -- ours are pathetic."""
6302,"""California won’t let law enforcement officers like you and your people transfer prisoners to ICE custody or even to communicate with ICE that you’re about to release them from your custody — people that ICE is looking for."""
6309,"Says Paul Soglin took Madison backward -- ""businesses have left and murders have gone up."""
6314,"In Milwaukee, ""murder is up an astonishing 57 percent."""
6315,"""Death penalty opponents like Roy Cooper and Josh Stein have imposed a de-facto moratorium on capital punishment."""
6319,"Wisconsin's Lincoln Hills youth prison has a ""66 percent recidivism rate,"" while ""states like Missouri, that have more of a regional model -- 8 percent."""
6322,"Says Alabama Senate candidate Doug Jones ""wants to raise taxes."""
6323,"Says Josh Hawley ""broke his promise to create a Public Corruption Unit to crack down on the pay-to-play culture of Jefferson City."""
6326,"""The Legislative Ethics Commission continues to function."""
6329,"Says Paul Manafort’s alleged crimes were ""years ago, before Paul Manafort was part of the Trump campaign."""
6336,"Says Tony Evers ""allowed a middle-school teacher found guilty of spreading pornographic material at school to keep teaching students."""
6337,"Says President Barack Obama’s policy known as DACA ""contributed to a surge of minors at the southern border."""
6338,"""As of 2014, illegal aliens made up roughly 3.5 percent of our population, and committed over 10 percent of all murders."""
6342,"Says Kelli Ward hosted a town hall on ""chemtrail conspiracy theories"" and is open to sponsoring chemtrails legislation."
6343,"Says the Joker's ""Red Hood"" origin story is ""the true one."""
6345,"""Crime has been getting worse since Jerry Brown was elected governor."""
6349,"Preliminary murder rates in Philadelphia ""will put the murder rate at the highest of this decade in the city."""
6350,"""According to a recent study from the University of California Riverside, (sanctuary) cities with these policies have more violent crime on average than those that don’t."""
6352,"""Collusion is not illegal."""
6353,"""Midtown crime is up by 30 percent the last quarter."""
6358,"""I have seen crime increase in every major metropolitan area (in California) … Crime is on the rise in every major market."""
6367,"""What Trump is alleged to have done is actually no different than what Barack Obama did in April last year when he made it known that he didn’t want Hillary prosecuted."""
6381,"""Florida Sheriff: Blacks should learn to act like white people in order to stay alive."""
6386,"""What has happened since 2005? We’ve seen violent crime continuously go down"" due to Florida's ""stand your ground"" law."
6390,"""According to data provided by the Department of Justice, the vast majority of individuals convicted of terrorism and terrorism-related offenses since 9/11 came here from outside of our country."""
6409,"Democrat Stephen Webber ""voted to allow sex offenders to be within 500 feet of childcare centers and playgrounds, and even voted to allow sex offenders to be coaches."""
6416,"Says Chris Koster ""fell silent"" as attorney general in pursuing a case against a free classified service accused of promoting prostitution after accepting ""over $12,000 in campaign contributions' from people affiliated with the service."""
6417,"Says ""Morgan Carroll opposed requiring convicted sex offenders to register their online profiles, making it harder to track online sex offenders and child predators."""
6419,"Says Gerald Daugherty advocated lowering the penalty for crimes like strangulation in domestic violence cases because ""they just ‘throw more people into the’"" jail ""‘system."""
6421,"Says Hillary Clinton ""wants to have open borders."""
6429,"In New York City, ""murders are up."""
6442,"""One third of all federal prisoners today are illegal immigrants."""
6443,"Says Hillary Clinton wants illegal immigrants ""collecting Social Security benefits."""
6445,"""One in four inmates is an illegal immigrant."""
6446,"""In Catherine Cortez Masto's last term as attorney general, Nevada murder went up 11 percent, robbery went up 28 percent, rape 51 percent. When Cortez Masto left office, Nevada ranked as America's third most dangerous state."""
6454,"""Neighborhoods have become more violent"" under President Barack Obama's ""watch."""
6457,"""Barack Obama and Hillary Clinton have left us with $19 trillion in debt."""
6467,"""Attempts to find things like, ‘crime,’ ‘criminal activity,’ ‘indictment,’ have been filtered out by Google"" in favor of Hillary Clinton."
6474,"In Ohio, ""each year an estimated 1,000 children become victims of human trafficking, and over 3,000 more are at risk."""
6477,"Says ""Elizabeth Warren lied when she says I want to abolish the Federal Minimum Wage."""
6481,"Says Donald Trump thinks ""a grown man pretending to be a woman (should) be allowed to use the women's restroom."""
6482,"""She is the only candidate who has stood by our community and immigration reform from the beginning."""
6490,"Congressman Jeff Denham ""has agreed all illegal immigrants should be detained, arrested and deported."""
6491,"Says Judge JoAnne Kloppenburg agreed to use a technicality to give a convicted sex offender a new hearing because ""he didn’t understand the charge."""
6498,"Travis County residents ""trusted me to take on Tom DeLay — and we won."""
6499,"""In New England, Rhode Island has the second highest number of police officers being assaulted."""
6502,“United States Navy Seal Team ... helicopter was shot down yesterday in Afghanistan and they lost 30 members of the team.”
6507,"Says Libya ""Ambassador (Christopher) Stevens sent 600 requests for help"" in Benghazi."
6518,"As first lady, Clinton would travel to places that were ""too small, too poor or too dangerous"" for the president."
6523,The United States was not one of 16 countries where David Perdue said in his Pillowtex deposition that he created jobs.
6524,Says Romney had the uniforms for the 2002 Winter Olympic games made in Burma.
6525,"Keystone XL allows ""Canada to pump their oil, send it through our land, down to the Gulf, where it will be sold everywhere else."""
6531,The U.S. “could easily count every vote in every state on election night until a few years ago.”
6534,"“El CDC está a punto de agregar la vacuna Co vid al calendario de vacunación infantil, lo que haría que la vacunación sea obligatoria para que los niños asistan a la escuela”."
6537,"“60% of Alaska voters voted for a Republican, but thanks to a convoluted process and ballot exhaustion — which disenfranchises voters — a Democrat ‘won.’"""
6591,"In voting by mail, “hundreds of thousands of ballots have been rejected for defects and millions more end up missing or in landfills.”"
6604,"""104 House Democrats voted for impeachment before the Ukraine call took place."""
6614,"Says aquatic life near Alaska, Canada and Australia have been found with cancer and mutations as a result of the Fukushima nuclear disaster."
6619,"""For more than a year, I have been saying that it’s time for Congress to act and begin impeachment proceedings."""
6623,"""I’ve already traveled to Washington, D.C., and secured a historic commitment from the Trump administration to provide assistance to the communities that Michael battered."""
6633,"""Two long running, Obama era, investigations of two very popular Republican Congressmen were brought to a well publicized charge, just ahead of the Mid-Terms, by the Jeff Sessions Justice Department."""
6639,"""In the past, we have foolishly released hundreds and hundreds of dangerous terrorists, only to meet them again on the battlefield — including the ISIS leader, al-Baghdadi, who we captured, who we had, who we released."""
6646,"In the Alabama Senate runoff, ""the candidate I endorsed (Luther Strange) went up MANY points after endorsement!"""
6654,"Says Al Jazeera, ""a mouthpiece for terrorists, has been paying Jon Ossoff thousands of dollars. ... What is he hiding?"""
6656,"""122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield."""
6660,"Kelly Ayotte ""voted for a budget that had $90 billion of cuts to Pell Grants."""
6666,"Says ""Iraq has been overrun by ISIS because Hillary Clinton failed to renegotiate . . . a status of forces agreement."""
6671,"President Barack Obama attended  ""an Islamic madrassa."""
6673,"Because George Holding doesn’t live in the congressional district he’s running for, he ""doesn’t experience the same things that we are all experiencing."""
6681,"Says President Barack Obama has ""been presiding over our jobs going overseas for seven years."""
6683,"""Between 1990 and 2013, the maternal mortality rate for women in the U.S. has increased by 136%."""
6688,"Says 25 percent of U.S. Muslims ""agreed that violence against Americans here in the United States is justified as a part of the global jihad."""
6694,"Says he will pursue change in federal law to protect employees from ""extortion from a union"" because ""the Supreme Court has ruled that federal prohibitions outlawing extortion usually do not apply to unions."""
6701,The average age of planes in the Qatar Airways fleet is about four years while Delta Air Lines flies planes that are 35 years old.
6704,"Said former U.S. Ambassador to Kenya Scott Gration ""was forced to resign two years ago because of his personal use of emails."""
6710,"In ""the past four or five"" presidential elections, ""people who poll high at the beginning are not the people who end up being the nominees."""
6718,"Under a proposed medical marijuana amendment in Florida, ""you don't get refills -- you get it forever."""
6727,"Judging by a recent vote, Rep. Debbie Wasserman Schultz ""thinks it's okay for medical marijuana patients to go to federal prison."""
6730,"In 2007, Ed Gillespie ""was paid $300,000 to be the frontman for a coalition that made the individual mandate the centerpiece of its health reform plan."""
6737,"Says President Barack Obama's acceptance of an ""Islamic order and gold medal"" was ""unconstitutional."""
6745,"The No. 2 owner of Fox News is Prince Alwaleed bin Talal, who said, ""A strong American Government is not good for us."""
6757,"On immigration reform, Marco Rubio ""all along has been saying, 'We have to have border security first' "" and then ""he gets on Spanish TV, he ends up saying, 'No, no. That will never get in the way.' """
6758,"""Republicans actually doctored emails between administration officials about Benghazi. Then, they released them to the press, trying to pass them off as real."""
6762,"U.S. Rep. John Barrow of Georgia has helped support the implementation of ""Obamacare."""
6764,"""In barely four years in office, five jihadists have reached their targets in the United States under Barack Obama,"" compared to zero ""in over seven years after 9/11 under George W. Bush."""
6782,"Embryonic stem cell research is at a ""dead end, with no one good example of a successful treatment."""
6795,"""In this country … we have more natural gas than Saudi Arabia has oil."""
6797,"""We have more natural gas in this country than Saudi Arabia has oil."""
6799,"""We have, right now, Hezbollah, which is working throughout Latin America, in Venezuela, in Mexico, throughout Latin America, which poses a very significant and imminent threat to the United States of America."""
6807,"In the New York 9th District, ""there is a large number of people who went to the polls tonight who didn't support the president to begin with and don't support Democrats -- and it's nothing more than that."""
6814,Says his Twitter account has 1.3 million followers.
6827,"Says you can buy four light bulbs for $1.99 at Walmart, while a single compact fluorescent lamp (CFL) costs ""$10 a pop."""
6843,"Says the EPA ""outsourced the scientific basis for its greenhouse gas regulation to a scandal-plagued international organization that cannot be considered objective or trustworthy."""
6859,"""I didn't say"" it doesn't really matter whether Gore or Bush is president."
6861,"""We are winning the popular vote."""
6864,"""My husband didn't wrap up the nomination until June."""
6881,Says Joe Biden “imports oil from Iran.”
6889,"""The president looks like he was ahead of the curve – as you know, he talks about this all the time – on shutting down travel from China."""
6900,"""A bounty of $80 MILLION has been placed on President Donald Trump’s head by Iran as tensions between the country and the USA rise."""
6905,"""Hillary ignored multiple requests for security, didn’t respond for 13 hours, & let 4 Americans die in Benghazi. Trump rushed in reinforcements, threatened to destroy Iran, & made sure no lives were lost in Baghdad."""
6921,"""You can see visits to Moscow made during the campaign by (Paul) Manafort and others."""
6923,"""Republican Mark Kirk is outsourcing his campaign to a Super PAC funded almost exclusively by a bunch of hedge fund billionaires. ... I don’t have a Super PAC."""
6931,"Says Hillary Clinton’s State Department ""approved the transfer of 20 percent of America’s uranium holdings to Russia, while nine investors in the deal funneled $145 million to the Clinton Foundation."""
6932,"Says that in her speech to the pro-Israel group AIPAC, Hillary Clinton ""had one line on the Palestinian people."""
6937,"Two years ago motorists in Ferguson, a city of 20,000 people, ""received 31,000 citations. That's at least one citation per person plus 10,000 for visitors. The city is still surviving only on traffic tickets; there's virtually no industry there."""
6953,"The United States has ""more of our people in prison than Russia, China, and North Korea combined."""
6956,"""At the mere request from Putin, President Obama withdrew the plans for a missile defense program based in Poland and the Czech Republic."""
6964,"""The failed economic policies"" of President Barack Obama, the Democrats and the Federal Reserve ""are making gas prices higher while America’s economy is running on fumes."""
6985,"""Iranian mullahs took American hostages and they held the American hostages for 444 days. ...The one hour in which they released them was the one hour in which Ronald Reagan was taking the Oath of Office …"""
6989,“Joe Biden left Marines behind in Afghanistan. And now he left a Marine behind in Russia.”
6996,Says Nancy Pelosi on Aug. 31 blocked members of Congress from reading aloud on the House floor the names of the 13 U.S. service members killed in Afghanistan.
7017,Says President Donald Trump “is still yet to say anything as the president of the United States about bounties on American troops.”
7024,Says President Donald Trump hasn’t condemned David Duke and Richard Spencer.
7025,"Says he has ""more executive experience than the vice president."""
7041,"The government ""made accommodation to the Fort Hood shooter to let him grow a beard"" for religious reasons."
7045,"Congress' decision to ""spend less around the world"" on embassy security contributed to ""tragedies"" like Benghazi."
7059,"Says the Treasury Department ""says 41 percent of all business income reported on individual returns would be hit by the [millionaires’] surtax"" that ""would harm small businessmen and women, the very people we are counting on to create new jobs."""
7061,"The debt-ceiling bill ""doesn’t cut the debt. It will add about $7 trillion in new debt over the next 10 years."""
7064,"""Since 2004, there have been some 1,300 attacks (on rail targets). Four thousand people have died. Thousands of injuries."""
7071,"""He made time to go to the gym, but canceled a visit with wounded troops. Seems the Pentagon wouldn't allow him to bring cameras."""
7084,"""$12 billion more for Ukraine on top of $100+ billion while Jackson, Mississippi has yet to receive any funding to fix their water infrastructure."""
7103,Fuel containing 15% ethanol will ruin a car engine.
7115,"“While Ukrainians bled and died, Congressman Budd excused their killer.”"
