Unnamed: 0,claim,year_of_publish,month_of_publish,day_of_publish,truth_value
2238,Russia ramps up attacks on Ukraine's infrastructure as Mariupol officials lose contact with remaining troops at the Azovstal steel plant. ,2022,May,5,meter-true
2239,Ukrainian officials say debris is being cleared as Russians plan to turn Mariupol into the center of “celebrations” for Victory Day on May 9.,2022,May,4,meter-true
2240,"The evacuations from the Azovstal steel plant come as Moscow reportedly prepares to annex Ukrainian territory, including Donetsk, Luhansk and Kherson.",2022,May,3,meter-true
2241,Israel demanded an apology from the Russian government for employing a discredited antisemitic trope.,2022,May,2,meter-true
2242,Putin won’t find it easy to mobilize Russia for war.,2022,May,2,meter-true
2243,U.S. diplomats will resume limited activities in Lviv. Nancy Pelosi meets the Polish president. Jill Biden to travel to Romania and Slovakia.,2022,May,2,meter-true
2244,About 10 percent of the tech workforce is projected to leave Russia before the end of May.,2022,May,1,meter-true
2245,House Speaker Nancy Pelosi is the highest-ranking U.S. leader to visit Ukraine since the Russian invasion. ,2022,May,1,meter-true
2246,"Russian-occupied Kherson faces new restrictions, and fighting continues in Kharkiv.",2022,May,1,meter-true
2247,"To actually enable Ukraine to go on the counteroffensive, it will need even more support. ",2022,April,30,meter-true
2248,"Ukrainian leaders have been warning for weeks that up to 1,000 civilians were still at the besieged site and growing short on food and water.",2022,April,30,meter-true
2249,Images of resilience and loss from the front.,2022,April,29,meter-true
2250,"Willy Joseph Cancel, a 22-year-old American citizen and U.S. Marine veteran fighting in Ukraine, was killed during the Russian invasion this week, according to his family. ",2022,April,29,meter-true
2251,Ukraine's neighbor faces an imperial Russian challenge that is strikingly familiar. ,2022,April,28,meter-true
2252,Weakening aggressive authoritarian states is exactly what the U.S. should be doing. ,2022,April,28,meter-true
2253, Ukrainian officials denounced a brazen attack on the capital city the same day a United Nations leader visited.,2022,April,28,meter-true
2254,The only way to deal with the expectations Mr. Scholz raised on Feb. 27 is to meet them.,2022,April,27,meter-true
2255,"The Kremlin’s move to cut off natural gas shipments to Bulgaria and Poland was a blow to the E.U. Ukraine calls reports of explosions in Russia ""karma.""",2022,April,27,meter-true
2256,The details of alleged rapes by Russian soldiers are emerging from formerly occupied areas,2022,April,26,meter-true
2257,"Meeting in Germany with officials from more than 40 countries, the United States’ top defense officials made an urgent case for sending more weapons to Ukraine.",2022,April,26,meter-true
2258,An indictment would represent a landmark moment to hold senior officials accountable.,2022,April,26,meter-true
2259,American officials say they are rushing equipment to Ukraine and resuming diplomatic activity in the country.,2022,April,25,meter-true
2260,Ukrainian President Volodymyr Zelensky said top U.S. officials “should not come here with empty hands.” ,2022,April,24,meter-true
2261,"“Well, this only confirms what I have said many times: The Russian invasion of Ukraine was intended only as a beginning, then they want to capture other countries,"" Ukrainian President Volodymyr Zelensky responded Friday night.",2022,April,22,meter-true
2262,Some wineries have halted production and pivoted to supporting the refugees and Ukrainian fighters while others contemplate finding other markets amidst war-disrupted supply chain issues.,2022,April,21,meter-true
2263,"Ukraine's Zelensky said Russia ""so far” rebuffed attempts to evacuate civilians from Mariupol's Azovstal steel plant.
",2022,April,21,meter-true
2264,Aiden Aslin had been fighting alongside Ukrainian forces defending the port city of Mariupol.,2022,April,20,meter-true
2265,"For days now, Ukraine has rebuffed Russian deadlines to surrender in the southern port city.",2022,April,20,meter-true
2266,"Ukrainian Jews, fleeing war, have qualified for citizenship in Israel. But thousands of non-Jews have arrived, sparking debate over what refugees are owed.",2022,April,19,meter-true
2267,"Luhansk's regional governor said Kreminna is “under the control” of Russian forces. The Azovstal steel plant in Mariupol came under attack, officials said.",2022,April,19,meter-true
2268,The brutality should motivate the West to do anything within its lawful power to stop Russia from achieving its ends.,2022,April,19,meter-true
2269,Patriarch Kirill has angered many in echoing the language Vladimir Putin uses to justify the Ukraine invasion.,2022,April,18,meter-true
2270,"Moscow has for weeks been amassing troops and supplies in preparation for its renewed assault on the Donbas region, which became the Kremlin’s primary focus after its forces failed to capture Kyiv during the first phase of the invasion. ",2022,April,18,meter-true
2271,"Russian officials warned Sunday that resistance in the port city of Mariupol will be “eliminated,” hours after their dawn deadline for Ukraine to surrender passed without any sign of Kyiv capitulating.",2022,April,17,meter-true
2272,"Ukrainian President Volodymyr Zelensky also said his country’s military has lost an estimated 2,500 to 3,000 troops since the Feb. 24 invasion. ",2022,April,16,meter-true
2273,TikTok could also prove its commitment to free expression.,2022,April,16,meter-true
2274,European nations are weighing climate benefits against the perils of putting nuclear power plants in harm’s way. ,2022,April,15,meter-true
2275,"Ukraine's president noted the irony of Moscow refocusing attacks on his country's east, where many Russian speakers live. ",2022,April,15,meter-true
2276,"Soaring prices for imports of wheat, fuel and fertilizer threaten an economic and political toll.",2022,April,15,meter-true
2277,"The Kremlin’s invasion sparked a refugee crisis, forced nations to rethink neutrality and threatens the global economy.",2022,April,14,meter-true
2278,Russia warned it could deploy more nuclear weapons in the region if Finland and Sweden join NATO. ,2022,April,14,meter-true
2279,"Russia stands accused of genocide, yet Israel still won’t do more to help Ukraine.",2022,April,13,meter-true
2280,"Meanwhile, President Biden announced a new batch of federal judicial nominees, bringing his total for his term to 90. He is getting judges confirmed at a faster clip than any president since John F. Kennedy.",2022,April,13,meter-true
2281,Satellite images captured by U.S. firm Maxar Technologies show Russian forces repositioning in Ukraine’s east.,2022,April,13,meter-true
2282,The Russian leader made the remarks after a meeting with Belarusian President Alexander Lukashenko in Russia’s far-eastern Amur region.,2022,April,12,meter-true
2283,Facebook’s third-party fact-checkers in Ukraine are trying to police a deluge of misinformation while also trying to survive.,2022,April,12,meter-true
2284,Putin conferred with Belarusian President Alexander Lukashenko as the United States and its allies sought to verify unconfirmed reports of a Russian chemical attack in Mariupol.,2022,April,12,meter-true
2285,The musician’s cover was in support of Global Citizen’s #StandUpForUkraine fundraising effort.,2022,April,11,meter-true
2286,"The regional governor of Kharkiv said the town of Izyum “remains the hottest spot” of the war, as Russia moves more equipment and troops into place, in preparation for what Zelensky described as “even larger operations in the east of our state.” ",2022,April,11,meter-true
2287,"Post reporters Joyce Koh, Max Bearak and Louisa Loveluck — who have all been reporting on the ground in Bucha, Ukraine — will answer your questions on Tuesday at 1 p.m. Eastern time. ",2022,April,11,meter-true
2288,There were small shiny black boots. Cozy slippers. The 210 pairs represented the reported number of children who died in Russia's war for Mariupol.,2022,April,10,meter-true
2289,"Russia’s invasion of Ukraine, after a shift away from efforts to take Kyiv, is proceeding primarily on two fronts, Ukrainian officials said Sunday.",2022,April,10,meter-true
2290,British Prime Minister Boris Johnson and other European leaders visit Kyiv in show of support. ,2022,April,9,meter-true
2291,"""If I remain silent, I’m not a priest,"" the Rev. Ioann Burdin said.",2022,April,8,meter-true
2292,Could Chinese President Xi Jinping take a page from Theodore Roosevelt’s playbook to end the war in Ukraine?,2022,April,8,meter-true
2293,"When war feels close to home, images function differently.",2022,April,8,meter-true
2294,"Civilians have always played a role in documenting conflicts and humanitarian crises, but the advent of social media brought unprecedented speed and reach. In the past decade, military and media analysts say, “civilian witnessing” has evolved into a powerful force because of its ability to break through public apathy, fact-check official propaganda and create a digital trove of evidence for potential war crimes investigations. ",2022,April,8,meter-true
2295,Ukrainian officials said Russian missiles struck the Kramatorsk train station in eastern Ukraine while hundreds of evacuees were waiting to escape an expected onslaught in the region. ,2022,April,8,meter-true
2296,"For all its defects, the U.N. offers potential advantages to the cause of peace and security — in Ukraine and elsewhere.",2022,April,7,meter-true
2297,Israel is running out of excuses for inaction.,2022,April,7,meter-true
2298,"Moscow’s Foreign Ministry spokesman said this week that Chanel had joined the “Russophobic campaign” to “cancel Russia.""",2022,April,7,meter-true
2299,Global outrage has grown since the brutal slaying of civilians in the Kyiv suburb of Bucha was revealed after Russian forces withdrew. ,2022,April,7,meter-true
2300,New sanctions that will include two of the country’s largest banks as well as Russian President Vladimir Putin’s adult children.,2022,April,6,meter-true
2301,The legal process for holding the Russian president and his army accountable has begun.,2022,April,6,meter-true
2302,China's close ties with Russia have become a sticking point for the West as it works to isolate Moscow over the war.,2022,April,6,meter-true
2303,"International outrage over alleged war crimes in a Kyiv suburb is deepening Moscow’s isolation, as the European Commission proposes a ban on Russian coal and the United States plans a new package of sanctions.
",2022,April,5,meter-true
2304,"“This guy is brutal, and what’s happening in Bucha is outrageous, and everyone’s seen it,” the U.S. President said. “I think it is a war crime.”",2022,April,4,meter-true
2305,"Outrage grew Sunday over horrific images out of Bucha, a suburb of Kyiv, with world leaders calling for new sanctions and investigations into alleged war crimes.",2022,April,3,meter-true
2306,"Ukrainian President Volodymyr Zelensky said that Russia’s pullback in the north was “slow but noticeable,” as the Pentagon announced more security aid. ",2022,April,2,meter-true
2307,The International Committee of the Red Cross said it would attempt to reach Mariupol again after conditions Friday “made it impossible to proceed” with a major humanitarian mission. ,2022,April,1,meter-true
2308,Rallying people to accept the temporary economic burdens required to confront Russia is the main challenge for Biden and European leaders.,2022,April,1,meter-true
2309,"Russian President Vladimir Putin demanded that “unfriendly countries” pay for natural gas in rubles, an apparent bid to help stabilize the Russian currency.",2022,March,31,meter-true
2310,The devastated city's mayor says Russian forces 'are destroying everything that lives.',2022,March,30,meter-true
2311,"More than 4 million people have now fled Ukraine, according to the United Nations.",2022,March,30,meter-true
2312,The European Commission's recommendation comes amid a global crackdown on oligarchs and others seen as supporting Russia’s invasion of Ukraine.,2022,March,29,meter-true
2313,Members of the Ukrainian delegation proposed countries “guarantee” Ukraine’s security in exchange for Kyiv’s “neutrality.”,2022,March,29,meter-true
2314,"Post reporters Isabelle Khurshudyan, Shane Harris and Whitney Leaming will answer your questions about the war in Ukraine on Wednesday at 1 p.m. Eastern time.",2022,March,29,meter-true
2315,The scramble raises fears the war in Ukraine is spilling into the Black Sea.,2022,March,28,meter-true
2316,Ukrainian officials say they are hoping at most for a cease-fire agreement as they enter a new round of in-person negotiations with Russia set to begin Tuesday in Istanbul.,2022,March,28,meter-true
2317,"""At the concert ... we felt unity,"" Ukrainian violinist Olha Pyshchyta said.",2022,March,27,meter-true
2318,Ukrainian President Volodymyr Zelensky said in a new interview that he is open to a compromise involving Ukrainian “neutrality” and guarantees for his country’s security.,2022,March,27,meter-true
2319,The president also reassured Warsaw of Washington’s commitment to NATO and the security of its allies bordering Russia during the last day of his trip to Europe.,2022,March,26,meter-true
2320,"Russia has begun to mobilize military reinforcements to send into Ukraine as its combat losses in the month-old war continue to grow, the Pentagon said.",2022,March,25,meter-true
2321,"The Russian military spy service, the GRU, was behind the compromise, officials said, speaking on the condition of anonymity because of the matter’s sensitivity.",2022,March,25,meter-true
2322,"In peacetime, the programmers of Ukraine’s tech scene crafted the consumer software that powered homegrown start-ups and some of Silicon Valley’s biggest names. Now, they build apps of war.",2022,March,24,meter-true
2323,"The United States and its European allies reinforced their tough stand against Russia on Thursday, sharply warning Moscow against using chemical weapons in Ukraine and announcing new sanctions on Russians. The White House also announced the United States would accept 100,000 refugees fleeing Ukraine.",2022,March,24,meter-true
2324,"Russia is turning to air, artillery, and rocket and missile bombardments of Ukrainian cities to offset the lack of momentum by troops on the ground.",2022,March,24,meter-true
2325,An American manufacturer is providing the aircraft and teaching the Ukrainians how to operate them.,2022,March,24,meter-true
2326,"The G-7 is expected to warn Vladimir Putin against chemical, nuclear weapons in Ukraine. Biden is holding emergency talks with NATO in Europe as the war marks one month.",2022,March,24,meter-true
2327,"As the war hit the four-week mark, President Biden arrived in Europe to rally NATO support for ramping up economic and military pressure against Moscow.",2022,March,24,meter-true
2328,"""So far, his intention is … he wants to,” Russia’s ambassador to Indonesia said of Vladimir Putin’s attendance at the G-20 summit in Bali, Indonesia, later this year.",2022,March,23,meter-true
2329,"Uncertainty from the war in Ukraine, the new covid outbreak and regulatory crackdowns spooked foreign investors and slowed President Xi Jinping’s reform agenda.",2022,March,23,meter-true
2330,"""I’m sorry for our guys. We are burying them every day,"" a local gravedigger says.",2022,March,23,meter-true
2331,"Secretary of State Antony Blinken pointed to the suffering of civilians in Mariupol, a key port city that Russian forces cut off early in their invasion and then bombarded.",2022,March,23,meter-true
2332,A start-up company headquartered in Latvia sees its Russian and Ukrainian staff scattered by war.,2022,March,22,meter-true
2333,"Mariupol continues to see some of the worst bombardment in Ukraine, as the Russian invasion approaches the one-month mark.",2022,March,22,meter-true
2334,The attack in Kyiv is the latest in a series of violent strikes that have left civilians on edge.,2022,March,21,meter-true
2335,Who stood tall?,2022,March,20,meter-true
2336,"Sports are a refuge from the real world, but nothing should distract us from this reality.",2022,March,20,meter-true
2337,Russian efforts to seize Kyiv and topple Volodymyr Zelensky’s government have so far been frustrated by Ukrainian resistance.,2022,March,20,meter-true
2338,"Russia’s aggression has united Americans against Vladimir Putin, but inflation still drives political attitudes and partisan divisions shape attitudes toward President Biden",2022,March,19,meter-true
2339,Fierce fighting for control of Mariupol was impeding search and rescue efforts for civilians said to be trapped in a theater.,2022,March,19,meter-true
2340,Major disruptions last year have given way to sudden crises caused by war in Ukraine and a coronavirus spike in China.,2022,March,18,meter-true
2341,Russian citizens have just lost a vital defender of their human rights.,2022,March,18,meter-true
2342,The war in Ukraine is a reminder of how easily toxic masculinity still could drag us all to savagery.,2022,March,18,meter-true
2343,It’s pure hell for the journalists who are there covering the war. But we will all be worse off if they are forced to leave.,2022,March,18,meter-true
2344,"The theater was being used as a civilian shelter when it was struck. In western Ukraine, a Russian missile strike near the airport in Lviv raised concerns about how long the region can remain a relatively safe refuge.",2022,March,18,meter-true
2345,The United States and its allies should increase financial aid to the U.N. World Food Program and similar initiatives.,2022,March,18,meter-true
2346,"The latest artistic casualty of war is the Drama Theater of Mariupol, mostly destroyed by an airstrike.",2022,March,18,meter-true
2347,"A huge slice of Russia’s population is passive, for now, realizing there are risks to speaking out. But a surprising number are doing so.",2022,March,17,meter-true
2348,"On their TV sets, Russians are seeing a far different set of events in Ukraine than the rest of the world is witnessing.",2022,March,17,meter-true
2349,More than 400 global companies have announced plans to withdraw or scale back their operations in Russia over its invasion of Ukraine.,2022,March,17,meter-true
2350,"European authorities and aid groups are warning that criminals may seek to capitalize on the desperation of refugees, with more than 3 million leaving Ukraine since Feb. 24.",2022,March,17,meter-true
2351,The two high-profile attacks on civilian areas unfolded one day after a Russian airstrike demolished a theater in the port city of Mariupol while hundreds sheltered inside.,2022,March,17,meter-true
2352,Ukraine's Zelensky is right: Peace should matter more than profit.,2022,March,17,meter-true
2353,"Ukrainian officials on Wednesday said they were struggling to assess the toll of an airstrike on a theater in the besieged port city of Mariupol, a cultural site where hundreds of residents have recently sought shelter.",2022,March,16,meter-true
2354,"The real story of Russia’s aggression is not its strength, but its decline.",2022,March,16,meter-true
2355,Facebook's decision to allow calls for violence from Ukrainians reveals a set of values.,2022,March,15,meter-true
2356,"Half of the 3 million people who have fled the war in Ukraine are children.  In their own words and drawings, some shared what they have been through.",2022,March,15,meter-true
2357,"Biden’s participation in the March 24 summit at NATO headquarters was announced as the heads of three governments in the European Union — the Czech Republic, Poland and Slovenia — traveled to Kyiv to meet with Ukrainian President Volodymyr Zelensky.",2022,March,15,meter-true
2358,How do we talk about renewal when destruction is all around?,2022,March,15,meter-true
2359,The West is united. Ukraine is fighting on. Russia is off balance.,2022,March,15,meter-true
2360,"Caution about directly engaging Russia has made sense so far, but a more aggressive posture will be needed to meet the coming challenge.",2022,March,15,meter-true
2361,Not since ISIS have we seen such a flurry of recruitment activity.,2022,March,14,meter-true
2362,"Negotiations between Ukraine and Russia are on hold until Tuesday, after the talks resumed following attacks on a military facility 15 miles from the border of NATO member Poland.",2022,March,14,meter-true
2363,"Influencers are in ""hysterics"" over the app's departure, while Ukrainians being bombed by the Russian military mock them.",2022,March,14,meter-true
2364,"At least 35 people were killed and 134 injured early Sunday when a barrage of Russian missiles slammed into a military facility in western Ukraine about 15 miles from the border with Poland, a NATO member.",2022,March,13,meter-true
2365,"As Russia’s invasion entered its 17th day, President Biden authorized the United States to send $200 million worth of military equipment and training to Ukraine.",2022,March,12,meter-true
2366,Russia will need centuries to recover from Putin's mistake.,2022,March,12,meter-true
2367,Vladimir Putin's tactics to keep people in line should have no place here.,2022,March,12,meter-true
2368,"China, despite claiming neutrality, has maintained a pro-Kremlin lean and is opposed to sanctions, stating that it will continue to trade with Russia as usual.",2022,March,11,meter-true
2369,"Ukrainian President Volodymyr Zelensky accused Russia of again disrupting the evacuation of civilians, but said 7,144 residents were saved on Friday.",2022,March,11,meter-true
2370,"Hope, not despair, is rallying people to resist Russia’s attack on Ukraine.",2022,March,11,meter-true
2371,"The war, which has divided Muslim clerics, threatens to destabilize Eurasia.",2022,March,10,meter-true
2372,The humanitarian crisis in a Ukrainian port city deepened Thursday as its mayor said the Kremlin’s troops are firing on residential areas and continuing to thwart evacuations.,2022,March,10,meter-true
2373,"The Bumble company, which also owns dating apps Badoo and Fritz, made the decision as many companies around the world halt services in Russia.",2022,March,9,meter-true
2374,"New York Times editors ran an ""exceptionally graphic"" photo on their front page, as journalists try to convey the war's brutality without exploiting it.",2022,March,9,meter-true
2375,"Quickly, before I lose my nerve and something even worse happens than has already happened, some thoughts about language in the context of this war.",2022,March,9,meter-true
2376,"“Atrocity!” Urkrainian President Volodmyr Zelensky tweeted, referring to a hospital in the besieged southern city of Mariupol.",2022,March,9,meter-true
2377,The Biden administration said it will ban imports of oil and natural gas from Russia and acknowledged Americans would see gas prices increase.,2022,March,8,meter-true
2378,"Talks between Russian and Ukrainian negiotiators, which began as the war entered its 12th day, yielded some progress on logistical arrangements for local cease-fires and evacuation corridors.",2022,March,7,meter-true
2379,"While Moldova has never felt closer to Europe, it has also never felt more vulnerable to the Kremlin.",2022,March,6,meter-true
2380,"Speaking on a day known as “Forgiveness Sunday” to Orthodox Christians, Ukrainian President Volodymyr Zelensky declared in a video message: “We won’t forgive.”",2022,March,6,meter-true
2381,"The Russian president also warned that a NATO declaration of a no-fly zone over Ukraine would be seen as an act of war, making the alliance ""participants of the military conflict.”",2022,March,5,meter-true
2382,"Microsoft is suspending all new sales of products and services in Russia, in a major addition to the flood of companies cutting ties over the invasion of Ukraine.",2022,March,4,meter-true
2383,"“We are simply being destroyed,” said Mariupol Mayor Vadym Boychenko on his Telegram channel, noting the city has been under “merciless bombardment” from Russian forces over the past five days a long enough period of peace to restore utilities such as electricity and water.",2022,March,4,meter-true
2384,"In the long run, the United States can’t contain both Russia and China. Europe’s resolute opposition to Putin’s war provides an opening for a strategic shift.",2022,March,4,meter-true
2385,"President Biden called Russia's actions in Ukraine a ""genocide"" as accusations mount that Russian forces have committed war crimes in the invasion.",2022,March,4,meter-true
2386,The Fédération Internationale Féline is among the latest groups to isolate Russia after its invasion of Ukraine.,2022,March,3,meter-true
2387,"The announcement of “humanitarian corridors” came as Russian forces encircled major port cities, leading local officials to sound alarms about dwindling supplies.",2022,March,3,meter-true
2388,Putin is pulling the plug on independent news.,2022,March,3,meter-true
2389,Chernobyl survivor and Ukrainian historian Serhii Plokhy says the danger of a nuclear accident might be greater than we think.,2022,March,3,meter-true
2390,"As the fighting raged in Ukrainian streets, President Biden told reporters Wednesday that it’s “clear” Russian forces are deliberately targeting civilian areas in Ukraine.",2022,March,2,meter-true
2391,We have seen the previously unthinkable rapidly become the politically necessary throughout Europe.,2022,March,2,meter-true
2392,"Overnight, it can turn a financially sound economy into a basket case.",2022,March,1,meter-true
2393,"Kyiv was bracing for an all-out assault amid fears that Russian troops would encircle the capital, as they’ve apparently done in the country’s second-largest city, Kharkiv, its mayor told The Post.",2022,March,1,meter-true
2394,Russia's invasion of Ukraine has drawn international condemnation. But at least one country has stood by Moscow and its leader.,2022,March,1,meter-true
2395,"Kharkiv, a city of 1.5 million people about 25 miles from the Russian border, has emerged as a major linchpin in Russian efforts to advance on Ukraine’s capital, Kyiv.",2022,February,28,meter-true
2396,"Western sanctions hit the ruble, and Ukraine has stymied Russian forces trying to capture Kyiv.",2022,February,28,meter-true
2397,The blunt force of sports has power over Russia. Alex Ovechkin should lend his voice.,2022,February,28,meter-true
2398,"Earlier Sunday, Ukrainian President Volodymyr Zelensky said Ukraine and Russia would conduct the first diplomatic talks since the Kremlin-launched invasion.",2022,February,27,meter-true
2399,"A petition calling for an end to the fighting rocketed around Russia's technology community after the country invaded Ukraine on Thursday. More than 10,000 people have signed it.",2022,February,27,meter-true
2400,"Next steps for the United States and Europe must include beefed-up defense spending, the possible admission of Scandinavian NATO members and a more realistic posture on energy.",2022,February,26,meter-true
2401,"At daybreak, Ukrainian President Volodymyr Zelensky posted a video of himself, unshaven, on the capital’s streets — proof of his apparent commitment to remain in Kyiv.",2022,February,26,meter-true
2402,Biden must turn his vision of an alliance of democracies against autocracy into a reality.,2022,February,17,meter-true
2403,The arrest could bring new details about one of the most notorious detention sites in Ukraine’s ongoing war.,2021,November,20,meter-true
2404,The developments offered some hope that an international investigation might clarify how Malaysia Airlines Flight 17 was shot down in eastern Ukraine.,2014,July,22,meter-true
2405,"Washington Post photojournalists have braved danger to capture lasting images of loss and love, which tell the story of 10 months of life in a nation at war.",2023,2023,2023,meter-true
2406,"The first week of COP27, the United Nations climate conference, is underway in Egypt. President Biden is attending events with other world leaders.",2022,November,11,meter-true
2407,"With just one day until Election Day, follow our live coverage to get the latest news and updates on the 2022 midterm elections.",2022,November,7,meter-true
2408,"On Friday, U.S. and Ukrainian officials were sent scrambling as news broke that Musk had asked the Pentagon last month to take over paying for his Starlink satellite communications service in Ukraine.",2022,October,12,meter-true
2409,"Many of the global prices for food, fuel and fertilizer that spiked when Russia invaded Ukraine have returned to their pre-war levels, defying the most dire forecasts even as policymakers warn of the continued risk of famine and financial crisis in the developing world.",2022,August,13,meter-true
2410,The latest U.S. assessment of the war in Ukraine came a day after at least 20 people were killed in missile strikes in Vinnytsia.,2022,July,16,meter-true
2411,"The NATO summit follows a meeting of the Group of Seven leaders, who pledged to stand by Ukraine but stopped short of imposing new energy sanctions on Russia.",2022,June,28,meter-true
2412,"After years of what critics saw as lip service, cybersecurity collaboration between the federal government and some critical industries has taken root, officials and industry leaders say, and it could be put to the test as Russian government hackers probe the defenses of American power plants, banks and telecom networks.",2022,April,6,meter-true
2413,"At a moment of global chaos, Biden seeks to telegraph leadership on the Russia conflict and action on the economy",2022,March,2,meter-true
2414,A new Pew Research Center survey reveals hesitation by NATO allies to use military force to defend Ukraine from Russia.,2015,June,10,meter-true
2415,International investigators were trying to secure the remains of all victims of the downed jet.,2014,July,21,meter-true
2416,undefined,2023,2023,2023,meter-true
2417,"Find multimedia and interactive features including photos, video and galleries on news, politics, travel, autos, movies, fashion, science and much more.",2023,2023,2023,meter-true
2418,"Sudarsan Raghavan is a correspondent at large for the Washington Post. He has reported from more than 65 nations on four continents. He has been based in Baghdad, Kabul, Cairo, Johannesburg, Madrid and Nairobi. He has covered the wars in Iraq and Afghanistan, the Israeli-Palestinian conflict, the 2011 Arab revolutions, as well as 17 African wars.",2023,2023,2023,meter-true
2419,"Souad Mekhennet is a correspondent on the national security desk. She is the author of ""I Was Told to Come Alone: My Journey Behind the Lines of Jihad,"" and she has reported on terrorism for the New York Times, the International Herald Tribune and NPR.",2023,2023,2023,meter-true
2420,Razzan Nakhlawi is a researcher on The Post's National Security desk.,2023,2023,2023,meter-true
2421,Rachel Hatzipanagos is a staff writer at The Washington Post. ,2023,2023,2023,meter-true
2422,"Paul Sonne covers national security, focusing on Russia and Europe. He previously reported for the Wall Street Journal from Moscow, London and Washington.",2023,2023,2023,meter-true
2423,"Mary Ilyushina, a reporter on the Foreign Desk of The Washington Post, covers Russia and the region. She began her career in independent Russian media before joining CNN’s Moscow bureau as a field producer in 2017. She has been with The Post since 2021. She speaks Russian, English, Ukrainian and Arabic.",2023,2023,2023,meter-true
2424,"Marc Lynch is a professor of political science and international affairs at George Washington University, where he is the director of the Project on Middle East Political Science. He is also a non-resident senior fellow at the Carnegie Middle East Program and the co-director of the Blogs and Bullets project at the U.S. Institute of Peace.",2023,2023,2023,meter-true
2425,"Maite Fernández Simon is a senior operations editor working with the Foreign and National Security teams at The Washington Post. Before The Post, she worked as an engagement strategist at CQ Roll Call. Previously, she worked in the nonprofit world, including a two-year stint as communications director for the International Center for Journalists. ",2023,2023,2023,meter-true
2426,"Liz Sly is a correspondent-at-large covering global affairs. She has spent more than 17 years covering the Middle East, including the first and second Iraq wars. Other postings include Washington, Africa, China, Afghanistan and Italy.",2023,2023,2023,meter-true
2427,"Karoun Demirjian is a Pentagon correspondent for the Post. She was previously a national security reporter covering Capitol Hill, focusing on defense, foreign affairs, intelligence and policy matters concerning the Justice Department. She began working for The Post based in its Moscow bureau.",2023,2023,2023,meter-true
2428,"Karoun Demirjian is a Pentagon correspondent for the Post. She was previously a national security reporter covering Capitol Hill, focusing on defense, foreign affairs, intelligence and policy matters concerning the Justice Department. She began working for The Post based in its Moscow bureau.",2023,2023,2023,meter-true
2429,"Karina Tsui is a reporting intern on The Washington Post’s Foreign desk. Before The Post, she was a Toni Stabile fellow for investigative reporting at Columbia Journalism School. ",2023,2023,2023,meter-true
2430,"Joby Warrick joined The Washington Post’s National staff in 1996. He has served with the Post's investigative and national security teams, and writes about the Middle East, terrorism and weapons proliferation. He is the author of three books, including “Black Flags: The Rise of ISIS,"" which was awarded a 2016 Pulitzer Prize for nonfiction.",2023,2023,2023,meter-true
2431,"Greg Miller is an investigative foreign correspondent based in London for The Washington Post and a two-time winner of the Pulitzer Prize. He is the author of “The Apprentice,” a book on Russia’s interference in the 2016 U.S. presidential race and the fallout under the Trump administration.",2023,2023,2023,meter-true
2432,"David J. Lynch is a staff writer on the financial desk who joined The Washington Post in November 2017 after working for the Financial Times, Bloomberg News and USA Today.",2023,2023,2023,meter-true
2433,David Ignatius writes a twice-a-week foreign affairs column for The Washington Post. His latest novel is “The Paladin.” ,2023,2023,2023,meter-true
2434,The Washington Post Magazine,2023,2023,2023,meter-true
2435,CIA director holds secret meeting with Zelensky on Russia’s next steps,2023,2023,2023,meter-true
2436,"One of the youngest casualties of the war, two-day-old Serhii was among the more than 440 Ukrainian children killed and hundreds more wounded so far as a result of Russia’s invasion.",2022,November,26,meter-true
2437,China’s opposition highlights how Beijing has tried to play both sides on Ukraine. The summit's final communique will likely have split language on the issue.,2022,November,15,meter-true
2438,"Despite striking gains by Ukraine in the war against Russia, U.S. officials still expect a long grueling fight.",2022,September,16,meter-true
2439,,2022,August,19,meter-true
2440,Oscar-nominated Den Tolmor was trying to finish his eight-part series about politics — and porn — in Ukraine. Then came war.,2022,August,16,meter-true
2441,"On the Ukraine battlefields, fighters from Chechnya line up for and against Russia, a nation that nearly bombed their homeland into oblivion ",2022,July,12,meter-true
2442,Ukrainian women are performing a variety of crucial roles in response to our country’s urgent situation — including on the front lines.,2022,June,14,meter-true
2443,"The swift guilty verdict and life sentence could invigorate thousands of other war crimes investigations, Ukrainian officials said.",2022,May,23,meter-true
2444,"Photographer Viacheslav Poliakov’s book, “Lviv – God’s Will,” is an idiosyncratic look at life before the war with Russia began.",2022,May,9,meter-true
2445,"Despite Beijing's rhetorical support for Moscow, Chinese companies have distanced themselves from Russia over fear of getting caught in Western sanctions.",2022,April,27,meter-true
2446,"If Russia’s invasion persists, Ukraine could see a free fall into poverty, according to an assessment by the U.N. Development Program.",2022,March,16,meter-true
2447,"Biden finds unity in pro-Ukraine, pro-democracy stance.",2022,March,10,meter-true
2448,"With war in Ukraine looming, an early assessment gives Biden high marks for taking a tough stand, and dulling the leadership questions raised by Afghanistan evacuation. Verdict on Putin is still out, but it's hard to see what he gains, with or without an invasion.",2022,February,20,meter-true
2449,"Jerusalem is said to be preparing to receive immigrants, assist refugees or, in the worst case, fly them from danger.",2022,February,13,meter-true
2450,Abuses by both sides have been documented by U.N. investigators.,2017,June,26,meter-true
2451,How do you regulate social media when they're used as weapons of war?,2017,May,19,meter-true
