,Unnamed: 0,Unnamed: 0.1,claim,truth_value,source,simple_sentence
5100,5100,5101,"Review: ‘The Medium’ Is Less a Message and More a Museum Piece. This early 1990s play, based on the life of Marshall McLuhan, is being revived by the company that created it.",meter-true,nyt,L.G.B.T.Q.Activists in Ukraine share the fight against Russia ’ s invasion .. A pro-Russian puppet government would be less supportive of gay rights  the activists say . Incidents of discrimination would be likely to rise  as they have in Russian-backed separatist regions. . .
5101,5101,5102,"L.G.B.T.Q. activists in Ukraine share the fight against Russia’s invasion.. A pro-Russian puppet government would be less supportive of gay rights, the activists say, and incidents of discrimination would be likely to rise, as they have in Russian-backed separatist regions.",meter-true,nyt,"Riding High in the Polls, an Aloof Macron Steps Into the Election Fray.The Ukraine war has given the French leader a strong edge . The Ukraine war has given the French leader few reasons to engage with his political opponents . He held a news conference to quell criticism that he is avoiding debate.."
5102,5102,5103,"Riding High in the Polls, an Aloof Macron Steps Into the Election Fray. The Ukraine war has given the French leader a strong edge and few reasons to engage with his political opponents. He held a news conference to quell criticism that he is avoiding debate.",meter-true,nyt,House Votes to Suspend Normal Trade Relations With Russia.The bill  still needs Senate approval  is the latest in a series of measures that lawmakers have passed to support Ukraine for its invasion . The bill  still needs Senate approval  is the latest in a series of measures that lawmakers have passed to support punish Russia for its invasion . .
5103,5103,5104,"House Votes to Suspend Normal Trade Relations With Russia. The bill, which still needs Senate approval, is the latest in a series of measures that lawmakers have passed to support Ukraine and punish Russia for its invasion.",meter-true,nyt,A Show About European Identity Opens With a Backdrop of War.Jasmina Cibic’s new exhibition explores the theatricality of nation building in Europe.She didn’t expect it to have such immediate contemporary relevance..
5104,5104,5105,A Show About European Identity Opens With a Backdrop of War. Jasmina Cibic’s new exhibition explores the theatricality of nation building in Europe. She didn’t expect it to have such immediate contemporary relevance.,meter-true,nyt,Your Friday Briefing: The Destruction of Ukraine.South Korea ’ s new approach to the virus. Cambodia ’ s crackdown on opposition leaders. . .
5105,5105,5106,Your Friday Briefing: The Destruction of Ukraine. Plus South Korea’s new approach to the virus and Cambodia’s crackdown on opposition leaders.,meter-true,nyt,What Has Been Lost in Kharkiv.Russian forces are destroying Ukraine’s second-largest city..
5106,5106,5107,What Has Been Lost in Kharkiv. Russian forces are destroying Ukraine’s second-largest city.,meter-true,nyt,"Republicans Once Silent on Russia Ratchet Up Attacks on Biden.Even as they praise the bipartisan congressional response to Russia’s invasion of Ukraine, Republicans are increasingly eager to blame President Biden for the devastation.."
5107,5107,5108,"Republicans Once Silent on Russia Ratchet Up Attacks on Biden. Even as they praise the bipartisan congressional response to Russia’s invasion of Ukraine, Republicans are increasingly eager to blame President Biden for the devastation.",meter-true,nyt,Four Opinion Writers on the War: ‘Putin’s Final Cards Are Very Far From Played’.Lulu Garcia-Navarro discuss the latest developments in Russia ’ s Ukraine war . Michelle Goldberg discuss the latest developments in Russia ’ s Ukraine war . Bret Stephens discuss the latest developments in Russia ’ s Ukraine war . David Brooks discuss the latest developments in Russia ’ s Ukraine war . .
5108,5108,5109,"Four Opinion Writers on the War: ‘Putin’s Final Cards Are Very Far From Played’. Lulu Garcia-Navarro, Michelle Goldberg, Bret Stephens and David Brooks discuss the latest developments in Russia’s Ukraine war.",meter-true,nyt,Survivors Emerge From a Bombed Theater . Ukraine ’ s Suffering Grows. . Russia continues to devastate cities hit civilians  as Ukrainian forces strike back. Peace talks drag on. . .
5109,5109,5110,"Survivors Emerge From a Bombed Theater, but Ukraine’s Suffering Grows. Russia continues to devastate cities and hit civilians, as Ukrainian forces strike back and peace talks drag on.",meter-true,nyt,Why Vladimir Putin Invokes Nazis to Justify His Invasion of Ukraine.The language of Russia’s invasion has been dominated by the word “Nazi” — a puzzling assertion about a country whose leader is Jewish..
5110,5110,5111,Why Vladimir Putin Invokes Nazis to Justify His Invasion of Ukraine. The language of Russia’s invasion has been dominated by the word “Nazi” — a puzzling assertion about a country whose leader is Jewish.,meter-true,nyt,Another Dictator Is Having a Bad Year.Covid is becoming China’s equivalent of Ukraine..
5111,5111,5112,Another Dictator Is Having a Bad Year. Covid is becoming China’s equivalent of Ukraine.,meter-true,nyt,Yuri Milner’s Russian Clapback.A Russian-born tech titan takes a bold stance against his birth country’s pummeling of Ukraine..
5112,5112,5113,Yuri Milner’s Russian Clapback. A Russian-born tech titan takes a bold stance against his birth country’s pummeling of Ukraine.,meter-true,nyt,Climate Activists Flex Their Political Muscle.Environmental groups want Democrats to confront oil companies over high gas prices.And Democrats are listening..
5113,5113,5114,Climate Activists Flex Their Political Muscle. Environmental groups want Democrats to confront oil companies over high gas prices. And Democrats are listening.,meter-true,nyt,"U.S. Will Punish China if It Gives Military Aid to Russia , , Blinken Says . It Says Gives Military Aid to Russia , , Blinken . President Biden plans to talk on Friday with Xi Jinping. Has a close partnership with Vladimir V. Putin him in the Ukraine war Supports him in the Ukraine war. . ."
5114,5114,5115,"U.S. Will Punish China if It Gives Military Aid to Russia, Blinken Says. President Biden plans to talk on Friday with Xi Jinping, who has a close partnership with Vladimir V. Putin and supports him in the Ukraine war.",meter-true,nyt,Sanctions against Russia may cost BNY Mellon $ 200 million this year .. BNY Mellon has . Sanctions against Russia may cost BNY Mellon $ 200 million this year .. BNY Mellon ceased new business in Russia . Sanctions against Russia may cost BNY Mellon $ 200 million this year .. BNY Mellon has “ suspended investment management purchases of Russian securities . Sanctions against Russia may cost BNY Mellon $ 200 million this year .. BNY Mellon ” it said . .
5115,5115,5116,"Sanctions against Russia may cost BNY Mellon $200 million this year.. BNY Mellon has ceased new business in Russia and has “suspended investment management purchases of Russian securities,” it said.",meter-true,nyt,"By Labeling Putin a ‘War Criminal,’ Biden Personalizes the Conflict.President Biden’s visceral reaction to the horrifying images coming out of Ukraine also reflects a broader effort to isolate the Russian leader.."
5116,5116,5117,"By Labeling Putin a ‘War Criminal,’ Biden Personalizes the Conflict. President Biden’s visceral reaction to the horrifying images coming out of Ukraine also reflects a broader effort to isolate the Russian leader.",meter-true,nyt,"U.S. Calls Putin a ‘ War Criminal  ’ Are Unclear . U.S. Calls Putin a ‘ War Criminal  Consequences Are Unclear . A day after President Biden’s remark, Secretary of State Antony Blinken said he agreed.Experts warned of hurdles to a successful prosecution.."
5117,5117,5118,"U.S. Calls Putin a ‘War Criminal,’ but Consequences Are Unclear. A day after President Biden’s remark, Secretary of State Antony Blinken said he agreed. Experts warned of hurdles to a successful prosecution.",meter-true,nyt,Kids  Covid Isolation to Endure . Kids  Learning to Endure . The virus found us. We ’ re doing just fine. . I think..
5118,5118,5119,"Kids, Covid Isolation and Learning to Endure. The virus found us, and we’re doing just fine. I think.",meter-true,nyt,Your Friday Briefing.Casualties in the war in Ukraine..
5119,5119,5120,Your Friday Briefing. Casualties in the war in Ukraine.,meter-true,nyt,How the War in Ukraine Could Slow the Sales of Electric Cars.The price of nickel  an essential ingredient in most batteries  has soared . The price of nickel  an essential ingredient in most batteries   of fear that Russian supplies could be cut off . .
5120,5120,5121,"How the War in Ukraine Could Slow the Sales of Electric Cars. The price of nickel, an essential ingredient in most batteries, has soared because of fear that Russian supplies could be cut off.",meter-true,nyt,Citizens of Kyiv.Portraits of fortitude . Portraits of desperation . Portraits of resolve in a city under attack . .
5121,5121,5122,"Citizens of Kyiv. Portraits of fortitude, desperation and resolve in a city under attack.",meter-true,nyt,Visualizing the $13.6 Billion in U.S.Spending on Ukraine.It includes one of the largest infusions of U.S. foreign aid in the last decade..
5122,5122,5123,Visualizing the $13.6 Billion in U.S. Spending on Ukraine. It includes one of the largest infusions of U.S. foreign aid in the last decade.,meter-true,nyt,"The New York Times News Quiz, March 18, 2022.Did you follow the news this week?Take our quiz to see how well you stack up with other Times readers.."
5123,5123,5124,"The New York Times News Quiz, March 18, 2022. Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.",meter-true,nyt,A Realist Take on How the Russia-Ukraine War Could End.a conversation that carries a glimmer of hope considers possible paths to de-escalation . a conversation that carries a glimmer of hope considers carries a glimmer of hope . .
5124,5124,5125,"A Realist Take on How the Russia-Ukraine War Could End. In a conversation that carries a glimmer of hope, the foreign policy scholar Emma Ashford considers possible paths to de-escalation.",meter-true,nyt,Cities Move to Sever ‘Sister City’ Ties With Russian Governments.Some city officials say ending ties sends a message condemning the invasion of Ukraine.Others say the best way to have an effect is to use the ties that already exist..
5125,5125,5126,Cities Move to Sever ‘Sister City’ Ties With Russian Governments. Some city officials say ending ties sends a message condemning the invasion of Ukraine. Others say the best way to have an effect is to use the ties that already exist.,meter-true,nyt,"Nations Should Conserve Fuel as Global Energy Crisis Looms, Agency Warns.The International Energy Agency said  countries should encourage use of mass transit  among other things . The International Energy Agency said  countries should encourage use of car pooling  among other things . That could also help the climate crisis.."
5126,5126,5127,"Nations Should Conserve Fuel as Global Energy Crisis Looms, Agency Warns. The International Energy Agency said countries should encourage use of mass transit and car pooling, among other things. That could also help the climate crisis.",meter-true,nyt,Why America Should Not Deepen Its Military Involvement in Ukraine.Any direct conflict between the United States could make this humanitarian crisis much worse . Any direct conflict between Russia could make this humanitarian crisis much worse . .
5127,5127,5128,Why America Should Not Deepen Its Military Involvement in Ukraine. Any direct conflict between the United States and Russia could make this humanitarian crisis much worse.,meter-true,nyt,"For a Ukrainian Poet, Putin’s War Is All Too Familiar.Ihor Kalynets, 83, spent a lifetime resisting Soviet domination.Now, he says, he’s not going anywhere.."
5128,5128,5129,"For a Ukrainian Poet, Putin’s War Is All Too Familiar. Ihor Kalynets, 83, spent a lifetime resisting Soviet domination. Now, he says, he’s not going anywhere.",meter-true,nyt,China’s Information Dark Age Could Be Russia’s Future.Russia have the tendency to learn the worst from each other . Russia have the tendency to learn the worst from : . Russia have the tendency to learn the worst from tyrants . Russia have the tendency to learn the worst from famines . Russia have the tendency to learn the worst from purges . Russia have the tendency to learn the worst from  now  . Russia have the tendency to learn the worst from internet censorship . China have the tendency to learn the worst from each other . China have the tendency to learn the worst from : . China have the tendency to learn the worst from tyrants . China have the tendency to learn the worst from famines . China have the tendency to learn the worst from purges . China have the tendency to learn the worst from  now  . China have the tendency to learn the worst from internet censorship . .
5129,5129,5130,"China’s Information Dark Age Could Be Russia’s Future. Russia and China have the tendency to learn the worst from each other: tyrants, famines, purges and, now, internet censorship.",meter-true,nyt,Pope Deplores  the War in Ukraine  the Aggressor . Pope Deplores  the War in Ukraine  Not the Aggressor . Francis has  raised his voice against “ unacceptable armed aggression ” without mentioning President Vladimir V. Putin . Francis has  raised his voice against “ unacceptable armed aggression ” without mentioning Russia . Some analysts say that he risks complicating his legacy..
5130,5130,5131,Pope Deplores the War in Ukraine but Not the Aggressor. Francis has raised his voice against “unacceptable armed aggression” without mentioning President Vladimir V. Putin or Russia. Some analysts say that he risks complicating his legacy.,meter-true,nyt,Dispatch From Hungary: The Man Trying to Return His Country to the Free World.The strongman’s ties to Putin might finally hurt him..
5131,5131,5132,Dispatch From Hungary: The Man Trying to Return His Country to the Free World. The strongman’s ties to Putin might finally hurt him.,meter-true,nyt,Covid . The ‘ Very Liberal ’ . There’s a schism among Democrats.And the latest on Ukraine..
5132,5132,5133,Covid and the ‘Very Liberal’. There’s a schism among Democrats. And the latest on Ukraine.,meter-true,nyt,War in Ukraine Prompts a Political Makeover in Poland.Jaroslaw Kaczynski  Poland ’ s de facto leader . Jaroslaw Kaczynski  longtime scourge of E.U . Unity  is portraying himself as a standard-bearer of European solidarity in defense of Ukraine . Unity  is portraying himself as a standard-bearer of European solidarity in democratic values . .
5133,5133,5134,"War in Ukraine Prompts a Political Makeover in Poland. Jaroslaw Kaczynski, Poland’s de facto leader and longtime scourge of E.U. unity, is portraying himself as a standard-bearer of European solidarity in defense of Ukraine and democratic values.",meter-true,nyt,Is the Nickel Market Broken?.The chaos in trading of the metal could have broad implications..
5134,5134,5135,Is the Nickel Market Broken?. The chaos in trading of the metal could have broad implications.,meter-true,nyt,"How one energy company C.E.O.is trying to keep the lights on in Ukraine.. DTEK, a prominent Ukrainian power company, arranges for soldiers to escort its emergency repair crews to reach damaged transmission lines.."
5135,5135,5136,"How one energy company C.E.O. is trying to keep the lights on in Ukraine.. DTEK, a prominent Ukrainian power company, arranges for soldiers to escort its emergency repair crews to reach damaged transmission lines.",meter-true,nyt,Love Letters to California.The state might be drought-stricken. The state might be fire-ridden. The state might be wildly expensive. Our readers love it all the same. . .
5136,5136,5137,"Love Letters to California. The state might be drought-stricken, fire-ridden and wildly expensive, but our readers love it all the same.",meter-true,nyt,Russia’s Brutality in Ukraine Has Roots in Earlier Conflicts.Its experience in a string of wars led to the conclusion that attacking civilian populations was not only acceptable sound . Its experience in a string of wars led to the conclusion that attacking civilian populations was not militarily sound . .
5137,5137,5138,Russia’s Brutality in Ukraine Has Roots in Earlier Conflicts. Its experience in a string of wars led to the conclusion that attacking civilian populations was not only acceptable but militarily sound.,meter-true,nyt,Russian Conductor Will Not Appear With New York Philharmonic.Tugan Sokhiev resigned from two posts after facing pressure to condemn the invasion of Ukraine . Tugan Sokhiev will not perform with the orchestra of the war . .
5138,5138,5139,"Russian Conductor Will Not Appear With New York Philharmonic. Tugan Sokhiev, who resigned from two posts after facing pressure to condemn the invasion of Ukraine, will not perform with the orchestra because of the war.",meter-true,nyt,Transcript: Ezra Klein Interviews Emma Ashford.A conversation with foreign policy scholar Emma Ashford..
5139,5139,5140,Transcript: Ezra Klein Interviews Emma Ashford. A conversation with foreign policy scholar Emma Ashford. ,meter-true,nyt,Russia ’ s  military progress slows  it  gains in the south said   that Russian forces had   “ made  minimal progress this week . ” . Russia ’ s  military progress slows  makes  gains in the south said   that Russian forces had   “ made  minimal progress this week . ” . Russia ’ s  military progress slows  it  gains in east .. Britain ’ s defense intelligence service said   that Russian forces had   “ made  minimal progress this week . ” . Russia ’ s  military progress slows  makes  gains in east .. Britain ’ s defense intelligence service said   that Russian forces had   “ made  minimal progress this week . ” . 
5140,5140,5141,"Russia’s military progress slows, but it makes gains in the south and east.. Britain’s defense intelligence service said that Russian forces had “made minimal progress this week.”",meter-true,nyt,"Why You Haven’t Heard About the Secret Cyberwar in Ukraine.The digital confrontation is playing out in the shadows , , as inconspicuous as it is insidious . it is is insidious . ."
5141,5141,5142,"Why You Haven’t Heard About the Secret Cyberwar in Ukraine. The digital confrontation is playing out in the shadows, as inconspicuous as it is insidious.",meter-true,nyt,Climate change is making armed conflict worse.Here ’ s how .. Warming is “ unambiguously worsening ” conditions that contribute to clashes  a new study says . Here ’ deepen the pain for civilians  a new study says . .
5142,5142,5143,"Climate change is making armed conflict worse. Here’s how.. Warming is “unambiguously worsening” conditions that contribute to clashes and deepen the pain for civilians, a new study says.",meter-true,nyt,"Jeanette Wagner, Who Globalized the Estée Lauder Brand, Dies at 92.Meticulous in building relationships, she helped open new markets for the cosmetics company, notably in the Soviet Union, as head of its international operations.."
5143,5143,5144,"Jeanette Wagner, Who Globalized the Estée Lauder Brand, Dies at 92. Meticulous in building relationships, she helped open new markets for the cosmetics company, notably in the Soviet Union, as head of its international operations.",meter-true,nyt,"Missiles Strike Airport Complex in Lviv, Officials Say.Officials in Lviv , , a city in western Ukraine , , said Russian missiles hit an aircraft-repair plant about four miles from the city center . Russian missiles hit an aircraft-repair plant about four miles from the city center . Attacks in western Ukraine have been rare since the war began.."
5144,5144,5145,"Missiles Strike Airport Complex in Lviv, Officials Say. Officials in Lviv, a city in western Ukraine, said Russian missiles hit an aircraft-repair plant about four miles from the city center. Attacks in western Ukraine have been rare since the war began.",meter-true,nyt,An economic decline is coming  Russia ’ s central bank chief says large-scale structural transformation ” are ahead  as the bank held interest rates at 20 percent . An economic decline is coming  Russia ’ s central bank chief says Inflation large-scale structural transformation ” are ahead  as the bank held interest rates at 20 percent . An economic decline is coming  Russia ’ s central bank chief says “ large-scale structural transformation ” are ahead  as the bank held interest rates at 20 percent . .
5145,5145,5146,"An economic decline is coming, Russia’s central bank chief says.. Inflation and “large-scale structural transformation” are ahead, as the bank held interest rates at 20 percent.",meter-true,nyt,Realism Must Guide Our Reaction to Russia’s Invasion.The Iraq war showed us how dangerous policy driven by moral imperatives can be..
5146,5146,5147,Realism Must Guide Our Reaction to Russia’s Invasion. The Iraq war showed us how dangerous policy driven by moral imperatives can be.,meter-true,nyt,"Ukraine Invasion is Compounding Global Hunger, U.N. Agency Warns.The United Nations World Food Program said  that the collapse of Ukraine ’ s  food supply under the Russian invasion disrupted  critical exports of grain . The United Nations World Food Program caused a wave of “ collateral hunger . . The United Nations World Food Program ” . "
5147,5147,5148,"Ukraine Invasion is Compounding Global Hunger, U.N. Agency Warns. The United Nations World Food Program said that the collapse of Ukraine’s food supply under the Russian invasion disrupted critical exports of grain and caused a wave of “collateral hunger.”",meter-true,nyt,As diplomacy drags on  peace seems  far off in Ukraine .. Western officials have little optimism that talks between Russia . As diplomacy drags on  peace seems   far off in Ukraine have reached a serious stage . As diplomacy drags on  peace seems   far off in Ukraine have even confronted the most difficult issues . .
5148,5148,5149,"As diplomacy drags on, peace seems far off in Ukraine.. Western officials have little optimism that talks between Russia and Ukraine have reached a serious stage or have even confronted the most difficult issues.",meter-true,nyt,"Cut the Gas Tax?No, No, No..There are better ways to help people squeezed by inflation.."
5149,5149,5150,"Cut the Gas Tax? No, No, No.. There are better ways to help people squeezed by inflation.",meter-true,nyt,Defying China’s Censors to Urge Beijing to Denounce Russia’s War.A persistent minority of Chinese scholars is warning Beijing against the risks of supporting the invasion of Ukraine . A persistent minority of Chinese journalists is warning Beijing against the risks of supporting the invasion of Ukraine . A persistent minority of Chinese citizens is warning Beijing against the risks of supporting the invasion of Ukraine . .
5150,5150,5151,"Defying China’s Censors to Urge Beijing to Denounce Russia’s War. A persistent minority of Chinese scholars, journalists and citizens is warning Beijing against the risks of supporting the invasion of Ukraine.",meter-true,nyt,"Biden Warns China of ‘Consequences’ if It Aids Russia in Ukraine War.President Biden told China’s leader, Xi Jinping, there would be consequences if Beijing gave material support to Russia, implying that the United States could impose sanctions on China.."
5151,5151,5152,"Biden Warns China of ‘Consequences’ if It Aids Russia in Ukraine War. President Biden told China’s leader, Xi Jinping, there would be consequences if Beijing gave material support to Russia, implying that the United States could impose sanctions on China.",meter-true,nyt,Ukraine Is Wrecking Russian Tanks With a Gift From Britain.The NLAW antitank missile weighs  about half as much as an American-made Javelin . The NLAW antitank missile costs far less . The NLAW antitank missile can be easily discarded after use . .
5152,5152,5153,"Ukraine Is Wrecking Russian Tanks With a Gift From Britain. The NLAW antitank missile weighs about half as much as an American-made Javelin, costs far less and can be easily discarded after use.",meter-true,nyt,Kyiv’s Suburbs Become Unlikely Front Line of Ukraine War.savage artillery exchanges are the scenes of seesaw battles that have stalled the Russian advance for now . savage artillery exchanges have stalled the Russian advance for now . savage artillery exchanges stalled the Russian advance for now . .
5153,5153,5154,"Kyiv’s Suburbs Become Unlikely Front Line of Ukraine War. With savage artillery exchanges, the areas on the outskirts of the capital are the scenes of seesaw battles that have stalled the Russian advance for now.",meter-true,nyt,"Biden Warns China.In a two-hour call, the president told Xi Jinping there would be “consequences” if China provides aid to Russia.."
5154,5154,5155,"Biden Warns China. In a two-hour call, the president told Xi Jinping there would be “consequences” if China provides aid to Russia.",meter-true,nyt,"Russia Targets Western Ukraine as Biden Warns Xi Not to Aid Moscow.A scramble of diplomatic efforts bears little fruit as Russia intensifies its attacks , , including with a bombardment into a relatively unscathed part of western Ukraine . Russia bears intensifies its attacks . ."
5155,5155,5156,"Russia Targets Western Ukraine as Biden Warns Xi Not to Aid Moscow. A scramble of diplomatic efforts bears little fruit as Russia intensifies its attacks, including with a bombardment into a relatively unscathed part of western Ukraine.",meter-true,nyt,Russia ’ s astronauts enter the space station in yellow flight suits .. Russia ’ s astronauts enter the space station in blue flight suits .. It was unclear why the Russian astronauts wore suits the same color as the Ukrainian flag..
5156,5156,5157,Russia’s astronauts enter the space station in yellow and blue flight suits.. It was unclear why the Russian astronauts wore suits the same color as the Ukrainian flag.,meter-true,nyt,‘They Keep Killing Us’: Violence Rages in Sudan’s Darfur Two Decades On.The resurgence of ethnically motivated attacks in the country ’ s restive western region has led to enormous displacement . The resurgence of ethnically motivated attacks in the country ’ s restive western region has led to a growing humanitarian crisis . .
5157,5157,5158,‘They Keep Killing Us’: Violence Rages in Sudan’s Darfur Two Decades On. The resurgence of ethnically motivated attacks in the country’s restive western region has led to enormous displacement and a growing humanitarian crisis.,meter-true,nyt,There’s a Messaging Battle Right Now Over America’s Energy Future.Climate scientists use the same terms when they talk about an energy transition . Fossil fuel executives use the same terms when they talk about an energy transition . But they mean starkly different things..
5158,5158,5159,There’s a Messaging Battle Right Now Over America’s Energy Future. Climate scientists and fossil fuel executives use the same terms when they talk about an energy transition. But they mean starkly different things.,meter-true,nyt,Ukrainians Are Trickling Into the U.S. to Warm Welcomes.Pressure is building on the Biden administration to speed up admissions for Ukrainian refugees. Some are already making their way to the United States. . .
5159,5159,5160,"Ukrainians Are Trickling Into the U.S. to Warm Welcomes. Pressure is building on the Biden administration to speed up admissions for Ukrainian refugees, but some are already making their way to the United States.",meter-true,nyt,The Battle for Kyiv Looms as a Long . The Battle for Bloody Conflict . Ukraine’s capital is the biggest prize of all for the Russian military.it could lead to one of the biggest urban conflicts since World War II . Russia tries to take control . Russia to take control . Russia take control . .
5160,5160,5161,"The Battle for Kyiv Looms as a Long and Bloody Conflict. Ukraine’s capital is the biggest prize of all for the Russian military. If Russia tries to take control, it could lead to one of the biggest urban conflicts since World War II.",meter-true,nyt,Putin Made a Profound Miscalculation on Ukraine.He seems to have learned nothing from history . He seems to have learned nothing from his earlier failures . .
5161,5161,5162,"Putin Made a Profound Miscalculation on Ukraine. He seems to have learned nothing from history, or his earlier failures.",meter-true,nyt,Zelensky Pleads to Parliament for More Help.What Can Canada Offer?.The address by President Volodymyr Zelensky of Ukraine was also a reminder that Canada might indirectly benefit from the crisis..
5162,5162,5163,Zelensky Pleads to Parliament for More Help. What Can Canada Offer?. The address by President Volodymyr Zelensky of Ukraine was also a reminder that Canada might indirectly benefit from the crisis.,meter-true,nyt,Spring Returns.Some suggestions for how to spend the first week of the season..
5163,5163,5164,Spring Returns. Some suggestions for how to spend the first week of the season.,meter-true,nyt,How to Fight Inflation in Wartime.Going back — way back — in American history for ideas about what to do about rising prices..
5164,5164,5165,How to Fight Inflation in Wartime. Going back — way back — in American history for ideas about what to do about rising prices.,meter-true,nyt,"Putin Isn’t Yet Ready for Talks With Zelensky, Turkish Official Says.Turkey is trying to mediate between Ukraine . Turkey is trying to mediate between Russia . Turkey is trying to bring an end to the war . But a senior Turkish official said that Russia was in no hurry.."
5165,5165,5166,"Putin Isn’t Yet Ready for Talks With Zelensky, Turkish Official Says. Turkey is trying to mediate between Ukraine and Russia and bring an end to the war. But a senior Turkish official said that Russia was in no hurry.",meter-true,nyt,Ukraine Reminds Georgia of Its Own War With Russia.That Creates a Dilemma.. Russia invaded Georgia in 2008.many Georgians means the country should stand unequivocally with Ukraine . the country means should stand unequivocally with Ukraine . the country means stand unequivocally with Ukraine . But the government is more cautious..
5166,5166,5167,"Ukraine Reminds Georgia of Its Own War With Russia. That Creates a Dilemma.. Russia invaded Georgia in 2008. To many Georgians, that means the country should stand unequivocally with Ukraine. But the government is more cautious.",meter-true,nyt,Zelensky Soars . Tiny  tiny Trump . Tiny  cruel fool Putin . .
5167,5167,5168,"While Putin Shrinks, Zelensky Soars. Tiny, tiny Trump and cruel fool Putin.",meter-true,nyt,"For the U.S., a Tenuous Balance in Confronting Russia.Navigating between aiding Ukraine has led to a tangle of decisions . Navigating between aiding Ukraine has led to sometimes tortured distinctions over weapons . Navigating between aiding Ukraine has led to other elements of policy . Avoiding an escalation with Moscow has led to a tangle of decisions . Avoiding an escalation with Moscow has led to sometimes tortured distinctions over weapons . Avoiding an escalation with Moscow has led to other elements of policy . ."
5168,5168,5169,"For the U.S., a Tenuous Balance in Confronting Russia. Navigating between aiding Ukraine and avoiding an escalation with Moscow has led to a tangle of decisions and sometimes tortured distinctions over weapons and other elements of policy.",meter-true,nyt,Deadly Strike on Ukraine Barracks Punctuates Russian Military Gains.Ukraine said.  it had  temporarily lost contact with officials in the strategic port city of Mariupol . A Russian rocket attack on a military site in Mykolaiv left dozens dead. . .
5169,5169,5170,"Deadly Strike on Ukraine Barracks Punctuates Russian Military Gains. Ukraine said it had temporarily lost contact with officials in the strategic port city of Mariupol, and a Russian rocket attack on a military site in Mykolaiv left dozens dead.",meter-true,nyt,Russia claims to use a hypersonic missile in attack on arms depot in Ukraine..The United States have all been racing to develop hypersonic weapons . The United States can maneuver in flight at more than five times the speed of sound . Russia have all been racing to develop hypersonic weapons . Russia can maneuver in flight at more than five times the speed of sound . China have all been racing to develop hypersonic weapons . China can maneuver in flight at more than five times the speed of sound . .
5170,5170,5171,"Russia claims to use a hypersonic missile in attack on arms depot in Ukraine.. The United States, Russia and China have all been racing to develop hypersonic weapons, which can maneuver in flight at more than five times the speed of sound.",meter-true,nyt,"Spain, Seeking Better Ties With Morocco, Shifts Stance on Western Sahara.The change in policy was. The change in policy denounced by independence groups. Madrid endorsed   a plan for limited autonomy for the territory in northwestern Africa  . The change in policy could aggravate relations with Algeria. . ."
5171,5171,5172,"Spain, Seeking Better Ties With Morocco, Shifts Stance on Western Sahara. Madrid endorsed a plan for limited autonomy for the territory in northwestern Africa, but the change in policy was denounced by independence groups and could aggravate relations with Algeria.",meter-true,nyt,"Russian Rocket Attack Turns Ukrainian Marine Base to Rubble, Killing Dozens.More than 40 marines were killed  an official said . There were signs the toll could much be higher. . At the Mykolaiv morgue, dozens of bodies were laid out in a storage area.."
5172,5172,5173,"Russian Rocket Attack Turns Ukrainian Marine Base to Rubble, Killing Dozens. More than 40 marines were killed, an official said, but there were signs the toll could much be higher. At the Mykolaiv morgue, dozens of bodies were laid out in a storage area.",meter-true,nyt,"‘I Don’t Have the Right to Cry’: Ukrainian Women Share Their Stories of Escape.In war, things can change quickly.A New York Times reporter wanted to capture — in whatever blurry way one can in a war — this moment in this war, three weeks in.."
5173,5173,5174,"‘I Don’t Have the Right to Cry’: Ukrainian Women Share Their Stories of Escape. In war, things can change quickly. A New York Times reporter wanted to capture — in whatever blurry way one can in a war — this moment in this war, three weeks in.",meter-true,nyt,Truth Is Another Front in Putin’s War.The Kremlin has used a barrage of increasingly outlandish falsehoods to prop up its overarching claim that the invasion of Ukraine is justified..
5174,5174,5175,Truth Is Another Front in Putin’s War. The Kremlin has used a barrage of increasingly outlandish falsehoods to prop up its overarching claim that the invasion of Ukraine is justified.,meter-true,nyt,"Russia Is Losing Tens of Thousands of Outward-Looking Young Professionals.Many of them have been streaming into Armenia , , where they can work I.T . they can work I.T . they work I.T . Jobs remotely  at least for a  . At cafes in the capital, Yerevan, the exiles try to plot out new lives from their laptops.."
5175,5175,5176,"Russia Is Losing Tens of Thousands of Outward-Looking Young Professionals. Many of them have been streaming into Armenia, where they can work I.T. jobs remotely, at least for a while. At cafes in the capital, Yerevan, the exiles try to plot out new lives from their laptops.",meter-true,nyt,Russia Will Remake Itself.But It Has to Crumble First .. We will rebuild Russia  of course  slowly before us . But It Has to Crumble First .. We will rebuild Russia  of course  patiently  just like the generation before us . But not before this one crumbles first..
5176,5176,5177,"Russia Will Remake Itself. But It Has to Crumble First.. We will rebuild Russia, of course, slowly and patiently, just like the generation before us. But not before this one crumbles first.",meter-true,nyt,Is Taiwan Next?.China is watching Russia’s invasion of Ukraine closely..
5177,5177,5178,Is Taiwan Next?. China is watching Russia’s invasion of Ukraine closely.,meter-true,nyt,Ukraine War Threatens to Cause a Global Food Crisis.A critical share of the world ’ s food is   stuck in Russia . A critical share of fertilizer is.  stuck in Russia  . Ukraine  sending global prices soaring   hunger. Foreshadowing a rise in world hunger. . .
