,0,truth_value,1
935,Where does Russia Rank Among G20 Countries in Terms of Mortality?,PARTIALLY TRUE,meter-false
936,Does NATO ‘Pull’ Countries In?,FALSE,meter-false
937,The Referendum on North Macedonia’s Name Was Legal,FALSE,meter-false
938,"On British TV, Russian Ambassador Repeats Debunked Poisoning Narrative",FALSE,meter-false
939,Does Julian Assange Face Death Penalty in the U.S. as Russians Claim?,FALSE,meter-false
940,Did NATO Cause the Crisis in Libya?,MISLEADING,meter-false
941,Russia Rehashes the Claim: Not Party to Donbass Conflict,FALSE,meter-false
942,Are NATO States Sending Ukraine’s Navy ‘Junk’ Vessels?,FALSE,meter-false
943,Russian Foreign Minister Says Snowden Was Threatened with ‘Electric Chair.' He Wasn’t.,FALSE,meter-false
944,NATO Azov Sea ‘Package’ Prompts Russian Suppression Threat,FALSE,meter-false
945,RT America Misleads About the Impact of Mueller Investigation,MISLEADING,meter-false
946,Kremlin Falsely Claims Russia not Occupying Ukrainian Territory,FALSE,meter-false
947,"FSB Accuses Crimean Tatars of Belonging to ‘Terror group,’ But the Evidence Is Flimsy",MISLEADING,meter-false
948,"Sputnik Blames Airspace, not Russian Missile, for MH17 Downing",FALSE,meter-false
949,Kiselyov Claims Only Rigged Vote Can Secure Poroshenko Win,MISLEADING,meter-false
950,Moscow Falsely Claims NATO Bombing of Yugoslavia was a Smokescreen for Ethnic Cleansing of Serbs,FALSE,meter-false
951,Wage Inequality: How do Men's and Women's Incomes Differ in Russia?,TRUE,meter-true
952,Nuclear Race Defines Russia's Military Doctrine,FALSE,meter-false
953,Moscow Falsely Accuses Ukraine of Violating Friendship Treaty,FALSE,meter-false
954,Russia’s New Rules for Northern Sea Route Violate International Law,FALSE,meter-false
955,Did the Two American Mormons Detained in Russia Violate Russian Law?,FALSE,meter-false
956,Is Russia a Guarantor of Stability and Security?,FALSE,meter-false
957,Putin’s Spokesman Calls Mueller Investigation Results 'Laughable',FALSE,meter-false
958,Moscow Refuses to Return Bulgarian Archives,PARTIALLY TRUE,meter-false
959,"Russian Minister Predicts Trump’s Re-election, But is Wrong About 2016 Results",FALSE,meter-false
960,"RT Uses Sarcasm, No New Information, in Deflecting Skripal Poisoning Blame",MISLEADING,meter-false
961,Kremlin Spokesman Calls U.S. Congressional Call to Determine Putin’s Wealth ‘Russophobia’,FALSE,meter-false
962,Was Nevada Suspension of a Russian Fighter Monstrously Disproportionate?,LIKELY FALSE,meter-false
963,State TV Conflates Leviathan Actor’s Anti-war Stance With 'Anti-Russian' Sentiment,MISLEADING,meter-false
964,Russian TV Host Announces Targets in the U.S. – Some are Civilian,FALSE,meter-false
965,"No, Elon Musk is Not a Russian Spy",FALSE,meter-false
966,Putin Threatens Washington with Retaliation,PARTIALLY FALSE,meter-false
967,Putin Exaggerates His Role in Improving Russia’s Population Growth,MISLEADING,meter-false
968,Russian State TV Calls Video Game Metro Exodus “Russophobic”,MISLEADING,meter-false
969,Russian Embassy Misleads on BBC Producer’s Claim About Douma Hospital Video,MISLEADING,meter-false
970,"No, USAFE Commander Tod Wolters Did Not Thank Russians for Annexing Crimea",FALSE,meter-false
971,"Despite Medvedev Claims, ‘Sanctions from Hell’ Enjoy Bipartisan US Support",FALSE,meter-false
972,Russian State Media Decries Ukraine for Renaming Its Own Cities,FALSE,meter-false
973,Is U.S. Selling Wild Orcas and Belugas to China for Entertainment?,FALSE,meter-false
974,Russian TV Tries to Whitewash Venezuelan Refugee Crisis,FALSE,meter-false
975,"Ukraine’s Exclusion of Russian Election Observers Unprecedented, But Not a Violation of International Law",FALSE,meter-false
976,Putin Makes Suspect Claim on Missile Deployment,MISLEADING,meter-false
977,Putin’s Human Rights Adviser: Freedom House Report ‘Politically Motivated',FALSE,meter-false
978,RT Boasts About Russia’s Economy – Even Russian Officials Are Skeptical,LIKELY FALSE,meter-false
979,Moscow Alleges a ‘Massive Campaign’ in Germany to Discredit Russian Media,FALSE,meter-false
980,"Russian Senator: U.S. Has No Right to “Determine” Venezuelan Leader, but OK if Russia Does It",MISLEADING,meter-false
981,Afghan Military Rejects Russia’s Allegation of U.S. ‘Liberating Islamic State Leaders’,LIKELY FALSE,meter-false
982,Rachel Maddow’s U.S. Cold Weather Concern Over Russia and China Was Not Baseless,FALSE,meter-false
983,‘Putin’s Chef’ Denies Existence of Mercenary Group Wagner,FALSE,meter-false
984,"In Reporter's Visit to Butina’s Home, Russia Continues to Deny Her Ties to State",FALSE,meter-false
985,Update: ‘Putin’s Chef’ Lashes Out after Lawyer Rebuked in Troll Farm Case,MISLEADING,meter-false
986,Pro-Assad Blogger ‘Exposes’ @invenezuelablog,MISLEADING,meter-false
987,Did the United States Give Hungary ‘Orders’ on Policy toward China and Russia?,FALSE,meter-false
988,Russia Today Chief Says Case Against Scottish Politician is Politically Motivated,MISLEADING,meter-false
989,Russian Military Channel Alarmed at Ukrainian Armored Vehicles in Ukrainian Territory,TRUE,meter-true
990,"Russia Complains MH-17 Investigation Keeps Secrets from Moscow. True, with Russia as the Main Suspect",PARTIALLY TRUE,meter-false
991,Russia Demonstrates Missile Claiming No Violation of INF – Only to Prove Opposite,FALSE,meter-false
992,Updated: Facts do not Fit Russian Accusation That U.S. Holds ‘Hostages’,FALSE,meter-false
993,Russian Foreign Ministry Again Accuses U.S. of Supporting Islamic State,FALSE,meter-false
994,Sputnik Falsely Claims ‘Censorship’ After Facebook Removed Hundreds of Accounts,FALSE,meter-false
995,Russian FM Errs in Saying Congress Stepping on Trump’s Foreign Policy Toes,FALSE,meter-false
996,"Russian Politician Says Russia Never Killed Dissidents, Later Apologizes",FALSE,meter-false
997,RT Misleads About Church Fire in Kyiv,MISLEADING,meter-false
998,Did a Self-Driving Tesla Really Destroy a Russian Robot?,FALSE,meter-false
999,Is Europe’s Gender Equality Resolution a ‘Provocation’ Against Russia?,FALSE,meter-false
1000,"Russian Op-Ed Smears Ocasio-Cortez, Mistaking Memes for Actual Quotes",FALSE,meter-false
1001,Are the U.S. and NASA the Biggest Losers if ‘Cosmic Relations' with Russia Unravel?,FALSE,meter-false
1002,Updated: RT Op-Ed Attacks McFaul For Travel Warning after Espionage Arrest,MISLEADING,meter-false
1003,"RT Claims WADA ‘Failed’ to Collect Data from Moscow Lab. Actually, Russian Authorities Denied Access",MISLEADING,meter-false
1004,Putin’s ‘Language of Truth’ Constantly Fails Fact-Checking,FALSE,meter-false
1005,Has Putin’s Chef Lost his Kremlin Contracts?,LIKELY FALSE,meter-false
1006,Russian Embassy in Canada Uses Butina Case to Attack #MeToo and Feminism,FALSE,meter-false
1007,Kremlin: U.S. Must ‘Babysit’ Poroshenko After Funding Ukrainian Revolution,FALSE,meter-false
1008,Kremlin Ignores Evidence in Calling US Meddling Reports ‘Unfounded’,FALSE,meter-false
1009,"Putin Says Russian Military Companies Can Operate if They Do So Legally, but They Don’t",FALSE,meter-false
1010,"Putin Ignores Question on Japan Island Return, Instead Focusing on U.S. Military in Okinawa",TRUE,meter-true
1011,"Annual News Conference: Despite the Evidence, Putin Calls Skripal Poisoning a Pretext to Attack Russia",FALSE,meter-false
1012,Does Putin Know What’s Happening to Jehovah’s Witnesses in Russia?,FALSE,meter-false
1013,Kremlin Media Chief Calls the Time '2018 Person of the Year' Choice of Russian Journalist ‘Hypocrisy’,FALSE,meter-false
1014,Breaking Butina? Lavrov Says Plea Squeezed Out of Confessed Russian Agent,MISLEADING,meter-false
1015,"Russian Sources Blame Coalition for Destroying Hospital in Syria, Even Before it Was Damaged",FALSE,meter-false
1016,"Putin on Butina: Our Poor Innocent Girl, Who None of Us Know",FALSE,meter-false
1017,Russian Media Falsely Claim White House ’Denied’ 2016 Election Meddling,FALSE,meter-false
1018,Russia Deflects Blame for France’s Yellow Vests,MISLEADING,meter-false
1019,Russian Foreign Ministry Distorts Ukraine Famine Legacy,MISLEADING,meter-false
1020,Russian Troll Factory Expanded and Harassing Independent Press,FALSE,meter-false
1021,"American Blogger’s Ukraine Martial Law Theory, Shared on RT is Flawed",FALSE,meter-false
1022,Russian Reporter Blames George H.W. Bush and the Persian Gulf War for Fomenting ‘Chaos’ in the Middle East,MISLEADING,meter-false
1023,"Russian State News Chief Raps on Air, Claims Russian Rap Is Home Grown",FALSE,meter-false
1024,Putin Falsely Claims Seized Ukrainian Ships Gifted by U.S.A.,FALSE,meter-false
1025,"Updated: Russian Agent Butina Set for US Citizenship, Journalist Claims Without Evidence",FALSE,meter-false
1027,Correction: Russian Media Outlet Claims Short Kerch Strait Ramming Video Was not Edited,MISLEADING,meter-false
1028,Martial Law in Ukraine – Russian Claims Examined,PARTIALLY TRUE,meter-false
1029,RT Distorts History of Maidan Revolution in Ukraine,MISLEADING,meter-false
1030,Zakharova: Russia Blamed for Skripal Poisoning to Distract from Brexit,FALSE,meter-false
1031,Putin Spokesman Wrongly Calls Western Sanctions ‘Illegal',FALSE,meter-false
1032,Are Americans Controlling German Media?,FALSE,meter-false
1033,Russian Prosecutor Tries to Pin Magnitsky Murder on Browder,FALSE,meter-false
1034,UPDATE: The Kremlin Falsely Accuses US Senators of ‘Intervention’ in INTERPOL Vote,FALSE,meter-false
1035,"Journalists, Ukrainians Object to AP News Story on Regional ‘Elections’",MISLEADING,meter-false
1036,Moscow Claims 'Sham' Donbas Election Stems Chaos it Sowed,FALSE,meter-false
1037,Lavrov Exaggerates Accidental Missile Launch,MISLEADING,meter-false
1038,UPDATED: Russian State Media Proclaims the Elections in Donetsk ‘Democratic’ – Based on Unqualified Observers,FALSE,meter-false
1039,Fiery Russian Nationalist Politico Denies Ukraine History,MISLEADING,meter-false
1040,Helsinki Summit Commemorative Coin Contains Mistakes in Russian,TRUE,meter-true
1041,Is Concern Over Russian Spies in Britain ‘Political Paranoia?’ – Not the Way Russia Claims,MISLEADING,meter-false
1042,McFaul Post Election Tweet Triggers RT Attack in 'US News' Feed,MISLEADING,meter-false
1043,Russia’s Foreign Minister: US Election and Politics ‘Directly Affect’ Bilateral Relations – Avoiding the Record,PARTIALLY TRUE,meter-false
1044,Russian Defense Ministry Evades Accusations of 'Unsafe' Flyby,FALSE,meter-false
1045,Russian Embassy Distorts Story About Anti-Vaccine Disinformation,FALSE,meter-false
1046,Russia Predicts Next Presidential Election Could Cause a Second American Civil War,MISLEADING,meter-false
1047,Russian Military Budget Cuts Are No Olive Branch,MISLEADING,meter-false
1048,Palestinian Official Visiting Chechnya Falsely Claims Putin Supports 'All Freedom-seeking Peoples’,FALSE,meter-false
1049,Russian Embassy Tweets Misleading Photo of White Helmets in Syria,MISLEADING,meter-false
1050,OSCE Interview Fuels Kremlin Disinformation,FALSE,meter-false
1051,Russian State TV Claims Megyn Kelly’s Show Taken Off Air Because of Russians’ Love for Her,FALSE,meter-false
1052,Russian Ruble Jumps Based on False Media Reports Quoting Bolton,FALSE,meter-false
1053,Russian Troll Farm’s Comically Fake U.S. Military Video Incites Ridicule Online,FALSE,meter-false
1054,Putin spokesman beats around nuclear 'no first use' bush,FALSE,meter-false
1055,"Russian State News Agency Blames Ukraine for Breakdown in Relations, Ignores Russian Aggression",FALSE,meter-false
1056,Putin Downplays Size of U.S. Economy to China’s Favor -- Facts Show Otherwise,MISLEADING,meter-false
1057,Russia Analyst: Putin’s ‘We do not Create Tensions’ Claim at Valdai is a ‘Blatant Lie’,FALSE,meter-false
1058,Putin: People Keep Accusing Russia Without Showing Evidence,FALSE,meter-false
1059,Lavrov Alleges Ties Between Bellingcat and Intelligence Services,MISLEADING,meter-false
1060,Putin Repeats Old False Claim that Crimea ‘is Ours’,FALSE,meter-false
1061,Gazprom Promises China a Supply of Natural Gas it Cannot Deliver,MISLEADING,meter-false
1062,Sputnik Sounds Alarm About NATO Convoy's 'Suspected' Move Through a NATO Member State,MISLEADING,meter-false
1063,Trump Comments Provide No Grist for Russian Disinformation Mill,FALSE,meter-false
1064,Russian Reporter Fibs About Ukrainian Delegation at the Council of Europe,FALSE,meter-false
1065,"While RT Bemoans Ukrainian Propaganda, it is Russians who Feel the Disinfo Fallout",FALSE,meter-false
1066,"Russian Prison Official Says Sentsov Agrees to Start Eating, Leaves Out Why",MISLEADING,meter-false
1067,No Evidence for Putin claim that ‘scumbag’ Skripal sanctified in West,FALSE,meter-false
1068,Corrected: CNN and BBC Losing Arabic and Spanish Audience to Russian Broadcaster RT,PARTIALLY TRUE,meter-false
1069,Steven Seagal Wants to Become a Governor in Russia’s Far East. He Needs to Learn the Law,FALSE,meter-false
1070,Lavrov Sounds False Alarm Over ‘Staged’ Syria Strikes,FALSE,meter-false
1071,Russian Foreign Ministry Still Denies Evidence of Involvement in Salisbury Poisoning,FALSE,meter-false
1072,RT Chief: The World Loves Vladimir Putin. Polls Disagree,FALSE,meter-false
1073,Updated: Georgia’s “Secret Lab” – Experiments on Humans or Normal Treatment of Hepatitis C?,FALSE,meter-false
1074,Yulia Skripal Refused to Meet with Russian Consulate Officials,MISLEADING,meter-false
1075,"Investigators Were Not Silent, Following a New Russian Claim on MH17",FALSE,meter-false
1076,Syrian Regime Forces Shot Down Russian Military Plane by Accident,LIKELY FALSE,meter-false
1077,Russian Occupation of Crimea is a ‘Land Grab’,FALSE,meter-false
1078,Would Visiting the U.S. Help Vladimir Putin ‘Humanize' His Adversary? Fact: Putin Visited Nine Times,FALSE,meter-false
1079,Updated: Largest Opposition Party in Macedonia is Not Boycotting Name Referendum,MISLEADING,meter-false
1080,Sputnik Falsely Blames India’s Sell-Off of US Securities on ‘Weaponization of the Dollar’,FALSE,meter-false
1081,Promising to Make a 'Good Juicy Chop' of Opposition Leader is Not 'Physical Threat' – the Kremlin,FALSE,meter-false
1082,Russian Media Reports on Fake FSB Claims,TRUE,meter-true
1083,"Russian Police Say the Election Day Was 'Calmest,' After Clamping Down on Country-wide Protests",FALSE,meter-false
1084,Russian TV May Have Cropped Photo to Support Conspiracy Theory,FALSE,meter-false
1085,Russian Humor or Honest Confession? RT Admits it is Kremlin’s Propaganda Bullhorn,MISLEADING,meter-false
1086,Russia Responds to Evidence of Novichok Poisoning in Britain with Classic Maskirovka Measures,MISLEADING,meter-false
1087,Online Joke Circulates False Information About U.S. Visa Application for Russian Citizens,FALSE,meter-false
1088,Russia Protests NATO Drills While Flexing Superpower Muscles with Massive War Games,MISLEADING,meter-false
1089,The Salaries of Men and Women: Where is the Gap Even Greater than in Russia?,TRUE,meter-true
1090,"When Putin Visited Depressing Siberian City, Russian TV Showed Footage of Moscow to Beautify its Report",MISLEADING,meter-false
1091,What’s Behind The Suspension of Visa-Free Travel Between Poland and Russia?,PARTIALLY TRUE,meter-false
1092,Lavrov: West is Blocking Chemical Weapons Inspections in Syria -- Not True,FALSE,meter-false
1093,"Putin’s Pension Speech Was Inaccurate and ‘Based on Propaganda’, Experts Say",LIKELY FALSE,meter-false
1094,"Who Is ‘Stuck’ in Syria – Russia, the U.S., or Both?",PARTIALLY TRUE,meter-false
1095,Facts Contradict Russia’s Claim of Compliance with the Open Skies Treaty,FALSE,meter-false
1096,Moscow Falsely 'Shames' the U.S. Over Russian Cyber Espionage Activities,FALSE,meter-false
1097,"Russian Maker of Missile that Shot Down MH-17 Reports Increased Global Sales, Even Under Sanctions",TRUE,meter-true
1098,"Sputnik Falsely Accuses U.N. of Supporting the White Helmet Disinfo Campaign Sputnik, Itself, Spreads",FALSE,meter-false
1099,Britain Has Good Reason to Consider Russia a Threat,FALSE,meter-false
1100,Russian Foreign Ministry's Attack over U.S. Chemical Weapons Stockpile Proven Misleading,MISLEADING,meter-false
1101,"Latvian Singer Targeted for Complying with Sanctions Against Russia, Threatened with 'Crimea Dossier'",FALSE,meter-false
1102,"Update: Religious Persecution in China Verified, Despite State Media Denials",FALSE,meter-false
1103,Putin’s “Surgeon” of the Night Wolves Issues “End of the World” Message to Slovakian President Kiska,FALSE,meter-false
1104,US Novichok Sanctions: Kremlin's Claim its Financial System Secure – Inaccurate,MISLEADING,meter-false
1105,Journalist Portrays Russian Army as Underdog in War With Georgia,MISLEADING,meter-false
1106,Maria Zakharova Claims Ignorance of Slain Journalists’ Activities,FALSE,meter-false
1107,Russia: European Cyber Operations Centers -- US Help?,PARTIALLY TRUE,meter-false
1108,NATO Isn’t Planning to Break Up Russia,FALSE,meter-false
1109,"Despite Russian Claim, Maria Butina Was More than a Mere Student",MISLEADING,meter-false
1110,The Russian Military: ‘Friendly and Open’ or Aggressive and Dangerous – the Evidence,FALSE,meter-false
1111,Is the Labor Force in Russia Smaller Than in Other Countries?,PARTIALLY TRUE,meter-false
1112,Maria Butina's Own Words Belie Claim That Charges Are 'Trumped up',FALSE,meter-false
1113,"Moscow’s Ambassador Claims Russophobia Victimizes Russian-Americans -- 'No,' says Diaspora",MISLEADING,meter-false
1114,Russian Football Coach Celebrates ‘Surprisingly Successful’ World Cup,TRUE,meter-true
1115,Russian U.K. Embassy Denies Evidence of Moscow Interfered in the U.S. Election,FALSE,meter-false
1116,Putin’s Claim on U.S. Criminal Charges Against a Russian Company is Fiction,FALSE,meter-false
1117,"Sputnik Repeats Russia's False Tales About MH 17, Four Years Later",FALSE,meter-false
1118,"At the Helsinki Summit, Putin Claims Military Coordination Avoids Danger -- the Record Proves Otherwise",MISLEADING,meter-false
1119,Sputnik Highlights Croatian Leader’s Comments on World Cup ‘Hate Incidents’ – and That’s All,MISLEADING,meter-false
1120,Russian Foreign Ministry Tweets NATO Criticism,FALSE,meter-false
1121,Russian TV Manipulates Gallup Poll Results to Show Americans Less Patriotic,MISLEADING,meter-false
1122,"Russian UK Embassy Flubs, Misstates U.S. Military Posture in Ukraine",FALSE,meter-false
1123,Russia Today’s Take on the US Immigration Debate Ignores Complexity,PARTIALLY TRUE,meter-false
1124,Russian State Media Try to Hijack New Novichok Poisoning Narrative,FALSE,meter-false
1125,"Steven Seagal -- a Foreign Policy Pundit, Putin’s Hope for Better Ties with America",MISLEADING,meter-false
1126,"Russia Falsely Denies Hunger Striker, Oleh Sentsov, a Prison Visit by Ukraine",FALSE,meter-false
1127,"Russian Defense Ministry's Latest #MH17 Denial -- 'a Lie, Pure and Simple'",FALSE,meter-false
1128,Russian Ambassador's Claim to Albania: No “Aggressive Plans” - Belied by Actions,MOSTLY FALSE,meter-false
1129,Ukrainian State Security Chief Alleges ‘Russian Hand’ in Attack on Roma,MISLEADING,meter-false
1130,Russian Filmmaker Uses American Reporter to Drive ‘Demons’ out of Resurrected Journalist,MISLEADING,meter-false
1131,'Captain Calamity’ Recognizes the Donetsk People’s Republic,MISLEADING,meter-false
1132,Armenia: General’s Allies Allow Prosecution After Party Leader Called Charges “Fabricated”,MISLEADING,meter-false
1133,Kremlin’s USA Really is ‘Waking Up America’ with Fake News,FALSE,meter-false
1134,Russian Foreign Ministry Spreads Fake Margaret Thatcher Quote,FALSE,meter-false
1135,FIFA2018: Russian Comedian Sings the National Team is “Sh-t”,TRUE,meter-true
1136,What Putin Says About Rights and Freedoms in Russia vs. the Facts,FALSE,meter-false
1137,Putin Says Russia Has Not Left the G-7 – Not True,PARTIALLY FALSE,meter-false
1138,"TASS Omits Key Comments by the Austrian Chancellor, Putting a Positive Russian Spin on His Meeting with Putin",MISLEADING,meter-false
1139,Russian Citizen Fact Check: ‘Everything…is a Lie’,FALSE,meter-false
1140,Russia-Linked ‘American’ Site Downplays Russian Connections,MISLEADING,meter-false
1141,Russia’s ‘Sunday News’ with Dmitry Kiselev Used Photoshop to Alter Kim Jong Un’s Smile in Meeting with Lavrov,FALSE,meter-false
1142,Russian Media: Actor Johnny Depp Had Car Accident and Paid Dates with 40 Girls While in Russia,FALSE,meter-false
1143,"What Do Russian Nationalists, Alex Jones and Roseanne Have in Common?",FALSE,meter-false
1144,Russia Demands Release of Satellite Images That the U.S. Released 4 Years Ago,FALSE,meter-false
1145,"Duma Deputy Declares MH17 Investigation ‘Fake,’ Russian State Newspaper Takes it Back",MISLEADING,meter-false
1146,Zakharova: Handbook for Journalists Covering World Cup is ‘More Russophobia’,FALSE,meter-false
1147,"Kurt Volker Said Ukraine Must Return Territory Via Diplomacy, Not Force",FALSE,meter-false
1148,Sanctions and Counter-Sanctions: How Might They Affect the Supply of Nuclear Fuel from Russia to the United States?,TRUE,meter-true
1149,Can The U.K. Label Any Foreign Investment as ‘Dirty Money?’,FALSE,meter-false
1150,"Putin: High Treason Charges Against Journalists ""Unprecedented."" Russian Journalist: ""Putin Lies""",FALSE,meter-false
1151,NATO: No Alliance Service Members Killed in Eastern Ukraine,FALSE,meter-false
1152,"Update: Putin Says Russian Life Expectancy is Up, But New Numbers Show Deaths Outpacing Births",PARTIALLY TRUE,meter-false
1153,RT: OPCW Got its Chemical Weapons Samples from ‘Jihadists’,FALSE,meter-false
1154,Did Western Media Call Russia ‘the Last Hope of the West?’,FALSE,meter-false
1155,Ukrainian Veterans Did Not Threaten a Russian Diplomat,FALSE,meter-false
1156,"Moscow: Crimea is Russian, UN: It is occupied territory",FALSE,meter-false
1157,"UPDATED: Thanking Putin, Serbian President Claims Serbs ‘Suffered the Most’ in Balkan Conflict",MISLEADING,meter-false
1158,"Sanctions on Russian Aluminum Do No Harm to a US Automaker, Despite Russian Claim",FALSE,meter-false
1159,Novichok Poisoning: Russia’s Version #38 – False,FALSE,meter-false
1160,"Putin Promises to ‘Expand Space of Freedom’ for Youth, But It’s Conditional",PARTIALLY FALSE,meter-false
1161,"At his Inauguration, Putin Proclaims Peace and Prosperity, Both are Elusive",MISLEADING,meter-false
1162,Sputnik Says ‘No Racism in Russian Football.’ Black Players Disagree,FALSE,meter-false
1163,Pro-Kremlin Account Presents Ad Campaign as a Real Newspaper Story,FALSE,meter-false
1164,"Medvedev: Calls Russia's GDP Growth ‘Good,’ Yet it Remains in ""Stagnation""",FALSE,meter-false
1165,"Sputnik calls the April Missile Strikes on Syria Illegal, Many Experts Agree",LIKELY TRUE,meter-true
1166,"Russian State Agency Files False Report that U.S. ""Banned"" Aid to Syria",FALSE,meter-false
1167,Updated: Russian News Uses Fake Photos and Distorted Interview on Chemical Attack,FALSE,meter-false
1168,Russia is not worried about political turmoil in Armenia,PARTIALLY TRUE,meter-false
1169,Counter-sanctions: Will Russia Stop Supplying Rocket Engines to the United States?,LIKELY FALSE,meter-false
1170,Russia Accuses the United States of “Genocide Through Sanctions”,FALSE,meter-false
1171,OPCW Has UN Authorization to Inspect Alleged Chemical Attack Site,FALSE,meter-false
1172,"Russian General's Claim of 71 Missiles Downed Countered by Experts, Evidence",LIKELY FALSE,meter-false
1173,Sputnik and Zvezda Falsely Claim Hitler’s Mein Kampf is more popular than Harry Potter in Latvia,FALSE,meter-false
1174,Russian Central Bank: Impact of Sanctions Shows Russia Has an Open Economy,PARTIALLY TRUE,meter-false
1175,Did a Ukrainian Politician Really Say Ukrainian Troops Can’t Learn How to Use American Weapons?,MISLEADING,meter-false
1176,"Russia Calls for 'Objective' Probe into Chemical Weapons Attacks, Even as it Blocks UN Action",FALSE,meter-false
1177,"Russia Claims Sanctions Put Workers in 'Crosshairs,' US Aims at 'Oligarchs'",MISLEADING,meter-false
1178,Evidence Contradicts Russia's Denial of a Chemical Attack in Syria,FALSE,meter-false
1179,RT Distorts Disinformation Detective's Guide to Russian Trolls,FALSE,meter-false
1180,Observers Disagree with Putin that 2018 Election Was the ‘Most Transparent and Clean’ Vote in Russian History,FALSE,meter-false
1181,"As Baltic Leaders Meet Trump, Russia Accuses NATO of Crossing a ‘Red Line,’ Overlooking Russia’s Aggression",MISLEADING,meter-false
1182,"Kadyrov Claims his Foundation on the 'Front-Line' with the Russian Troops, 'Only Charity' in Syria",FALSE,meter-false
1183,RT Isn’t Going Off the Air Because of ‘Foreign Agent’ Designation,FALSE,meter-false
1184,Maria Zakharova’s Freestyle Wrestling with the Facts,MISLEADING,meter-false
1185,"Despite Government's History in Disasters, Putin Says Trust 'Real Investigation'",MISLEADING,meter-false
1186,UPDATED: Russian Ambassador Falsely Accuses the U.S. of Acting “Unlawfully” in Spy Expulsions,FALSE,meter-false
1187,"Despite Denials, Links Between Cambridge Analytica and Russia Emerge",FALSE,meter-false
1188,It Was Not a Visit to Russia that Kept Sri Lankan Politico Out of US,FALSE,meter-false
1189,Ukrainian Pilot’s Suicide Wasn’t Connected to MH17 Case,FALSE,meter-false
1190,Russian Media Cite Fake Election Observers,FALSE,meter-false
1191,"Putin Documentary: Crimea -- What He Says Now, What Putin Said in 2008",FALSE,meter-false
1192,Ukraine’s Maidan Revolution Was Not a ‘Coup’,FALSE,meter-false
1193,UPDATED: Russia Falsely Denies Connection to the 'Deadliest' Poison Ever Made,FALSE,meter-false
1194,Russian Parliament Leaders Falsely Imply Powerful US Lawmakers Are Immune to Charges of Sexual Abuse,FALSE,meter-false
1195,"Russia Claims Poisoned Agent was 'Actually a British Spy,' Ignoring His Double Life",MISLEADING,meter-false
1196,Radio Liberty Isn't Undermining Russia's Presidential Election,FALSE,meter-false
1197,"The Kremlin, “Satan” and the State of Florida",FALSE,meter-false
1198,Putin Sets Healthcare Spending Goals Above Recent Averages,MISLEADING,meter-false
1199,Update: Kadyrov's Press Secretary Accuses US Government of Conspiring against Chechnya,FALSE,meter-false
1200,Is the U.S. Evacuating IS Members from Syria?,FALSE,meter-false
1201,Updated: Putin’s Press Secretary Denies Syrian and Russian Bombing of Ghouta Killed Civilians,FALSE,meter-false
1202,Updated: What Is the Connection Between the Wagner Group and the Russian State?,MISLEADING,meter-false
1203,"Russian Foreign Minister Calls Mueller Indictment 'Blabber,' Experts call it 'Absolutely Damning'",FALSE,meter-false
1204,"Zakharova Downplays Armed Clash with Americans in Syria, Kremlin-linked Audio Recordings Contradict Her Story",LIKELY FALSE,meter-false
1205,Deripaska’s Lawyer: Navalny is Not the Defendant in the Suit,MISLEADING,meter-false
1206,Ex-Finance Minister: Russian Share of Global Economy Shrinking,TRUE,meter-true
1207,Is the US Setting up an Alternative Government in Syria?,FALSE,meter-false
1208,Lavrov: ‘Kremlin List‘ Could Have Been Done in Half an Hour,PARTIALLY TRUE,meter-false
1209,Is the US More Concerned With Seizing Economic Assets than Fighting Islamic State in Syria?,MISLEADING,meter-false
1210,Is Russian Hacker Peter Levashov Being Mistreated in Connecticut Prison?,UNCLEAR AND PARTIALLY TRUE,meter-false
1211,Fake Russian Story Stokes Anti-Immigrant Fears,FALSE,meter-false
1212,Russian Defense Ministry: Su-25 Downed in Syria Was on ‘Ceasefire Observance’ Mission,LIKELY FALSE,meter-false
1213,Are Sanctions Aimed at Influencing Russia’s Domestic Politics?,FALSE,meter-false
1214,Sputnik and RT Coverage Minimizes Impact of 'Voters Strike' Protests,MISLEADING,meter-false
1215,FIFA President Praises Russia for Doing “Everything for Fans” – Which Includes Forced Labor and Mass Killing of Stray Dogs,MISLEADING,meter-false
1216,Russia claims Fighter Jet Behaved in “Strict Compliance” with International Rule,FALSE,meter-false
1217,Vladimir Putin says US “Oligarchs List” sanctions Every Russian,FALSE,meter-false
1218,"Turkish News Presents Video Game Footage as Combat Footage, Adopting Russian Technique",FALSE,meter-false
1219,Maria Zakharova Claims To Wear a Completely Made-in-Russia Outfit,FALSE,meter-false
1220,Does Putin Really Have the Support of Crimean Tatars?,FALSE,meter-false
1221,"Russia Says It Enforces Sanctions on North Korea, But Reports Paint a More Complex Picture",UNCLEAR,meter-false
1222,U.S. Anti-Missile Defense System in Romania Under Siege… by Sheep,TRUE,meter-true
1223,Russia Violated the 1994 Budapest Memorandum,FALSE,meter-false
