,nc,1,claim,0,nt
1361,Фейк: Вакцина от коронавируса не способна уменьшить смертность от COVID-19,meter-false,Fake: Coronavirus vaccine fails to reduce COVID-19 deaths,Coronavirus vaccine fails to reduce COVID-19 deaths,Fake
1362,"Фейк: Феминизм — «изобретение» Рокфеллеров, чтобы заставить женщин работать",meter-false,Fake: Feminism Is A Rockefeller 'Invention' To Get Women To Work,Feminism Is A Rockefeller 'Invention' To Get Women To Work,Fake
1363,"Фейк: Президента Танзании убили, потому что он до конца не верил в «короноистерию»",meter-false,Fake: The President of Tanzania was killed because he did not fully believe in “corona hysteria”,The President of Tanzania was killed because he did not fully believe in “corona hysteria”,Fake
1364,Манипуляция: В украинской школе показательно выбросили книги на русском языке,meter-false,Manipulation: Books in Russian thrown away in a Ukrainian school,Books in Russian thrown away in a Ukrainian school,Manipulation
1365,"Фейк: В вакцинах от COVID-19 содержатся тяжелые металлы, которые работают по принципу чипов",meter-false,Fake: COVID-19 Vaccines Contain Heavy Metals That Work Like Chips,COVID-19 Vaccines Contain Heavy Metals That Work Like Chips,Fake
1366,"Фейк: Вакцина от COVID-19 превратит человека в ГМО и в «ходячий мобильник», — фейки...",meter-false,"Fake: COVID-19 vaccine will turn a person into a GMO and into a ""walking cell phone"" - fakes...","COVID-19 vaccine will turn a person into a GMO and into a ""walking cell phone"" - fakes...",Fake
1367,Фейк: Разработчик вакцины от COVID-19 проговорился о стерилизации населения,meter-false,Fake: COVID-19 Vaccine Developer Spoiled About Population Sterilization,COVID-19 Vaccine Developer Spoiled About Population Sterilization,Fake
1368,Фейк: Больницы в Украине «необоснованно» заняты пациентами с COVID-19,meter-false,Fake: Hospitals in Ukraine are 'unreasonably' busy with COVID-19 patients,Hospitals in Ukraine are 'unreasonably' busy with COVID-19 patients,Fake
1369,"Фотофейк: Российский гуманитарный конвой попал в аварию, направляясь на Донбасс",meter-false,Photofake: Russian humanitarian convoy crashed on its way to Donbass,Russian humanitarian convoy crashed on its way to Donbass,Photofake
1370,"Манипуляция: Президент Украины тратит на себя в 100 раз больше, чем президент Швейцарии",meter-false,Manipulation: The President of Ukraine spends 100 times more on himself than the President of Switzerland,The President of Ukraine spends 100 times more on himself than the President of Switzerland,Manipulation
1371,Фейк: В Украине обнаружили неизвестный миру агрессивный штамм COVID-19,meter-false,Fake: An aggressive strain of COVID-19 unknown to the world was discovered in Ukraine,An aggressive strain of COVID-19 unknown to the world was discovered in Ukraine,Fake
1372,Фейк: Вакцина от AstraZeneca (Covishield) содержит в своем составе вирус шимпанзе и абортированные человеческие...,meter-false,Fake: AstraZeneca (Covishield) vaccine contains chimpanzee virus and aborted human...,AstraZeneca (Covishield) vaccine contains chimpanzee virus and aborted human...,Fake
1373,Фейк: Видео с вакцинацией от COVID-19 — поддельные,meter-false,Fake: COVID-19 vaccination videos are fake,COVID-19 vaccination videos are fake,Fake
1374,"Фейк: «Неожиданные смерти» людей, отрицающих COVID-19",meter-false,"Fake: ""Unexpected deaths"" of people who deny COVID-19","""Unexpected deaths"" of people who deny COVID-19",Fake
1375,Фейк: СDC изменил свою позицию относительно связи вакцин и аутизма под давлением антивакцинаторов,meter-false,Fake: CDC changed its position on the connection between vaccines and autism under pressure from anti-vaccinators,CDC changed its position on the connection between vaccines and autism under pressure from anti-vaccinators,Fake
1376,Фейк: В Черкасской области умерло 107 человек после вакцинации от COVID-19,meter-false,Fake: 107 people died in Cherkasy region after being vaccinated against COVID-19,107 people died in Cherkasy region after being vaccinated against COVID-19,Fake
1377,Фейк: ПЦР-тесты выдали вирус гриппа за COVID-19 – исследование,meter-false,Fake: PCR tests passed off flu virus as COVID-19 – study,PCR tests passed off flu virus as COVID-19 – study,Fake
1378,"Фейк: ВОЗ — частная организация, которая интересуется лишь обогащением и властью над людьми",meter-false,Fake: WHO is a private organization that is only interested in enrichment and power over people,WHO is a private organization that is only interested in enrichment and power over people,Fake
1379,Фейк: Правительствам выгодна массовая «ковидная истерия»,meter-false,Fake: Governments benefit from mass “covid hysteria”,Governments benefit from mass “covid hysteria”,Fake
1380,"Фейк: Полисорбат 80 в составе вакцин подавляет иммунную систему, вызывает энцефалит и бесплодие",meter-false,"Fake: Polysorbate 80 in vaccines suppresses the immune system, causes encephalitis and infertility","Polysorbate 80 in vaccines suppresses the immune system, causes encephalitis and infertility",Fake
1381,Фейк: После вакцины от COVID-19 умрет 30% населения Земли,meter-false,"Fake: After the COVID-19 vaccine, 30% of the world's population will die","After the COVID-19 vaccine, 30% of the world's population will die",Fake
1382,Фейк: В Одессу будут завозить химические отходы из Индии,meter-false,Fake: Chemical waste from India will be brought to Odessa,Chemical waste from India will be brought to Odessa,Fake
1383,Манипуляция: Вакцина Oxford/AstraZeneca (Covishield) способна модифицировать ДНК человека,meter-false,Manipulation: Oxford/AstraZeneca (Covishield) Vaccine Can Modify Human DNA,Oxford/AstraZeneca (Covishield) Vaccine Can Modify Human DNA,Manipulation
1384,Фейк: Видео вакцинации Зеленского от COVID-19 – постановочное,meter-false,Fake: Video of Zelensky's vaccination against COVID-19 staged,Video of Zelensky's vaccination against COVID-19 staged,Fake
1385,Фейк: Последнее фото учительницы украинского языка из Донецка,meter-false,Fake: The last photo of a Ukrainian language teacher from Donetsk,The last photo of a Ukrainian language teacher from Donetsk,Fake
1386,Фейк: Созданы «квантовые импланты» для слежения за человечеством,meter-false,"Fake: ""Quantum Implants"" Created to Track Humanity","""Quantum Implants"" Created to Track Humanity",Fake
1387,Фейк: Дикие кабаны перебегают дорогу в Киеве,meter-false,Fake: Wild boars cross the road in Kyiv,Wild boars cross the road in Kyiv,Fake
1388,"Фейк: Минздрав Австралии определил, что COVID-19 «не существует»",meter-false,Fake: Australian Health Department determines COVID-19 'doesn't exist',Australian Health Department determines COVID-19 'doesn't exist',Fake
1389,Фейк: В Украине построили «Аушвиц» для «утилизации вакцинированных»,meter-false,Fake: Auschwitz was built in Ukraine to “dispose of the vaccinated”,Auschwitz was built in Ukraine to “dispose of the vaccinated”,Fake
1390,Фейк: Ангела Меркель отказалась прививаться от COVID-19 вакциной от AstraZeneca,meter-false,Fake: Angela Merkel refuses to vaccinate against COVID-19 vaccine from AstraZeneca,Angela Merkel refuses to vaccinate against COVID-19 vaccine from AstraZeneca,Fake
1391,Фейк: Индийской вакциной массово стерилизовали кенийских женщин — теперь очередь Украины,meter-false,Fake: Indian vaccine mass sterilized Kenyan women - now it's Ukraine's turn,Indian vaccine mass sterilized Kenyan women - now it's Ukraine's turn,Fake
1392,Манипуляция: В Украине опять ввели локдаун,meter-false,Manipulation: Lockdown again introduced in Ukraine,Lockdown again introduced in Ukraine,Manipulation
1393,"Фейк: Covishield развозят по Украине в обычных фургонах, без холодильника",meter-false,"Fake: Covishield is transported around Ukraine in ordinary vans, without a refrigerator","Covishield is transported around Ukraine in ordinary vans, without a refrigerator",Fake
1394,Фейк: В Воронеже задержали украинских нацистов,meter-false,Fake: Ukrainian Nazis Detained in Voronezh,Ukrainian Nazis Detained in Voronezh,Fake
1395,Фейк: Каждые 20 дней количество смертей после вакцинации в США удваивается,meter-false,Fake: US vaccine deaths double every 20 days,US vaccine deaths double every 20 days,Fake
1396,Манипуляция: Семеро украинцев потеряли здоровье после вакцинации против COVID-19,meter-false,Manipulation: Seven Ukrainians lost their health after being vaccinated against COVID-19,Seven Ukrainians lost their health after being vaccinated against COVID-19,Manipulation
1397,Фейк: Последствия мРНК-вакцинации будет невозможно вылечить — она меняет генетический код человека,meter-false,Fake: The consequences of mRNA vaccination will be impossible to cure - it changes the human genetic code,The consequences of mRNA vaccination will be impossible to cure - it changes the human genetic code,Fake
1398,Фейк: Двое военных умерли после вакцинации на Востоке Украины,meter-false,Fake: Two soldiers died after being vaccinated in Eastern Ukraine,Two soldiers died after being vaccinated in Eastern Ukraine,Fake
1399,"Фейк: В Италии умер ребенок из-за того, что ему не дали снять маску",meter-false,Fake: Child dies in Italy because he was not allowed to take off his mask,Child dies in Italy because he was not allowed to take off his mask,Fake
1400,Фотофейк: Первая жертва вакцинации умерла в Чернигове,meter-false,Photofake: First Vaccination Victim Died in Chernihiv,First Vaccination Victim Died in Chernihiv,Photofake
1401,Фейк: Запрещенный фильм Роберта Де Ниро о вреде вакцинации,meter-false,Fake: Robert De Niro's banned film about the dangers of vaccination,Robert De Niro's banned film about the dangers of vaccination,Fake
1402,Фейк: Политолога из каналов Медведчука поймали на краже в АТБ,meter-false,Fake: Political scientist from Medvedchuk's channels caught stealing from ATB,Political scientist from Medvedchuk's channels caught stealing from ATB,Fake
1403,Фейк: Во Львове муниципалы забрали танки НАТО на штрафплощадку,meter-false,"Fake: In Lviv, the municipalities took NATO tanks to the penal site","In Lviv, the municipalities took NATO tanks to the penal site",Fake
1404,"Манипуляция: В Украине будут прививать «шмурдяком», у которого еще не закончены исследования",meter-false,"Manipulation: In Ukraine, they will instill ""Shmurdyak"", whose research has not yet been completed","In Ukraine, they will instill ""Shmurdyak"", whose research has not yet been completed",Manipulation
1405,"Фотофейк: В Германии водители бросили свои авто, протестуя против повышения цен на топливо",meter-false,"Photofake: In Germany, drivers abandoned their cars in protest against rising fuel prices","In Germany, drivers abandoned their cars in protest against rising fuel prices",Photofake
1406,Фотофейк: Фабрика “Roshen” выпустила шоколад к 23 февраля,meter-false,Photofake: Roshen factory produced chocolate by February 23,Roshen factory produced chocolate by February 23,Photofake
1407,Манипуляция: В США вакцину Pfizer оценили как “экспериментальную”,meter-false,"Manipulation: In the US, the Pfizer vaccine was rated as “experimental”","In the US, the Pfizer vaccine was rated as “experimental”",Manipulation
1408,Фейк: В Украине готовятся провокации в рамках клинических испытаний вакцины от COVID-19,meter-false,Fake: Provocations are being prepared in Ukraine as part of clinical trials of a vaccine against COVID-19,Provocations are being prepared in Ukraine as part of clinical trials of a vaccine against COVID-19,Fake
1409,Фейк: В Литве устроили автопробег против коронавирусных ограничений,meter-false,Fake: Car rally organized in Lithuania against coronavirus restrictions,Car rally organized in Lithuania against coronavirus restrictions,Fake
1410,Манипуляция: В Польше врач умер после вакцины против COVID-19,meter-false,"Manipulation: In Poland, the doctor died after the vaccine against COVID-19","In Poland, the doctor died after the vaccine against COVID-19",Manipulation
1411,"Фейк: Папа Римский Франциск заявил, что «непривитых в рай не пустят»",meter-false,Fake: Pope Francis Says 'The Unvaccinated Will Not Be Allowed into Heaven',Pope Francis Says 'The Unvaccinated Will Not Be Allowed into Heaven',Fake
1412,"Фейк: Врач Роберт Петрелла о COVID-19, ВПЧ и раке груди",meter-false,"Fake: Doctor Robert Petrella on COVID-19, HPV and Breast Cancer","Doctor Robert Petrella on COVID-19, HPV and Breast Cancer",Fake
1413,Фейк: В Чехии приостановили вакцинацию от COVID-19 после 5 летальных случаев,meter-false,Fake: Czech Republic suspends COVID-19 vaccination after 5 deaths,Czech Republic suspends COVID-19 vaccination after 5 deaths,Fake
1414,Фейк: Билл Гейтс хочет «сократить население Земли» с помощью синтетического мяса,meter-false,Fake: Bill Gates wants to 'reduce the world's population' with synthetic meat,Bill Gates wants to 'reduce the world's population' with synthetic meat,Fake
1415,Фейк: Украинские военные применили на Донбассе запрещённые международными конвенциями фосфорные боеприпасы,meter-false,Fake: Ukrainian military used phosphorus munitions banned by international conventions in Donbas,Ukrainian military used phosphorus munitions banned by international conventions in Donbas,Fake
1416,Фейк: В таблетках парацетамола содержится смертельный вирус,meter-false,Fake: Paracetamol pills contain deadly virus,Paracetamol pills contain deadly virus,Fake
1417,"Фейк: Данные CDC показывают, что 70% смертей от вакцин в США приходится на вакцины...",meter-false,Fake: CDC data shows that 70% of vaccine deaths in the US are due to vaccines...,CDC data shows that 70% of vaccine deaths in the US are due to vaccines...,Fake
1418,Фейк: Весь мир отказывается прививаться от COVID-19,meter-false,Fake: The whole world refuses to be vaccinated against COVID-19,The whole world refuses to be vaccinated against COVID-19,Fake
1419,Фейк: ВОЗ признала неэффективность вакцин от СOVID-19,meter-false,Fake: WHO recognized the ineffectiveness of vaccines against COVID-19,WHO recognized the ineffectiveness of vaccines against COVID-19,Fake
1420,Фейк: В Японии запретили вакцинацию против кори,meter-false,Fake: Japan bans measles vaccination,Japan bans measles vaccination,Fake
1421,Видеофейк: По всей Украине вышки 5G облучают людей как СВЧ-печи,meter-false,"Video fake: All over Ukraine, 5G towers irradiate people like microwave ovens","All over Ukraine, 5G towers irradiate people like microwave ovens",Video fake
1422,Фейк: “Ощелачивание” организма может предотвратить рак,meter-false,Fake: “Alkalinization” of the body can prevent cancer,“Alkalinization” of the body can prevent cancer,Fake
1423,"Фейк: Украине грозит новый голодомор, который намечен на лето 2021 года",meter-false,"Fake: Ukraine faces a new famine, which is scheduled for the summer of 2021","Ukraine faces a new famine, which is scheduled for the summer of 2021",Fake
1424,Фейк: В Словакии 36 людей умерли после вакцины от коронавируса,meter-false,Fake: 36 people die in Slovakia after coronavirus vaccine,36 people die in Slovakia after coronavirus vaccine,Fake
1425,"Фейк: От COVID-19 умирают в больнице, дома от него еще никто не умер",meter-false,"Fake: People die from COVID-19 in the hospital, no one has died from it at home yet","People die from COVID-19 in the hospital, no one has died from it at home yet",Fake
1426,Манипуляция: Село на Прикарпатье ушло под воду,meter-false,Manipulation: A village in the Carpathians went under water,A village in the Carpathians went under water,Manipulation
1427,Видеофейк: Во Львове откопали машину из огромного сугроба,meter-false,"Video fake: In Lviv, they dug up a car from a huge snowdrift","In Lviv, they dug up a car from a huge snowdrift",Video fake
1428,"Манипуляция: Виктор Ляшко не исключил, что пожилые украинцы могут умереть после вакцинации",meter-false,Manipulation: Viktor Lyashko did not rule out that elderly Ukrainians could die after vaccination,Viktor Lyashko did not rule out that elderly Ukrainians could die after vaccination,Manipulation
1429,Фейк: С помощью сотовых вышек можно “транслировать энергетический слепок любой бактерии или вируса”,meter-false,"Fake: Using cell towers, you can “broadcast the energy cast of any bacterium or virus”","Using cell towers, you can “broadcast the energy cast of any bacterium or virus”",Fake
1430,Манипуляция: Тесты на COVID-19 готовят с уже заранее известным результатом,meter-false,Manipulation: Tests for COVID-19 are prepared with an already known result,Tests for COVID-19 are prepared with an already known result,Manipulation
1431,Фейк: Вакцина БЦЖ способствует распространению туберкулеза,meter-false,Fake: BCG Vaccine Helps Spread of TB,BCG Vaccine Helps Spread of TB,Fake
1432,Манипуляция: Вакцинация от COVID-19 привела к повышению смертности в домах престарелых зарубежом,meter-false,Manipulation: Vaccination against COVID-19 led to an increase in deaths in nursing homes abroad,Vaccination against COVID-19 led to an increase in deaths in nursing homes abroad,Manipulation
1433,Фейк: Швеция запретила 5G на всей территории страны,meter-false,Fake: Sweden bans 5G nationwide,Sweden bans 5G nationwide,Fake
1434,"Фейк: Не испанка, а бактериальная пневмония, вызванная ношением масок, унесла миллионы жизней",meter-false,"Fake: Not a Spaniard, but bacterial pneumonia caused by wearing masks, claimed millions of lives","Not a Spaniard, but bacterial pneumonia caused by wearing masks, claimed millions of lives",Fake
1435,Фейк: Вакцинация — это “прививка раковой ДНК”,meter-false,Fake: Vaccination is “grafting cancerous DNA”,Vaccination is “grafting cancerous DNA”,Fake
1436,Видеофейк: Во Львовской области сошла лавина,meter-false,Video fake: An avalanche came down in the Lviv region,An avalanche came down in the Lviv region,Video fake
1437,Фейк: Для создания вакцин и клеточной линии НЕК-293 убивают сотни детей,meter-false,Fake: Hundreds of children are being killed to create vaccines and the HEK-293 cell line,Hundreds of children are being killed to create vaccines and the HEK-293 cell line,Fake
1438,Манипуляция: Энтони Фаучи запутался в собственной лжи о ношении “двойных масок”,meter-false,Manipulation: Anthony Fauci entangled in his own lies about wearing 'double masks',Anthony Fauci entangled in his own lies about wearing 'double masks',Manipulation
1439,Фейк: Грета Тунберг отморозила уши на митинге против глобального потепления,meter-false,Fake: Greta Thunberg froze her ears at a rally against global warming,Greta Thunberg froze her ears at a rally against global warming,Fake
1440,Фейк: Президент США Джо Байден публично отказался поддерживать Навального,meter-false,Fake: US President Joe Biden publicly refused to support Navalny,US President Joe Biden publicly refused to support Navalny,Fake
1441,Фейк: Среди жертв пожара 2 мая в Одессе были жители России,meter-false,Fake: Residents of Russia were among the victims of the May 2 fire in Odessa,Residents of Russia were among the victims of the May 2 fire in Odessa,Fake
1442,Манипуляция: Швейцария полностью отказалась от вакцины AstraZeneca,meter-false,Manipulation: Switzerland has completely abandoned the AstraZeneca vaccine,Switzerland has completely abandoned the AstraZeneca vaccine,Manipulation
1443,Фейк: Каждый гражданин Норвегии получает ренту за природные ресурсы своей страны,meter-false,Fake: Every Norwegian Citizen Receives Rent from Their Country's Natural Resources,Every Norwegian Citizen Receives Rent from Their Country's Natural Resources,Fake
1444,Фейк: НАСА обнаружило в космосе искусственный объект «Обитель Бога»,meter-false,"Fake: NASA has discovered in space an artificial object ""God's Abode""","NASA has discovered in space an artificial object ""God's Abode""",Fake
1445,Фейк: Советская власть репрессировала 800 студентов Харьковского университета за отказ сдавать экзамены на русском...,meter-false,Fake: The Soviet authorities repressed 800 students of Kharkov University for refusing to take exams in Russian...,The Soviet authorities repressed 800 students of Kharkov University for refusing to take exams in Russian...,Fake
1446,"Фейк: Птицы по всему миру нападают на вышки 5G, потому что понимают их угрозу",meter-false,Fake: Birds around the world are attacking 5G towers because they understand their threat,Birds around the world are attacking 5G towers because they understand their threat,Fake
1447,"Манипуляция: Статистика смертности в Германии и Швеции за 2020 год показала, что пандемии нет...",meter-false,Manipulation: Mortality statistics in Germany and Sweden for 2020 showed that there is no pandemic...,Mortality statistics in Germany and Sweden for 2020 showed that there is no pandemic...,Manipulation
1448,Фотофейк: На Запорожской ТЭС произошла масштабная авария,meter-false,Photofake: A large-scale accident occurred at the Zaporozhye TPP,A large-scale accident occurred at the Zaporozhye TPP,Photofake
1449,"Манипуляция: Нацполиция продала вертолет, купленный налогоплательщиками Украины",meter-false,Manipulation: National Police sold a helicopter bought by Ukrainian taxpayers,National Police sold a helicopter bought by Ukrainian taxpayers,Manipulation
1450,Фейк: Вместо Билла Гейтса вакцинировали подставное лицо,meter-false,Fake: A figurehead was vaccinated instead of Bill Gates,A figurehead was vaccinated instead of Bill Gates,Fake
1451,Фейк: Кнессет Израиля выделил 84 миллиарда долларов на покупку украинской земли,meter-false,Fake: Israeli Knesset allocates $84 billion to buy Ukrainian land,Israeli Knesset allocates $84 billion to buy Ukrainian land,Fake
1452,Манипуляция: ООН признала украинцев вымирающей нацией,meter-false,Manipulation: UN recognized Ukrainians as a dying nation,UN recognized Ukrainians as a dying nation,Manipulation
1453,Фейк: В Украине запретили роман “Мастер и Маргарита” Булгакова,meter-false,Fake: Bulgakov's The Master and Margarita Novel Banned in Ukraine,Bulgakov's The Master and Margarita Novel Banned in Ukraine,Fake
1454,Фейк: Латвия предоставила бывшим пионерам надбавку к пенсии,meter-false,Fake: Latvia Provides Pension Supplement to Former Pioneers,Latvia Provides Pension Supplement to Former Pioneers,Fake
1455,Фейк: Пандемия COVID-19 — это часть плана Меморандума 200 по принудительной стерилизации населения,meter-false,Fake: COVID-19 Pandemic is Part of Memorandum 200 Plan to Forced Sterilization of the Population,COVID-19 Pandemic is Part of Memorandum 200 Plan to Forced Sterilization of the Population,Fake
1456,Фейк: Журнал Charlie Hebdo поместил на обложку свежего номера карикатуру на Путина,meter-false,Fake: Charlie Hebdo put a caricature of Putin on the cover of its latest issue,Charlie Hebdo put a caricature of Putin on the cover of its latest issue,Fake
1457,Фейк: Кошевой атаман Иван Сирко читал лекции по истории Украины-Руси в Сорбонне,meter-false,Fake: Kosh ataman Ivan Sirko lectured on the history of Ukraine-Rus at the Sorbonne,Kosh ataman Ivan Sirko lectured on the history of Ukraine-Rus at the Sorbonne,Fake
1458,Фотофейк: В Израиле прошедшим вакцинацию выдают карточки «с овечкой»,meter-false,"Photofake: In Israel, those who have been vaccinated are given cards “with a sheep”","In Israel, those who have been vaccinated are given cards “with a sheep”",Photofake
1459,Видеофейк: В молоке найдены титановые белила,meter-false,Video fake: Titanium white found in milk,Titanium white found in milk,Video fake
1460,Фейк: После начала вакцинации в Гибралтаре резко повысилась смертность,meter-false,Fake: Mortality rises sharply in Gibraltar after vaccinations began,Mortality rises sharply in Gibraltar after vaccinations began,Fake
1461,Фейк: Байден и Путин решают судьбу Украины за спиной Зеленского,meter-false,Fake: Biden and Putin decide Ukraine's fate behind Zelensky's back,Biden and Putin decide Ukraine's fate behind Zelensky's back,Fake
1462,Фейк: Алексей Навальный выдал интерьеры пражской библиотеки за убранство «дворца Путина»,meter-false,Fake: Alexey Navalny Passed Out the Interiors of the Prague Library as the Decoration of “Putin’s Palace”,Alexey Navalny Passed Out the Interiors of the Prague Library as the Decoration of “Putin’s Palace”,Fake
1463,Манипуляция: Из-за «выдуманного локдауна» умрет 265 миллионов людей,meter-false,Manipulation: 265 million people will die due to the “fictitious lockdown”,265 million people will die due to the “fictitious lockdown”,Manipulation
1464,"Манипуляция: С помощью законопроекта №4613 украинцам будут колоть вакцины от COVID-19, которые не прошли...",meter-false,"Manipulation: With the help of bill No. 4613, Ukrainians will be injected with COVID-19 vaccines that have not passed...","With the help of bill No. 4613, Ukrainians will be injected with COVID-19 vaccines that have not passed...",Manipulation
1465,"Фейк: Исследование в Германии показало, что маска вредит детям",meter-false,Fake: Study in Germany shows mask harms children,Study in Germany shows mask harms children,Fake
1466,Манипуляция: Джордж Сорос выступает за разрушение института семьи,meter-false,Manipulation: George Soros advocates the destruction of the institution of the family,George Soros advocates the destruction of the institution of the family,Manipulation
1467,"Фейк: В украинской лаборатории штамм SARS-CoV-2 отсутствует, пандемии COVID-19 нет",meter-false,"Fake: There is no SARS-CoV-2 strain in the Ukrainian laboratory, there is no COVID-19 pandemic","There is no SARS-CoV-2 strain in the Ukrainian laboratory, there is no COVID-19 pandemic",Fake
1468,Манипуляция: Компании Pfizer и Bayer предоставляли вакцины и лекарства для экспериментов в нацистских концлагерях,meter-false,Manipulation: Pfizer and Bayer provided vaccines and drugs for experiments in Nazi concentration camps,Pfizer and Bayer provided vaccines and drugs for experiments in Nazi concentration camps,Manipulation
1469,Фейк: Беспощадная стихия смывает Западную Украину,meter-false,Fake: Merciless element washes away Western Ukraine,Merciless element washes away Western Ukraine,Fake
1470,Фейк: Австралийскому премьеру сделали фальшивый укол от COVID-19,meter-false,Fake: Australian Prime Minister Got Fake COVID-19 Injection,Australian Prime Minister Got Fake COVID-19 Injection,Fake
1471,"Фейк: В ЦРУ заявили, что украинский народ на 98% склонен к предательству",meter-false,Fake: The CIA said that the Ukrainian people are 98% prone to betrayal,The CIA said that the Ukrainian people are 98% prone to betrayal,Fake
1472,"Фейк: 12 натуропатов, которые хотели доказать, что вакцинация вызывает рак, были убиты",meter-false,Fake: 12 Naturopaths Who Wanted to Prove Vaccines Cause Cancer Have Been Murdered,12 Naturopaths Who Wanted to Prove Vaccines Cause Cancer Have Been Murdered,Fake
1473,Фейк: В Канаде полицейские избили мужчину за нарушение карантина,meter-false,Fake: Canadian Police Beat a Man for Violating Quarantine,Canadian Police Beat a Man for Violating Quarantine,Fake
1474,"Фейк: В США признали, что вакцинация от COVID-19 вызывает паралич лицевого нерва",meter-false,Fake: US admits COVID-19 vaccination causes facial paralysis,US admits COVID-19 vaccination causes facial paralysis,Fake
1475,Фейк: Во Львове пенсионер замёрз насмерть в ожидании бесплатной еды,meter-false,Fake: Pensioner froze to death in Lviv while waiting for free food,Pensioner froze to death in Lviv while waiting for free food,Fake
1476,Фейк: В ЕС прекращают применять вакцину Pfizer из-за большого количества смертей,meter-false,Fake: EU stops using Pfizer vaccine due to high number of deaths,EU stops using Pfizer vaccine due to high number of deaths,Fake
1477,Фейк: В Израиле имитируют вакцинацию от COVID-19 со шприцами без иголок,meter-false,Fake: Israel mimics COVID-19 vaccination with syringes without needles,Israel mimics COVID-19 vaccination with syringes without needles,Fake
1478,Фейк: В киевском супермаркете продают елочные игрушки с логотипом армии РФ,meter-false,Fake: A Kiev supermarket sells Christmas decorations with the logo of the Russian army,A Kiev supermarket sells Christmas decorations with the logo of the Russian army,Fake
1479,"Манипуляция: В Латвии выдают «паспорт негражданина» тем, кто не знает языка и историю страны",meter-false,"Manipulation: In Latvia, they issue a ""non-citizen's passport"" to those who do not know the language and history of the country","In Latvia, they issue a ""non-citizen's passport"" to those who do not know the language and history of the country",Manipulation
1480,Фейк: В Украине продлили “тотальный локдаун”,meter-false,Fake: “Total Lockdown” Extended in Ukraine,“Total Lockdown” Extended in Ukraine,Fake
1481,Фейк: РНК-вакцины были запрещены по этическим соображениям,meter-false,Fake: RNA vaccines were banned for ethical reasons,RNA vaccines were banned for ethical reasons,Fake
1482,"Фейк: Во время локдауна в Украине задержали мужчину, купившего носки",meter-false,Fake: A man who bought socks was detained during the lockdown in Ukraine,A man who bought socks was detained during the lockdown in Ukraine,Fake
1483,Фейк: На календаре «Укрзалізниці» изобразили поезд «РЖД»,meter-false,Fake: Russian Railways train is depicted on Ukrzaliznytsia's calendar,Russian Railways train is depicted on Ukrzaliznytsia's calendar,Fake
1484,"Манипуляция: “Минуту назад” на Донбассе прогремел взрыв, подорвались военные",meter-false,"Manipulation: “A minute ago” an explosion thundered in the Donbas, the military blew up","“A minute ago” an explosion thundered in the Donbas, the military blew up",Manipulation
1485,Фейк: COVID-19 — это просто очередной штамм гриппа,meter-false,Fake: COVID-19 is just another flu strain,COVID-19 is just another flu strain,Fake
1486,Фейк: Лауреат Нобелевской премии «разоблачил коронабесие»,meter-false,Fake: Nobel Laureate 'Exposed Coronavirus',Nobel Laureate 'Exposed Coronavirus',Fake
1487,Фейк: Локдаун в Украине отменили раньше установленного срока,meter-false,Fake: Lockdown in Ukraine canceled ahead of schedule,Lockdown in Ukraine canceled ahead of schedule,Fake
1488,Фейк: В Германии врачи призывают отказываться от вакцинации,meter-false,Fake: Doctors in Germany urge people not to vaccinate,Doctors in Germany urge people not to vaccinate,Fake
1489,"Фейк: Компания “Moderna” призналась, что не вакцинирует, а чипирует людей",meter-false,"Fake: Moderna admits it does not vaccinate, but microchips people","Moderna admits it does not vaccinate, but microchips people",Fake
1490,"Фейк: COVID-19 «спровоцирован тяжелыми металлами», которые «искрят в организме» от воздействия 5G",meter-false,Fake: COVID-19 'triggered by heavy metals' that 'sparkle in the body' from exposure to 5G,COVID-19 'triggered by heavy metals' that 'sparkle in the body' from exposure to 5G,Fake
1491,"Фейк: Вакцина от Moderna содержит таинственный компонент «Люциферин», растворенный в 66,6 мл буферного раствора",meter-false,"Fake: Moderna's vaccine contains the mysterious component ""Luciferin"" dissolved in 66.6 ml of a buffer solution","Moderna's vaccine contains the mysterious component ""Luciferin"" dissolved in 66.6 ml of a buffer solution",Fake
1492,Фейк: Во Франции появился «план блокировок» населения на 2021 год,meter-false,Fake: France has a population lockdown plan for 2021,France has a population lockdown plan for 2021,Fake
1493,Фейк: Во Львове установили вышки 5G,meter-false,Fake: 5G towers installed in Lviv,5G towers installed in Lviv,Fake
1494,"Фейк: Продажа украинской земли – грабительство, в Украине нашли крупнейшую в мире алмазоносную трубку",meter-false,"Fake: The sale of Ukrainian land is a robbery, the world's largest diamond pipe was found in Ukraine","The sale of Ukrainian land is a robbery, the world's largest diamond pipe was found in Ukraine",Fake
1495,"Фейк: Кабмин назначил выплаты школьникам, студентам и взрослым в размере 5 тысяч гривен",meter-false,"Fake: The Cabinet of Ministers appointed payments to schoolchildren, students and adults in the amount of UAH 5,000","The Cabinet of Ministers appointed payments to schoolchildren, students and adults in the amount of UAH 5,000",Fake
1496,"Фейк: В Ирландии признали, что COVID-19 не существует",meter-false,Fake: Ireland admits that COVID-19 does not exist,Ireland admits that COVID-19 does not exist,Fake
1497,Фейк: В Риме сотни птиц погибли из-за испытаний 5G,meter-false,Fake: Hundreds of birds died in Rome due to 5G tests,Hundreds of birds died in Rome due to 5G tests,Fake
